"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","3.26648626E8","0.0","3.26648626E8","3.26648626E8"
"OperationDoGC","2.0734793654444444E9","1.8068016262124363E8","1.533891014E9","2.213331155E9"
"OperationGetManyVertices","267146.89","71685.3030326154","162993.0","520006.0"
"OperationGetManyEdges","354820.48","98237.32349494057","252679.0","1011724.0"
"OperationGetFirstNeighbor-out","367246.02","73412.97614522655","209131.0","576949.0"
"OperationGetAllNeighbors-out","392381.8","104169.0405700273","186685.0","657635.0"
"OperationGetNeighborEdgeConditional-out","1.755121463E7","9781245.400506148","280022.0","6.4749264E7"
"OperationGetFirstNeighbor-in","301882.68","62336.677694095946","169738.0","662633.0"
"OperationGetAllNeighbors-in","306532.13","80822.4392999438","169714.0","605478.0"
"OperationGetNeighborEdgeConditional-in","5.212120122E7","2.437887543347097E7","1.2310544E7","1.32629714E8"
"OperationGetFirstNeighbor-both","272077.91","73479.05187018884","155239.0","814100.0"
"OperationGetAllNeighbors-both","303441.27","89508.35357069809","148521.0","754700.0"
"OperationGetNeighborEdgeConditional-both","6.697164811E7","1.950412491939455E7","2.2695318E7","1.53009478E8"
"OperationGetManyVertexProperties-name","3.7078187727E8","1.4723222622603875E8","1.24283241E8","6.45111121E8"
"OperationGetManyVertexProperties-age","5.613645197E7","4.040212489808171E7","826747.0","1.65129807E8"
"OperationGetManyEdgeProperties-time","6.1265546115E8","3.9448674847849265E7","5.38650863E8","7.24030845E8"
"OperationGetManyVertexPropertySets","9931542.96","9561930.616495492","612879.0","4.1502504E7"
"OperationGetManyEdgePropertySets","4.3293527922E8","1.0562145323629007E8","2.60190662E8","7.23171364E8"
"OperationShutdownGraph","2.384516841E9","0.0","2.384516841E9","2.384516841E9"
