operation                                                   neo-mean (ms)   neo-stdev (ms)  neo-min (ms)    neo-max (ms)    
OperationOpenGraph                                                407.058            0.000       407.058         407.058    
OperationDoGC                                                    2393.395          225.380      1541.774        2715.542    
OperationGetManyVertices                                            0.498            0.000         0.498           0.498    
OperationGetManyEdges                                               0.445            0.000         0.445           0.445    
OperationGetFirstNeighbor-out                                       0.275            0.068         0.146           0.468    
OperationGetAllNeighbors-out                                        0.274            0.071         0.147           0.422    
OperationGetNeighborEdgeConditional-out                            17.339           10.926         0.630          71.708    
OperationGetFirstNeighbor-in                                        0.253            0.066         0.136           0.637    
OperationGetAllNeighbors-in                                         0.224            0.054         0.133           0.356    
OperationGetNeighborEdgeConditional-in                             49.585           26.026         8.073         153.494    
OperationGetFirstNeighbor-both                                      0.228            0.056         0.128           0.355    
OperationGetAllNeighbors-both                                       0.228            0.057         0.138           0.435    
OperationGetNeighborEdgeConditional-both                           62.126           23.151        19.195         127.763    
OperationGetFirstNeighbor-out-withlabel                             0.196            0.043         0.110           0.300    
OperationGetAllNeighbors-out-withlabel                              0.208            0.050         0.113           0.471    
OperationGetNeighborEdgeConditional-out-withlabel                   9.119            5.675         0.149          32.594    
OperationGetFirstNeighbor-in-withlabel                              0.191            0.051         0.108           0.463    
OperationGetAllNeighbors-in-withlabel                               0.211            0.049         0.133           0.336    
OperationGetNeighborEdgeConditional-in-withlabel                   23.970           16.410         0.111          85.046    
OperationGetFirstNeighbor-both-withlabel                            0.199            0.049         0.116           0.313    
OperationGetAllNeighbors-both-withlabel                             0.254            0.053         0.113           0.522    
OperationGetNeighborEdgeConditional-both-withlabel                 33.687           20.711         2.828         129.388    
OperationGetKHopNeighbors-out-1                                     0.217            0.058         0.109           0.445    
OperationGetKHopNeighborsEdgeConditional-out-1                     16.745            8.799         0.244          46.044    
OperationGetKHopNeighbors-out-2                                     0.815            0.398         0.243           2.851    
OperationGetKHopNeighborsEdgeConditional-out-2                     32.332           15.081         0.135          89.610    
OperationGetKHopNeighbors-out-3                                     5.163            2.919         0.928          23.427    
OperationGetKHopNeighborsEdgeConditional-out-3                     48.076           14.377        17.899          96.253    
OperationGetKHopNeighbors-out-4                                    16.865           10.952         0.077          77.540    
OperationGetKHopNeighborsEdgeConditional-out-4                     61.219           17.501        19.540         141.373    
OperationGetKHopNeighbors-out-5                                    76.383           37.844         0.051         194.248    
OperationGetKHopNeighborsEdgeConditional-out-5                     75.646           22.564        10.505         162.783    
OperationGetKHopNeighbors-in-1                                      0.112            0.051         0.039           0.448    
OperationGetKHopNeighborsEdgeConditional-in-1                      43.968           21.890         0.176         112.578    
OperationGetKHopNeighbors-in-2                                      0.433            0.182         0.087           1.036    
OperationGetKHopNeighborsEdgeConditional-in-2                      84.085           29.017        24.431         160.834    
OperationGetKHopNeighbors-in-3                                      3.022            3.774         0.513          38.858    
OperationGetKHopNeighborsEdgeConditional-in-3                     124.221           37.017        44.127         231.692    
OperationGetKHopNeighbors-in-4                                     13.183            5.953         1.823          53.821    
OperationGetKHopNeighborsEdgeConditional-in-4                     155.927           38.465         0.108         223.361    
OperationGetKHopNeighbors-in-5                                     72.842           31.928         7.705         191.427    
OperationGetKHopNeighborsEdgeConditional-in-5                     189.361           40.081        90.396         285.229    
OperationGetKHopNeighbors-both-1                                    0.118            0.048         0.039           0.407    
OperationGetKHopNeighborsEdgeConditional-both-1                    54.623           22.946         0.300         140.596    
OperationGetKHopNeighbors-both-2                                    0.899            0.281         0.352           1.681    
OperationGetKHopNeighborsEdgeConditional-both-2                    99.177           23.580        55.652         161.665    
OperationGetKHopNeighbors-both-3                                    9.850            4.393         1.123          43.399    
OperationGetKHopNeighborsEdgeConditional-both-3                   123.356           40.021        46.560         253.631    
OperationGetKHopNeighbors-both-4                                  100.990           35.426        30.689         208.244    
OperationGetKHopNeighborsEdgeConditional-both-4                   119.505           50.175        30.025         247.717    
OperationGetKHopNeighbors-both-5                                 1887.652          615.027       593.112        3897.836    
OperationGetKHopNeighborsEdgeConditional-both-5                   118.107           43.304        42.721         237.863    
OperationGetKHopNeighbors-out-withlabel-1                           0.119            0.030         0.040           0.225    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-1            6.969            5.695         0.099          22.500    
OperationGetKHopNeighbors-out-withlabel-2                           0.325            0.136         0.116           0.856    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-2           10.902            8.352         0.111          53.960    
OperationGetKHopNeighbors-out-withlabel-3                           0.901            0.465         0.096           2.450    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-3           15.756           11.413         0.066          72.375    
OperationGetKHopNeighbors-out-withlabel-4                           2.674            3.194         0.108          30.327    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-4           22.388           18.871         0.114         148.647    
OperationGetKHopNeighbors-out-withlabel-5                           7.121            4.534         0.072          18.454    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-5           24.189           13.977         0.022          66.615    
OperationGetKHopNeighbors-in-withlabel-1                            0.092            0.028         0.024           0.190    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-1            18.640           14.230         0.032          67.991    
OperationGetKHopNeighbors-in-withlabel-2                            0.322            0.161         0.063           1.023    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-2            30.568           15.623         0.466          77.010    
OperationGetKHopNeighbors-in-withlabel-3                            1.031            2.716         0.064          27.661    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-3            40.760           18.861         0.064          86.562    
OperationGetKHopNeighbors-in-withlabel-4                            2.680            3.114         0.117          30.805    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-4            50.265           24.765         0.056         120.136    
OperationGetKHopNeighbors-in-withlabel-5                            7.321            5.414         0.090          40.556    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-5            44.774           26.279         0.058         116.809    
OperationGetKHopNeighbors-both-withlabel-1                          0.125            0.054         0.060           0.452    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-1          12.062            8.901         0.150          36.061    
OperationGetKHopNeighbors-both-withlabel-2                          0.467            0.174         0.177           1.040    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-2          17.832           15.882         0.244          93.001    
OperationGetKHopNeighbors-both-withlabel-3                          3.016            3.531         0.077          36.312    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-3          19.955           14.968         0.323          67.775    
OperationGetKHopNeighbors-both-withlabel-4                         15.174            7.117         5.247          57.499    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-4          16.416           17.243         0.297          83.603    
OperationGetKHopNeighbors-both-withlabel-5                         93.405           34.173         0.081         167.929    
