"id","name","type","args","time","result","memory","gccount","gctime"
"0","OperationOpenGraph","com.tinkerpop.bench.operation.OperationOpenGraph","[DEFAULT]","122033524","DONE","41058343","0","0"
"2","OperationDoGC","com.tinkerpop.bench.operation.OperationDoGC","[]","1505787545","DONE","34204359","8","0"
"3","OperationDoGC","com.tinkerpop.bench.operation.OperationDoGC","[]","2137430007","DONE","119771887","8","1"
"1","OperationCreateKeyIndex-vertex-name","com.tinkerpop.bench.operation.operations.OperationCreateKeyIndex","[vertex, name]","368394586423","DONE","323569047","808","5114"
"5","OperationDoGC","com.tinkerpop.bench.operation.OperationDoGC","[]","2388959936","DONE","130810535","8","0"
"6","OperationDoGC","com.tinkerpop.bench.operation.OperationDoGC","[]","2151775071","DONE","124767895","8","1"
"4","OperationCreateKeyIndex-vertex-age","com.tinkerpop.bench.operation.operations.OperationCreateKeyIndex","[vertex, age]","351865469757","DONE","310414223","785","4971"
"8","OperationDoGC","com.tinkerpop.bench.operation.OperationDoGC","[]","2372734955","DONE","129234879","8","1"
"9","OperationDoGC","com.tinkerpop.bench.operation.OperationDoGC","[]","2166540439","DONE","124122975","8","1"
"7","OperationCreateKeyIndex-edge-time","com.tinkerpop.bench.operation.operations.OperationCreateKeyIndex","[edge, time]","2746254575995","DONE","745976343","5675","45237"
"10","OperationShutdownGraph","com.tinkerpop.bench.operation.OperationShutdownGraph","[]","3152346771","DONE","747483759","0","0"
"11","OperationDoGC","com.tinkerpop.bench.operation.OperationDoGC","[]","1869492893","DONE","21454159","8","1"
