"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","4.07057626E8","0.0","4.07057626E8","4.07057626E8"
"OperationDoGC","2.393395064655914E9","2.2537957162322786E8","1.541773903E9","2.715542273E9"
"OperationGetManyVertices","498180.0","0.0","498180.0","498180.0"
"OperationGetManyEdges","444842.0","0.0","444842.0","444842.0"
"OperationGetFirstNeighbor-out","275032.81","68411.24794018817","145846.0","467673.0"
"OperationGetAllNeighbors-out","274318.99","70623.93843187943","147054.0","422285.0"
"OperationGetNeighborEdgeConditional-out","1.733941281E7","1.0925863750325982E7","629718.0","7.1708429E7"
"OperationGetFirstNeighbor-in","253395.26","65627.38381737002","136199.0","636597.0"
"OperationGetAllNeighbors-in","223908.44","54218.227849371826","132603.0","356179.0"
"OperationGetNeighborEdgeConditional-in","4.958505251E7","2.6026088563351557E7","8073334.0","1.53493604E8"
"OperationGetFirstNeighbor-both","228096.7","56053.85984434971","128382.0","355425.0"
"OperationGetAllNeighbors-both","227807.37","57104.172997015725","138294.0","435342.0"
"OperationGetNeighborEdgeConditional-both","6.212557814E7","2.3150774202502757E7","1.9195161E7","1.277633E8"
"OperationGetFirstNeighbor-out-withlabel","195544.16","42798.11206460396","110067.0","299895.0"
"OperationGetAllNeighbors-out-withlabel","208438.53","49757.91557801733","113460.0","470890.0"
"OperationGetNeighborEdgeConditional-out-withlabel","9119067.95","5674504.387715741","149396.0","3.2593677E7"
"OperationGetFirstNeighbor-in-withlabel","191190.21","50650.067493596696","108436.0","463299.0"
"OperationGetAllNeighbors-in-withlabel","211094.34","48657.81840757352","132665.0","336260.0"
"OperationGetNeighborEdgeConditional-in-withlabel","2.397001149E7","1.6410353909682853E7","111456.0","8.5046243E7"
"OperationGetFirstNeighbor-both-withlabel","198695.66","48538.634922960075","115829.0","313087.0"
"OperationGetAllNeighbors-both-withlabel","254415.3","52548.94293713243","112655.0","521827.0"
"OperationGetNeighborEdgeConditional-both-withlabel","3.368665534E7","2.0710625980164316E7","2827941.0","1.29388072E8"
"OperationGetKHopNeighbors-out-1","217086.76","57937.0572114463","108922.0","444656.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","1.674514131E7","8798809.186466118","243957.0","4.6043925E7"
"OperationGetKHopNeighbors-out-2","814872.74","398069.44175873685","242505.0","2851397.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","3.233227057E7","1.5081448829139337E7","135395.0","8.9609833E7"
"OperationGetKHopNeighbors-out-3","5163426.75","2918719.619726632","927959.0","2.3426992E7"
"OperationGetKHopNeighborsEdgeConditional-out-3","4.807579972E7","1.4376723101800263E7","1.7899135E7","9.6252503E7"
"OperationGetKHopNeighbors-out-4","1.68654009E7","1.0951539451760752E7","77074.0","7.7539809E7"
"OperationGetKHopNeighborsEdgeConditional-out-4","6.121900164E7","1.750123902236481E7","1.9540164E7","1.41372753E8"
"OperationGetKHopNeighbors-out-5","7.638308846E7","3.784409286991652E7","50825.0","1.94247925E8"
"OperationGetKHopNeighborsEdgeConditional-out-5","7.564581713E7","2.2563500274642747E7","1.0505367E7","1.62783177E8"
"OperationGetKHopNeighbors-in-1","112401.37","50664.005530880575","39174.0","448207.0"
"OperationGetKHopNeighborsEdgeConditional-in-1","4.396843104E7","2.1889692033014398E7","176117.0","1.1257759E8"
"OperationGetKHopNeighbors-in-2","432860.51","181581.40343903587","86583.0","1035821.0"
"OperationGetKHopNeighborsEdgeConditional-in-2","8.408494017E7","2.9017207271963473E7","2.4431209E7","1.60833903E8"
"OperationGetKHopNeighbors-in-3","3021578.34","3773525.791563796","513269.0","3.8857743E7"
"OperationGetKHopNeighborsEdgeConditional-in-3","1.2422144501E8","3.70169573365395E7","4.4126731E7","2.31692394E8"
"OperationGetKHopNeighbors-in-4","1.318303199E7","5952570.06399871","1822784.0","5.3820719E7"
"OperationGetKHopNeighborsEdgeConditional-in-4","1.5592709685E8","3.8465357137548536E7","107959.0","2.23360775E8"
"OperationGetKHopNeighbors-in-5","7.284154249E7","3.1927963960820507E7","7705217.0","1.91426763E8"
"OperationGetKHopNeighborsEdgeConditional-in-5","1.8936081131E8","4.0081411006073155E7","9.039582E7","2.85228975E8"
"OperationGetKHopNeighbors-both-1","118061.77","47937.9226399841","39417.0","406649.0"
"OperationGetKHopNeighborsEdgeConditional-both-1","5.46229765E7","2.2945903521674655E7","299553.0","1.40596083E8"
"OperationGetKHopNeighbors-both-2","899013.58","281312.2347018764","351848.0","1681246.0"
"OperationGetKHopNeighborsEdgeConditional-both-2","9.917719015E7","2.3580085351563316E7","5.5651538E7","1.61664955E8"
"OperationGetKHopNeighbors-both-3","9850081.34","4392626.2101582475","1123373.0","4.3399157E7"
"OperationGetKHopNeighborsEdgeConditional-both-3","1.2335572215E8","4.002082451509231E7","4.6559898E7","2.53630945E8"
"OperationGetKHopNeighbors-both-4","1.0098972155E8","3.542554641004523E7","3.0688741E7","2.0824365E8"
