"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","2.79740341E8","0.0","2.79740341E8","2.79740341E8"
"OperationDoGC","1.5007599837311828E9","5454361.267637564","1.493142813E9","1.529199556E9"
"OperationGetManyVertices","45787.0","0.0","45787.0","45787.0"
"OperationGetManyEdges","141077.0","0.0","141077.0","141077.0"
"OperationGetFirstNeighbor-out","238483.1","69054.07192099537","23409.0","407834.0"
"OperationGetAllNeighbors-out","236975.77","83654.68309626843","25449.0","343485.0"
"OperationGetNeighborEdgeConditional-out","505036.15","285981.3639680171","32736.0","1518549.0"
"OperationGetFirstNeighbor-in","181880.58","107649.49010052766","23541.0","346338.0"
"OperationGetAllNeighbors-in","165540.2","101672.58939822474","24639.0","332658.0"
"OperationGetNeighborEdgeConditional-in","545150.41","232128.17159556889","24572.0","1100355.0"
"OperationGetFirstNeighbor-both","168238.5","120729.96708957557","21847.0","343869.0"
"OperationGetAllNeighbors-both","138041.03","110163.38782848457","25636.0","341512.0"
"OperationGetNeighborEdgeConditional-both","538788.31","273731.05180799984","69595.0","1463480.0"
"OperationGetFirstNeighbor-out-withlabel","122318.91","110927.61209474356","27226.0","379377.0"
"OperationGetAllNeighbors-out-withlabel","132067.77","115091.96023692141","27341.0","331675.0"
"OperationGetNeighborEdgeConditional-out-withlabel","293559.18","193925.44892300136","31314.0","856828.0"
"OperationGetFirstNeighbor-in-withlabel","104864.86","100518.14466264487","32001.0","327292.0"
"OperationGetAllNeighbors-in-withlabel","92510.03","92484.78574224573","33336.0","356814.0"
"OperationGetNeighborEdgeConditional-in-withlabel","357732.73","220874.9437943949","33762.0","1086940.0"
"OperationGetFirstNeighbor-both-withlabel","75396.66","83908.26937784143","28991.0","343304.0"
"OperationGetAllNeighbors-both-withlabel","98903.47","98703.91382751294","34790.0","407241.0"
"OperationGetNeighborEdgeConditional-both-withlabel","514047.34","301181.3856858096","67911.0","1473893.0"
"OperationGetKHopNeighbors-out-1","68992.83","88163.40952867636","20154.0","324654.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","250948.27","220205.73143707478","20942.0","1593918.0"
"OperationGetKHopNeighbors-out-2","117883.31","104771.63133021219","19619.0","439483.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","407622.88","280474.77494310535","20044.0","987185.0"
"OperationGetKHopNeighbors-out-3","123195.63","123728.42753770493","20463.0","525890.0"
"OperationGetKHopNeighborsEdgeConditional-out-3","406427.03","253315.63583961633","22121.0","1167683.0"
"OperationGetKHopNeighbors-out-4","125227.6","89512.03940029524","24775.0","453655.0"
"OperationGetKHopNeighborsEdgeConditional-out-4","415274.91","287087.4182270304","21658.0","1340874.0"
"OperationGetKHopNeighbors-out-5","168060.43","107106.01253153391","18800.0","591664.0"
"OperationGetKHopNeighborsEdgeConditional-out-5","332901.25","246579.59152295534","21070.0","1117829.0"
"OperationGetKHopNeighbors-in-1","29676.44","6014.615323227247","20607.0","67764.0"
"OperationGetKHopNeighborsEdgeConditional-in-1","132052.59","115730.30458847803","21684.0","599512.0"
"OperationGetKHopNeighbors-in-2","45416.69","33962.23761906597","21344.0","231273.0"
"OperationGetKHopNeighborsEdgeConditional-in-2","189733.5","126854.41482238605","20769.0","547297.0"
"OperationGetKHopNeighbors-in-3","68067.94","44308.56729297845","21211.0","302470.0"
"OperationGetKHopNeighborsEdgeConditional-in-3","239603.2","152427.12848741852","22216.0","658253.0"
"OperationGetKHopNeighbors-in-4","108645.95","58828.05623754281","19768.0","337367.0"
"OperationGetKHopNeighborsEdgeConditional-in-4","264281.91","164086.44342108798","21501.0","773073.0"
"OperationGetKHopNeighbors-in-5","220694.03","135951.10204735043","19906.0","592737.0"
"OperationGetKHopNeighborsEdgeConditional-in-5","260501.65","147457.12904063842","21146.0","638521.0"
"OperationGetKHopNeighbors-both-1","26477.31","4211.451338184975","20052.0","34702.0"
"OperationGetKHopNeighborsEdgeConditional-both-1","149552.68","96271.26363239241","53471.0","583166.0"
"OperationGetKHopNeighbors-both-2","57004.86","13754.895436185621","28112.0","110221.0"
"OperationGetKHopNeighborsEdgeConditional-both-2","233308.23","137017.20441359584","88202.0","838063.0"
"OperationGetKHopNeighbors-both-3","156001.93","56223.25053823463","53509.0","297767.0"
"OperationGetKHopNeighborsEdgeConditional-both-3","252637.12","123755.90317251776","77899.0","691506.0"
"OperationGetKHopNeighbors-both-4","493960.61","210430.83560143437","97350.0","1033931.0"
"OperationGetKHopNeighborsEdgeConditional-both-4","263858.28","109467.48151447353","90867.0","676110.0"
"OperationGetKHopNeighbors-both-5","1541092.75","460251.8669063793","304710.0","2280772.0"
"OperationGetKHopNeighborsEdgeConditional-both-5","330910.29","116369.70553510009","149805.0","753620.0"
"OperationGetKHopNeighbors-out-withlabel-1","25987.77","7541.374698097157","19040.0","72681.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-1","76471.49","38458.05880865413","20789.0","306460.0"
"OperationGetKHopNeighbors-out-withlabel-2","35079.9","9645.132639316056","19387.0","76371.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-2","94599.37","31564.822420743953","20199.0","186347.0"
"OperationGetKHopNeighbors-out-withlabel-3","52718.15","20486.96199360706","17916.0","110447.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-3","104399.49","51624.584529562075","19806.0","335251.0"
"OperationGetKHopNeighbors-out-withlabel-4","89803.9","45438.77935717463","19000.0","223302.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-4","128527.04","56116.15986325508","20932.0","258604.0"
"OperationGetKHopNeighbors-out-withlabel-5","162304.36","97784.52647720087","18153.0","440165.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-5","150822.34","64806.46195484213","25497.0","471550.0"
"OperationGetKHopNeighbors-in-withlabel-1","25795.28","4830.732178624687","19601.0","60841.0"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-1","73545.11","21304.615643984285","26743.0","156238.0"
"OperationGetKHopNeighbors-in-withlabel-2","37596.36","9352.54716590085","18621.0","61492.0"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-2","100016.79","33289.84361942693","25955.0","201767.0"
"OperationGetKHopNeighbors-in-withlabel-3","53816.08","22717.56879759804","18968.0","133751.0"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-3","118437.1","46046.327554214346","21387.0","334400.0"
"OperationGetKHopNeighbors-in-withlabel-4","96274.83","50506.74139757087","24367.0","290104.0"
