"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","2.62460764E8","0.0","2.62460764E8","2.62460764E8"
"OperationDoGC","1.4960734172222223E9","7622180.172514265","1.488742799E9","1.520592795E9"
"OperationGetManyVertices","24094.55","4317.852163692038","17139.0","50865.0"
"OperationGetManyEdges","25697.25","4342.714200531736","17818.0","48689.0"
"OperationGetFirstNeighbor-out","309703.82","82984.68768566643","67041.0","503619.0"
"OperationGetAllNeighbors-out","300900.25","99943.0628560457","65226.0","433858.0"
"OperationGetNeighborEdgeConditional-out","533584.17","261588.78363569247","47966.0","1489483.0"
"OperationGetFirstNeighbor-in","234920.74","119676.19686258583","48333.0","434977.0"
"OperationGetAllNeighbors-in","243563.16","113517.93965076354","52541.0","413714.0"
"OperationGetNeighborEdgeConditional-in","485215.06","253329.12463204146","47536.0","1131008.0"
"OperationGetFirstNeighbor-both","187225.07","117553.81934809731","59812.0","401547.0"
"OperationGetAllNeighbors-both","223391.95","123008.95027471575","78186.0","473516.0"
"OperationGetNeighborEdgeConditional-both","699213.62","333236.38274380483","123210.0","1660058.0"
"OperationGetManyVertexProperties-name","1455060.52","1939030.372203548","220703.0","1.0428239E7"
"OperationGetManyVertexProperties-age","122659.0","30189.513209722347","79337.0","201493.0"
"OperationGetManyEdgeProperties-time","1296001.82","1283697.3039434988","83031.0","4781180.0"
"OperationGetManyVertexPropertySets","192887.54","52218.052167506205","119582.0","269400.0"
"OperationGetManyEdgePropertySets","174516.47","91041.50829994578","79674.0","431830.0"
"OperationShutdownGraph","2.8089199E8","0.0","2.8089199E8","2.8089199E8"
