"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","2.90364444E8","0.0","2.90364444E8","2.90364444E8"
"OperationDoGC","2.43051808533871E9","2.214759177978802E8","1.49124568E9","2.681278639E9"
"OperationGetKHopNeighbors-out-1","331857.32","73559.47738964437","163485.0","641196.0"
"OperationGetKHopNeighbors-out-2","629616.34","958206.0632803387","184126.0","7045659.0"
"OperationGetKHopNeighbors-out-3","1086444.91","2298041.0392453787","141618.0","1.6781635E7"
"OperationGetKHopNeighbors-out-4","3108838.5","1.301606075387642E7","138169.0","1.23093574E8"
"OperationGetKHopNeighbors-out-5","4.742714103E7","3.5576490153657424E8","114450.0","3.525364478E9"
"OperationGetKHopNeighbors-in-1","205530.55","65337.988704332645","129577.0","551233.0"
"OperationGetKHopNeighbors-in-2","484314.4","205065.73863597983","195656.0","1668953.0"
"OperationGetKHopNeighbors-in-3","2050048.73","955511.3092131548","725827.0","6988170.0"
"OperationGetKHopNeighbors-in-4","9013879.19","3908157.2923784633","3842854.0","3.8876668E7"
"OperationGetKHopNeighbors-in-5","2.280205098E7","7960470.544238957","5733507.0","4.9321775E7"
"OperationGetKHopNeighbors-both-1","233982.97","75315.865271197","123466.0","819819.0"
"OperationGetKHopNeighbors-both-2","595947.25","367485.4332060354","216764.0","3057005.0"
"OperationGetKHopNeighbors-both-3","7193911.63","8160389.806259927","1329370.0","5.6814336E7"
"OperationGetKHopNeighbors-both-4","1.070705776E8","1.5303507258549407E8","1.1433502E7","1.007132104E9"
"OperationGetKHopNeighbors-both-5","1.70920097971E9","1.3308506212878103E9","2.20620058E8","6.934523746E9"
"OperationGetKHopNeighbors-out-withlabel-1","162102.02","54248.44439667925","94527.0","532840.0"
"OperationGetKHopNeighbors-out-withlabel-2","227075.52","135550.98470505333","90473.0","1008820.0"
"OperationGetKHopNeighbors-out-withlabel-3","230686.03","279757.93750360166","76039.0","2612337.0"
"OperationGetKHopNeighbors-out-withlabel-4","517538.17","1497875.3409497668","77353.0","1.2994857E7"
"OperationGetKHopNeighbors-out-withlabel-5","529398.58","1152322.888809887","75254.0","7550991.0"
"OperationGetKHopNeighbors-in-withlabel-1","140143.87","54195.08947103141","78274.0","460944.0"
"OperationGetKHopNeighbors-in-withlabel-2","614154.09","3816787.681161521","109915.0","3.858308E7"
"OperationGetKHopNeighbors-in-withlabel-3","421095.28","156617.94928130554","93583.0","930182.0"
"OperationGetKHopNeighbors-in-withlabel-4","674783.86","343715.5498948518","151301.0","1677313.0"
"OperationGetKHopNeighbors-in-withlabel-5","1035939.4","550654.1274982146","98220.0","2492339.0"
"OperationGetKHopNeighbors-both-withlabel-1","151287.33","36568.74249411784","84651.0","279749.0"
"OperationGetKHopNeighbors-both-withlabel-2","309297.14","150314.51298820216","123340.0","870169.0"
"OperationGetKHopNeighbors-both-withlabel-3","1826561.4","4402769.648263281","258103.0","4.4760558E7"
"OperationGetKHopNeighbors-both-withlabel-4","8944854.32","1.2363427569685716E7","101991.0","9.58599E7"
"OperationGetKHopNeighbors-both-withlabel-5","6.346108673E7","7.651282726154985E7","96943.0","4.10034091E8"
"OperationShutdownGraph","1.075696734E9","0.0","1.075696734E9","1.075696734E9"
