"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","2.7600396E8","0.0","2.7600396E8","2.7600396E8"
"OperationDoGC","2.4307469920989013E9","2.4113290132085645E8","1.53750042E9","2.713379791E9"
"OperationGetManyVertices","94876.0","0.0","94876.0","94876.0"
"OperationGetManyEdges","283265.0","0.0","283265.0","283265.0"
"OperationGetFirstNeighbor-out","185912.31","44496.880138206325","101977.0","297910.0"
"OperationGetAllNeighbors-out","171037.87","57256.8757762166","91107.0","468344.0"
"OperationGetNeighborEdgeConditional-out","3.209511581E7","4.1416750952794924E7","74652.0","2.0842471E8"
"OperationGetFirstNeighbor-in","153249.41","57137.9951293524","25274.0","553314.0"
"OperationGetAllNeighbors-in","167494.18","66843.6600446714","77222.0","453748.0"
"OperationGetNeighborEdgeConditional-in","1.24492844E7","5574119.757259358","476879.0","3.0206588E7"
"OperationGetFirstNeighbor-both","144048.4","46458.91576780499","76680.0","442141.0"
"OperationGetAllNeighbors-both","162050.02","47813.948364254546","79745.0","320484.0"
"OperationGetNeighborEdgeConditional-both","4.259673775E7","3.8665255106889516E7","4168441.0","2.51255044E8"
"OperationGetFirstNeighbor-out-withlabel","170632.7","32285.82391840109","92046.0","284186.0"
"OperationGetAllNeighbors-out-withlabel","162588.31","48948.79930717301","107540.0","445416.0"
"OperationGetNeighborEdgeConditional-out-withlabel","1.354659154E7","1.8073976477855634E7","83315.0","8.8931304E7"
"OperationGetFirstNeighbor-in-withlabel","179723.37","51493.06930775345","89290.0","468976.0"
"OperationGetAllNeighbors-in-withlabel","185740.46","73372.78386124107","98603.0","631933.0"
"OperationGetNeighborEdgeConditional-in-withlabel","6317466.0","4194834.149427149","104857.0","1.8623115E7"
"OperationGetFirstNeighbor-both-withlabel","167383.11","47861.78980583468","88874.0","345892.0"
"OperationGetAllNeighbors-both-withlabel","175561.03","52255.212537402425","91052.0","399083.0"
"OperationGetNeighborEdgeConditional-both-withlabel","1.846051103E7","2.3688209163974464E7","84386.0","1.24316925E8"
"OperationGetKHopNeighbors-out-1","154481.93","43922.1071507857","70631.0","313066.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","2.256464961E7","3.0242076871145934E7","69301.0","1.75193565E8"
"OperationGetKHopNeighbors-out-2","451609.02","755741.2744438","72624.0","6100989.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","3.31876723E7","3.913071315430939E7","80179.0","2.08265776E8"
"OperationGetKHopNeighbors-out-3","1400145.29","2946422.0676297154","82640.0","1.6201805E7"
"OperationGetKHopNeighborsEdgeConditional-out-3","3.274283547E7","4.001410790130067E7","65018.0","2.13226649E8"
"OperationGetKHopNeighbors-out-4","1751912.91","3811977.301201878","67447.0","2.53858E7"
"OperationGetKHopNeighborsEdgeConditional-out-4","3.156189102E7","3.9205917412582055E7","63566.0","2.49831062E8"
"OperationGetKHopNeighbors-out-5","8668493.09","5.214018867373236E7","30923.0","5.17679726E8"
"OperationGetKHopNeighborsEdgeConditional-out-5","3.877248796E7","5.785937677535837E7","19339.0","3.88769547E8"
"OperationGetKHopNeighbors-in-1","61836.46","41680.431750983575","17227.0","422309.0"
"OperationGetKHopNeighborsEdgeConditional-in-1","1.024170169E7","6333223.466642489","112815.0","3.1056494E7"
"OperationGetKHopNeighbors-in-2","325220.3","156916.9022850948","105002.0","1014738.0"
"OperationGetKHopNeighborsEdgeConditional-in-2","2.141709601E7","1.1555032131440552E7","819654.0","8.0012242E7"
"OperationGetKHopNeighbors-in-3","2337385.06","2290820.8798493994","201174.0","2.2994371E7"
