"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","3.07708089E8","0.0","3.07708089E8","3.07708089E8"
"OperationDoGC","2.1328468335E9","2.0592247751581886E8","1.526612785E9","2.307373308E9"
"OperationGetManyVertices","28948.18","6477.75427193715","21140.0","63486.0"
"OperationGetManyEdges","233344.72","65858.13988567852","123241.0","605174.0"
"OperationGetFirstNeighbor-out","280305.82","79131.50425972958","134196.0","549775.0"
"OperationGetAllNeighbors-out","248316.84","91287.40050003833","110110.0","572709.0"
"OperationGetNeighborEdgeConditional-out","397852.1","219608.16297890653","110136.0","1372957.0"
"OperationGetFirstNeighbor-in","198754.55","49558.019596907834","115001.0","432619.0"
"OperationGetAllNeighbors-in","227140.77","53692.6911247434","129146.0","481787.0"
"OperationGetNeighborEdgeConditional-in","371210.33","76630.43345343349","241904.0","515923.0"
"OperationGetFirstNeighbor-both","183860.35","56990.64969227406","116085.0","529469.0"
"OperationGetAllNeighbors-both","281696.93","78617.15073064592","136959.0","700759.0"
"OperationGetNeighborEdgeConditional-both","497894.3","168968.82380140427","245334.0","1144104.0"
"OperationGetManyVertexProperties-name","2489234.08","650490.2591539196","1098737.0","4726539.0"
"OperationGetManyVertexProperties-age","1090980.89","238891.99096988977","515817.0","2227957.0"
"OperationGetManyEdgeProperties-time","1602692.14","640310.8677324947","739884.0","4362029.0"
"OperationGetManyVertexPropertySets","979330.04","232048.6648299843","500680.0","1729238.0"
"OperationGetManyEdgePropertySets","1366451.91","1206392.2494359214","606898.0","1.2847428E7"
"OperationShutdownGraph","1.450916272E9","0.0","1.450916272E9","1.450916272E9"
