"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","3.934340757E9","0.0","3.934340757E9","3.934340757E9"
"OperationDoGC","1.4106670485E9","4.2628683065187514E7","1.396288753E9","1.586147271E9"
"OperationGetManyVertices","209170.08","43394.914221756444","139774.0","281168.0"
"OperationGetManyEdges","337777.44","72498.73075293389","216306.0","486751.0"
"OperationGetFirstNeighbor-out","2303187.8","5217654.488774588","100946.0","2.7667088E7"
"OperationGetAllNeighbors-out","2181693.17","4407057.227474581","91041.0","2.2518926E7"
"OperationGetNeighborEdgeConditional-out","5567642.51","1.3113534414386658E7","111721.0","8.4333352E7"
"OperationGetFirstNeighbor-in","1988650.15","4820283.493665682","96311.0","2.7639781E7"
"OperationGetAllNeighbors-in","1330469.68","4235699.2618019525","99810.0","2.2308827E7"
"OperationGetNeighborEdgeConditional-in","1934220.45","5748311.288566782","140508.0","3.6495738E7"
"OperationGetFirstNeighbor-both","3124820.6","6329866.418641163","160096.0","3.3720974E7"
"OperationGetAllNeighbors-both","2997555.38","5963133.645009091","132118.0","3.355093E7"
"OperationGetNeighborEdgeConditional-both","6477390.78","1.3892750747585628E7","197918.0","7.2642826E7"
"OperationGetManyVertexProperties-name","7175253.79","1.2499424181864936E7","1297984.0","1.00065359E8"
"OperationGetManyVertexProperties-age","4199789.45","6200571.677897964","933738.0","5.1686325E7"
"OperationGetManyEdgeProperties-time","4.52305448E7","2.7713089703545596E7","2797351.0","1.78722713E8"
"OperationGetManyVertexPropertySets","4240573.71","2292212.3262589285","1897147.0","2.1341319E7"
"OperationGetManyEdgePropertySets","1.963432267E7","1.1782597789078685E7","1756887.0","5.8886075E7"
"OperationShutdownGraph","9.4064753E7","0.0","9.4064753E7","9.4064753E7"
