"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","8.4471815E7","0.0","8.4471815E7","8.4471815E7"
"OperationDoGC","1.3923704338064516E9","5514382.650401751","1.38664447E9","1.431980813E9"
"OperationGetKHopNeighbors-out-1","134784.9","35016.64265274443","84295.0","234383.0"
"OperationGetKHopNeighbors-out-2","252953.81","304201.1496250693","84593.0","2810795.0"
"OperationGetKHopNeighbors-out-3","689129.96","1122227.4307515558","86056.0","6597017.0"
"OperationGetKHopNeighbors-out-4","719330.6","1507920.1584838508","87051.0","8821617.0"
"OperationGetKHopNeighbors-out-5","952744.03","1981076.3310995533","86279.0","1.2544924E7"
"OperationGetKHopNeighbors-in-1","152454.65","32741.659524335348","109181.0","286953.0"
"OperationGetKHopNeighbors-in-2","245142.96","60005.84889124059","139310.0","368046.0"
"OperationGetKHopNeighbors-in-3","580625.49","157623.00653530844","181934.0","844771.0"
"OperationGetKHopNeighbors-in-4","1094817.59","454685.63993412186","238043.0","1990017.0"
"OperationGetKHopNeighbors-in-5","1629494.89","735937.4703709397","384842.0","4150004.0"
"OperationGetKHopNeighbors-both-1","188394.69","36574.53377958357","116339.0","310773.0"
"OperationGetKHopNeighbors-both-2","707693.02","424877.19401335204","293564.0","3630379.0"
"OperationGetKHopNeighbors-both-3","5865851.52","2918922.9183897967","1234168.0","1.4783544E7"
"OperationGetKHopNeighbors-both-4","1.536624586E7","3012237.0208454183","7397368.0","2.36026E7"
"OperationGetKHopNeighbors-both-5","1.825933627E7","1587220.603873021","1.6414223E7","2.6460459E7"
"OperationGetKHopNeighbors-out-withlabel-1","138597.48","28549.837905837576","91102.0","229790.0"
"OperationGetKHopNeighbors-out-withlabel-2","167046.17","84540.96203167492","88622.0","587632.0"
"OperationGetKHopNeighbors-out-withlabel-3","216803.44","319050.9272281879","92401.0","2860298.0"
"OperationGetKHopNeighbors-out-withlabel-4","235467.75","398063.9835181117","91567.0","3485735.0"
"OperationGetKHopNeighbors-out-withlabel-5","296535.75","749444.7512302074","88864.0","5506196.0"
"OperationGetKHopNeighbors-in-withlabel-1","143278.65","25650.847992756495","100010.0","232401.0"
"OperationGetKHopNeighbors-in-withlabel-2","186970.49","34214.40606688796","119718.0","292813.0"
"OperationGetKHopNeighbors-in-withlabel-3","243485.96","64695.44640682527","132946.0","389492.0"
"OperationGetKHopNeighbors-in-withlabel-4","279095.92","106053.8234597584","93022.0","635323.0"
"OperationGetKHopNeighbors-in-withlabel-5","353434.79","156008.33829326532","94745.0","872888.0"
"OperationGetKHopNeighbors-both-withlabel-1","168651.41","28844.596993577492","113706.0","254235.0"
"OperationGetKHopNeighbors-both-withlabel-2","319966.57","133864.1075288858","98993.0","1039400.0"
"OperationGetKHopNeighbors-both-withlabel-3","1605822.78","1027879.6250007642","251058.0","6184948.0"
"OperationGetKHopNeighbors-both-withlabel-4","4756707.21","2480209.538770804","131717.0","1.0494677E7"
"OperationGetKHopNeighbors-both-withlabel-5","8772376.93","3226407.2765876884","101395.0","1.7998982E7"
"OperationShutdownGraph","2.09741324E8","0.0","2.09741324E8","2.09741324E8"
