"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","8.5281024E7","0.0","8.5281024E7","8.5281024E7"
"OperationDoGC","1.4091203837362638E9","7829218.866378907","1.402334884E9","1.478135437E9"
"OperationGetManyVertices","173625.0","0.0","173625.0","173625.0"
"OperationGetManyEdges","180470.0","0.0","180470.0","180470.0"
"OperationGetFirstNeighbor-out","100078.57","21488.205780034306","68142.0","171981.0"
"OperationGetAllNeighbors-out","108390.81","18161.573045689074","80860.0","154632.0"
"OperationGetNeighborEdgeConditional-out","152564.66","44098.073311930544","76294.0","342146.0"
"OperationGetFirstNeighbor-in","90013.6","18286.08006216751","66603.0","168271.0"
"OperationGetAllNeighbors-in","115845.39","15766.673627556958","78384.0","160327.0"
"OperationGetNeighborEdgeConditional-in","157810.41","33674.942165680106","73571.0","282526.0"
"OperationGetFirstNeighbor-both","109100.93","18486.857193290052","77855.0","171332.0"
"OperationGetAllNeighbors-both","142270.69","27360.191255799","99663.0","216918.0"
"OperationGetNeighborEdgeConditional-both","204879.85","45675.75604177231","133069.0","398498.0"
"OperationGetFirstNeighbor-out-withlabel","88087.1","11930.800195711936","69171.0","130551.0"
"OperationGetAllNeighbors-out-withlabel","88141.94","11172.698986207404","69072.0","126924.0"
"OperationGetNeighborEdgeConditional-out-withlabel","112799.67","32782.21097365308","66737.0","243864.0"
"OperationGetFirstNeighbor-in-withlabel","88701.81","12094.713285311891","73957.0","143582.0"
"OperationGetAllNeighbors-in-withlabel","90572.4","13988.334971682656","77381.0","133885.0"
"OperationGetNeighborEdgeConditional-in-withlabel","129351.38","23907.453972257274","96232.0","205248.0"
"OperationGetFirstNeighbor-both-withlabel","124807.26","20057.030545232756","77202.0","173923.0"
"OperationGetAllNeighbors-both-withlabel","119486.87","19800.657622238206","90711.0","160947.0"
"OperationGetNeighborEdgeConditional-both-withlabel","159208.67","34263.691724930926","80490.0","297901.0"
"OperationGetKHopNeighbors-out-1","104132.92","19234.761219042986","78315.0","184579.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","109338.89","29474.767836200168","63072.0","189890.0"
"OperationGetKHopNeighbors-out-2","195805.17","131633.95357559196","76907.0","941157.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","153959.02","56115.184521656876","60307.0","377119.0"
"OperationGetKHopNeighbors-out-3","617203.47","1124905.1575028046","79333.0","6397734.0"
"OperationGetKHopNeighborsEdgeConditional-out-3","173965.38","73399.40499006514","63489.0","378818.0"
"OperationGetKHopNeighbors-out-4","877782.29","2047816.7323319942","77744.0","1.3048749E7"
"OperationGetKHopNeighborsEdgeConditional-out-4","153742.34","59499.58050007074","63299.0","343464.0"
"OperationGetKHopNeighbors-out-5","922781.16","1842211.5588283108","70931.0","1.1899069E7"
"OperationGetKHopNeighborsEdgeConditional-out-5","149929.92","69537.24643350208","62154.0","360601.0"
"OperationGetKHopNeighbors-in-1","104968.57","14848.616475789922","79215.0","160541.0"
"OperationGetKHopNeighborsEdgeConditional-in-1","117849.93","16283.12955561983","94719.0","173610.0"
"OperationGetKHopNeighbors-in-2","196249.2","45779.379585136354","131363.0","273648.0"
"OperationGetKHopNeighborsEdgeConditional-in-2","150141.02","32151.003968765894","110394.0","283548.0"
"OperationGetKHopNeighbors-in-3","490818.78","172936.39303874588","212081.0","796300.0"
"OperationGetKHopNeighborsEdgeConditional-in-3","210690.49","22959.870624851093","135766.0","280112.0"
"OperationGetKHopNeighbors-in-4","881686.93","494218.9129219815","187854.0","2139902.0"
"OperationGetKHopNeighborsEdgeConditional-in-4","205903.85","48176.24926545755","115780.0","289053.0"
"OperationGetKHopNeighbors-in-5","1369634.2","732282.2312995993","124203.0","3491370.0"
"OperationGetKHopNeighborsEdgeConditional-in-5","295594.09","39487.14873806286","174609.0","385510.0"
"OperationGetKHopNeighbors-both-1","179246.74","19343.762046520325","111419.0","250149.0"
