"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","7.7585007E7","0.0","7.7585007E7","7.7585007E7"
"OperationDoGC","1.4105875745E9","3.8966783232164994E7","1.395167777E9","1.570741285E9"
"OperationGetManyVertices","111761.49","22506.620376900217","58435.0","168779.0"
"OperationGetManyEdges","98273.77","47715.15254798102","59724.0","265920.0"
"OperationGetFirstNeighbor-out","94558.7","22430.527410428855","65863.0","168758.0"
"OperationGetAllNeighbors-out","111440.12","20541.873658593075","72362.0","159998.0"
"OperationGetNeighborEdgeConditional-out","138078.69","47502.06846268802","65676.0","284785.0"
"OperationGetFirstNeighbor-in","94586.68","18648.98283493231","66107.0","158707.0"
"OperationGetAllNeighbors-in","103021.24","18121.400344410475","77810.0","143085.0"
"OperationGetNeighborEdgeConditional-in","141980.5","30628.890361062706","99814.0","226059.0"
"OperationGetFirstNeighbor-both","121275.44","18970.94621747687","86855.0","172836.0"
"OperationGetAllNeighbors-both","148090.61","25237.357600547242","110616.0","198134.0"
"OperationGetNeighborEdgeConditional-both","223925.4","51234.101261366915","131899.0","405178.0"
"OperationGetManyVertexProperties-name","1667021.06","263458.29458522727","795884.0","2113404.0"
"OperationGetManyVertexProperties-age","1686768.43","118573.3722773587","1242509.0","1775365.0"
"OperationGetManyEdgeProperties-time","1191979.48","525112.0226112993","663324.0","2141946.0"
"OperationGetManyVertexPropertySets","3322490.7","524111.06811626285","1310656.0","4547736.0"
"OperationGetManyEdgePropertySets","1466249.84","65050.412407258416","1234373.0","1653360.0"
"OperationShutdownGraph","1.42913114E8","0.0","1.42913114E8","1.42913114E8"
