"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","5.577050486E9","0.0","5.577050486E9","5.577050486E9"
"OperationDoGC","1.392151712939394E9","6072264.30276006","1.382967984E9","1.415184291E9"
"OperationGetKHopNeighbors-out-1","5891830.47","6261272.023779056","92519.0","2.3713343E7"
"OperationGetKHopNeighbors-out-2","3.869900101E7","2.2980405794527583E7","275421.0","1.2475849E8"
"OperationGetKHopNeighbors-out-3","2.0683518411E8","1.065514833626354E8","128088.0","4.86484878E8"
"OperationGetKHopNeighbors-out-4","5.6401948204E8","3.570854271775307E8","7.3844522E7","1.698963459E9"
"OperationGetKHopNeighbors-out-5","3.3209422367E8","4.5347085176240265E8","100428.0","2.273103154E9"
"OperationGetKHopNeighbors-in-1","2518895.45","4542967.485359763","95406.0","2.0339065E7"
"OperationGetKHopNeighbors-in-2","2.418458325E7","1.5004826580555663E7","250403.0","6.2452579E7"
"OperationGetKHopNeighbors-in-3","1.2992319082E8","6.123294497204987E7","2.7223188E7","3.08697541E8"
"OperationGetKHopNeighbors-in-4","7.2477991474E8","3.5167739929736423E8","91499.0","1.871255344E9"
"OperationGetKHopNeighbors-in-5","7.9069497505E8","8.894022103024464E8","3.2810038E7","3.651487978E9"
"OperationGetKHopNeighbors-both-1","137352.08","22389.83531501739","100202.0","193127.0"
"OperationGetKHopNeighbors-both-2","1430797.59","1553651.3234862776","529855.0","1.1456385E7"
"OperationGetKHopNeighbors-both-3","2.001952412E7","9488252.311877439","2579184.0","4.7736269E7"
"OperationGetKHopNeighbors-both-4","1.2754565542E8","4.16137716930222E7","5.3103574E7","3.02421631E8"
"OperationGetKHopNeighbors-both-5","1.00375627207E9","2.2790620396901393E8","5.28537864E8","1.881284965E9"
"OperationGetKHopNeighbors-out-withlabel-1","97236.41","11117.431342801267","74587.0","146128.0"
"OperationGetKHopNeighbors-out-withlabel-2","293481.16","101674.3690987773","131881.0","543064.0"
"OperationGetKHopNeighbors-out-withlabel-3","1828126.44","968787.2804017642","91096.0","4806991.0"
"OperationGetKHopNeighbors-out-withlabel-4","8276023.03","4369543.385270308","89733.0","1.8765463E7"
"OperationGetKHopNeighbors-out-withlabel-5","4.193733282E7","1.8048924456633277E7","8783086.0","9.0160584E7"
"OperationGetKHopNeighbors-in-withlabel-1","98693.84","19702.022524969358","72000.0","191574.0"
"OperationGetKHopNeighbors-in-withlabel-2","308780.48","99653.87645039005","155404.0","629110.0"
"OperationGetKHopNeighbors-in-withlabel-3","1748181.23","952100.6392113058","354856.0","4461860.0"
"OperationGetKHopNeighbors-in-withlabel-4","9246130.99","3355227.93064714","1265428.0","1.7111195E7"
"OperationGetKHopNeighbors-in-withlabel-5","3.700977435E7","1.6347327064367948E7","70931.0","8.6856277E7"
"OperationGetKHopNeighbors-both-withlabel-1","132827.67","19343.229244391947","100828.0","180010.0"
"OperationGetKHopNeighbors-both-withlabel-2","959646.18","346065.7341242377","347604.0","2126536.0"
"OperationGetKHopNeighbors-both-withlabel-3","1.230120511E7","3115828.9132729033","6801471.0","2.1006215E7"
"OperationGetKHopNeighbors-both-withlabel-4","1.1155225226E8","2.707570485936253E7","5.1477122E7","1.7270102E8"
"OperationGetKHopNeighbors-both-withlabel-5","1.00365465207E9","2.0810237168354636E8","4.74584853E8","1.879699812E9"
"OperationLocalClusteringCoefficient","1073795.98","380057.08495256293","407274.0","2176420.0"
"OperationShutdownGraph","3.17506263E8","0.0","3.17506263E8","3.17506263E8"
