"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","5.521118867E9","0.0","5.521118867E9","5.521118867E9"
"OperationDoGC","1.4336008017311828E9","1.4442416160873502E8","1.409653007E9","2.813244016E9"
"OperationGetManyVertices","260659.0","0.0","260659.0","260659.0"
"OperationGetManyEdges","363057.0","0.0","363057.0","363057.0"
"OperationGetFirstNeighbor-out","4572360.01","6777766.825010794","102418.0","3.4749703E7"
"OperationGetAllNeighbors-out","2984740.42","5924167.62096754","105930.0","2.2992007E7"
"OperationGetNeighborEdgeConditional-out","6469422.46","8564590.577753518","163498.0","3.5987307E7"
"OperationGetFirstNeighbor-in","2805040.19","6826555.487454619","98526.0","2.8725966E7"
"OperationGetAllNeighbors-in","3384431.25","7020077.397932511","114740.0","3.004475E7"
"OperationGetNeighborEdgeConditional-in","1.299060785E7","1.45422484471384E7","183070.0","6.33917E7"
"OperationGetFirstNeighbor-both","4982562.73","1.1917271872567918E7","157659.0","1.05659056E8"
"OperationGetAllNeighbors-both","5019842.36","7050025.5661847275","170652.0","4.1243799E7"
"OperationGetNeighborEdgeConditional-both","1.573462784E7","1.5053805631463287E7","358876.0","1.05741658E8"
"OperationGetFirstNeighbor-out-withlabel","3725746.23","7097303.856147903","121989.0","3.2701281E7"
"OperationGetAllNeighbors-out-withlabel","2846410.81","5917223.99246046","98483.0","2.2341589E7"
"OperationGetNeighborEdgeConditional-out-withlabel","5459407.03","8532740.574162481","179879.0","3.6091348E7"
"OperationGetFirstNeighbor-in-withlabel","3591252.62","6848163.544490319","119597.0","2.5079883E7"
"OperationGetAllNeighbors-in-withlabel","3482581.59","6063005.6055169515","131609.0","2.2740719E7"
"OperationGetNeighborEdgeConditional-in-withlabel","1.059214717E7","1.2625588144817824E7","192678.0","5.5108124E7"
"OperationGetFirstNeighbor-both-withlabel","6863754.29","1.439853535923609E7","169653.0","1.27938821E8"
"OperationGetAllNeighbors-both-withlabel","5517470.91","1.059908447717428E7","191609.0","8.3996994E7"
"OperationGetNeighborEdgeConditional-both-withlabel","1.178621116E7","1.1009023080052854E7","407034.0","5.394112E7"
"OperationGetKHopNeighbors-out-1","4356941.27","7028324.732520628","105595.0","2.6668005E7"
"OperationGetKHopNeighborsEdgeConditional-out-1","4304586.64","7448836.376913744","134055.0","3.3602579E7"
"OperationGetKHopNeighbors-out-2","1.875471614E7","1.783376350410538E7","132264.0","8.6060541E7"
"OperationGetKHopNeighborsEdgeConditional-out-2","7071730.89","8552377.124631358","286917.0","4.0408866E7"
"OperationGetKHopNeighbors-out-3","9.430773541E7","5.697180096582941E7","1642996.0","2.94061099E8"
"OperationGetKHopNeighborsEdgeConditional-out-3","1.232855012E7","1.5246563088325664E7","117474.0","1.24757744E8"
"OperationGetKHopNeighbors-out-4","2.701994237E8","1.9195859149320924E8","2.139232E7","7.80088267E8"
"OperationGetKHopNeighborsEdgeConditional-out-4","9928373.33","1.0006275195972763E7","114910.0","4.3376862E7"
"OperationGetKHopNeighbors-out-5","1.6269406465E8","1.893056131885414E8","9686851.0","1.072981261E9"
"OperationGetKHopNeighborsEdgeConditional-out-5","1.205029224E7","9894201.27362037","104098.0","3.7576681E7"
"OperationGetKHopNeighbors-in-1","3352034.7","6452715.007498194","110380.0","3.142816E7"
"OperationGetKHopNeighborsEdgeConditional-in-1","6267454.43","1.2117243653545767E7","239643.0","9.2769983E7"
"OperationGetKHopNeighbors-in-2","1.034304969E7","1.0889108621166665E7","346845.0","5.1701063E7"
"OperationGetKHopNeighborsEdgeConditional-in-2","9373809.05","8841091.225143353","302333.0","4.5343502E7"
"OperationGetKHopNeighbors-in-3","6.079201286E7","3.5349168928308465E7","1998510.0","2.01045701E8"
"OperationGetKHopNeighborsEdgeConditional-in-3","1.294994805E7","1.320887672738687E7","424182.0","9.1110089E7"
"OperationGetKHopNeighbors-in-4","1.3186242351E8","9.114653140263097E7","116953.0","4.08345284E8"
"OperationGetKHopNeighborsEdgeConditional-in-4","9673249.73","1.1613773290945016E7","553454.0","7.8096366E7"
"OperationGetKHopNeighbors-in-5","8.86205781E7","9.21361798644125E7","7464149.0","4.18561906E8"
"OperationGetKHopNeighborsEdgeConditional-in-5","5682499.57","7525869.442605675","489959.0","3.4340389E7"
"OperationGetKHopNeighbors-both-1","156562.75","33224.76935040332","107212.0","234386.0"
"OperationGetKHopNeighborsEdgeConditional-both-1","2208893.82","6293432.747479951","287802.0","4.1337044E7"
"OperationGetKHopNeighbors-both-2","868241.04","199878.0535030757","428608.0","1543473.0"
"OperationGetKHopNeighborsEdgeConditional-both-2","3581810.14","7297085.125260637","399523.0","3.2932924E7"
"OperationGetKHopNeighbors-both-3","1.093437491E7","5687786.603877974","3126950.0","3.3730748E7"
"OperationGetKHopNeighborsEdgeConditional-both-3","3532244.49","6513861.05913648","501692.0","3.6023067E7"
"OperationGetKHopNeighbors-both-4","8.571732789E7","2.6660233919954184E7","2.9988575E7","1.64888498E8"
"OperationGetKHopNeighborsEdgeConditional-both-4","4243986.11","7075201.535898407","704379.0","3.0054389E7"
"OperationGetKHopNeighbors-both-5","1.34653120019E9","4.279589489159639E8","4.975766E8","2.669006671E9"
"OperationGetKHopNeighborsEdgeConditional-both-5","1.551633046E7","1.3104996245596543E7","569417.0","7.9970407E7"
"OperationGetKHopNeighbors-out-withlabel-1","116360.42","19905.187269744532","83671.0","169415.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-1","2546019.04","6013194.215868383","82196.0","2.4484979E7"
"OperationGetKHopNeighbors-out-withlabel-2","260114.61","78425.02200227871","112505.0","503702.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-2","3444825.71","6747935.916649414","195678.0","2.5535728E7"
"OperationGetKHopNeighbors-out-withlabel-3","1079594.42","433259.26315309585","102549.0","2309906.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-3","3967269.8","6929618.664203506","213788.0","2.9720363E7"
"OperationGetKHopNeighbors-out-withlabel-4","6207828.67","2851376.505475508","114443.0","1.3821843E7"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-4","4830765.88","7277140.382822218","336872.0","3.3102961E7"
"OperationGetKHopNeighbors-out-withlabel-5","2.741775588E7","1.1667044771594014E7","3886513.0","5.3119503E7"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-5","6285158.01","8750219.814777572","366936.0","6.090093E7"
"OperationGetKHopNeighbors-in-withlabel-1","107642.63","20099.045917483247","83377.0","193833.0"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-1","5492193.38","7424645.83838739","211136.0","2.830816E7"
"OperationGetKHopNeighbors-in-withlabel-2","247889.46","59374.06238694132","138605.0","405594.0"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-2","7184771.69","9093179.435942119","265429.0","3.8451493E7"
"OperationGetKHopNeighbors-in-withlabel-3","1014606.54","338596.16406901076","368600.0","1877161.0"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-3","1.548374269E7","1.1533743927434996E7","393258.0","5.2594725E7"
"OperationGetKHopNeighbors-in-withlabel-4","5779561.07","2337144.4018552694","884936.0","1.0947206E7"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-4","1.92956842E7","1.4017610364264715E7","526442.0","6.1137762E7"
"OperationGetKHopNeighbors-in-withlabel-5","3.006052493E7","1.1130585166466787E7","5636039.0","7.1276601E7"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-5","2.767468099E7","1.8388213475019697E7","789699.0","9.7111172E7"
"OperationGetKHopNeighbors-both-withlabel-1","157607.46","27195.96174266319","112575.0","237231.0"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-1","9998901.49","1.1643316630601764E7","213724.0","8.8839817E7"
"OperationGetKHopNeighbors-both-withlabel-2","878071.71","198365.8022348255","336843.0","1387881.0"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-2","1.413416095E7","1.6537522120304586E7","367424.0","1.34802333E8"
"OperationGetKHopNeighbors-both-withlabel-3","9533836.01","2736689.019908804","3390086.0","1.5671785E7"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-3","1.674685636E7","1.5022455717112489E7","646316.0","1.208031E8"
"OperationGetKHopNeighbors-both-withlabel-4","8.406458745E7","2.745835148701056E7","2.5312693E7","2.09746013E8"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-4","2.136032924E7","1.4372710741537575E7","816102.0","6.1997481E7"
"OperationGetKHopNeighbors-both-withlabel-5","1.30105567227E9","3.567818743537151E8","6.67188373E8","2.271925957E9"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-5","2.397669304E7","1.5275936086149726E7","784897.0","7.7143709E7"
"OperationGetManyVertexProperties-name","1.077186153E9","0.0","1.077186153E9","1.077186153E9"
"OperationGetManyVertexProperties-age","6.09778181E8","0.0","6.09778181E8","6.09778181E8"
"OperationGetManyEdgeProperties-time","3.066399E7","0.0","3.066399E7","3.066399E7"
"OperationGetManyVertexPropertySets","9.72949997E8","0.0","9.72949997E8","9.72949997E8"
"OperationGetManyEdgePropertySets","3404467.0","0.0","3404467.0","3404467.0"
"OperationGetVerticesUsingKeyIndex-_original_id","1.005709841E7","1.6127754879430862E7","189976.0","1.51154377E8"
"OperationGetVerticesUsingKeyIndex-name","1.061508088E7","1.2121077493318612E7","207595.0","8.6747533E7"
"OperationGetVerticesUsingKeyIndex-age","3.771251958139535E7","4.1775749595923625E7","5368956.0","1.28521179E8"
"OperationGetEdgesUsingKeyIndex-time","2.2627607276E8","1.5940775813041642E8","8799219.0","6.30031902E8"
"OperationGetShortestPath","3.797402574384E10","1.9929724718895493E10","1.977850339E9","7.1775461787E10"
"OperationLocalClusteringCoefficient","1237989.35","331203.1476761469","525120.0","2275587.0"
"OperationShutdownGraph","4.4041533E8","0.0","4.4041533E8","4.4041533E8"
