"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","5.528074883E9","0.0","5.528074883E9","5.528074883E9"
"OperationDoGC","1.4256504051666667E9","5.04911946728365E7","1.409207823E9","1.633621895E9"
"OperationGetManyVertices","225529.06","43378.5972204773","142601.0","411225.0"
"OperationGetManyEdges","325585.15","30023.043941071337","207354.0","373240.0"
"OperationGetFirstNeighbor-out","1.074614555E7","1.0240006641106913E7","111794.0","7.8952672E7"
"OperationGetAllNeighbors-out","9364497.08","1.2650766943120198E7","106919.0","1.19548373E8"
"OperationGetNeighborEdgeConditional-out","1.618451674E7","1.1822964668378789E7","186208.0","5.3371203E7"
"OperationGetFirstNeighbor-in","1.032830962E7","8116303.283070962","130119.0","4.1697155E7"
"OperationGetAllNeighbors-in","8289783.19","7096733.97784903","143488.0","3.336715E7"
"OperationGetNeighborEdgeConditional-in","4.278212618E7","2.690824487425296E7","198396.0","1.43452274E8"
"OperationGetFirstNeighbor-both","1.506930612E7","1.07833115247685E7","192621.0","7.8090216E7"
"OperationGetAllNeighbors-both","1.549894722E7","9772159.733217785","207225.0","4.4454884E7"
"OperationGetNeighborEdgeConditional-both","4.505271662E7","2.258569537022709E7","9955660.0","1.30599971E8"
"OperationGetManyVertexProperties-name","1.292196306E7","2.054835889252073E7","2161524.0","1.82283738E8"
"OperationGetManyVertexProperties-age","6776301.7","1.1009224674939305E7","1013928.0","6.9816355E7"
"OperationGetManyEdgeProperties-time","2.3556438513E8","6.752253457682915E7","9.8233291E7","4.65985915E8"
"OperationGetManyVertexPropertySets","5129254.9","4346561.323146067","1934747.0","2.6905978E7"
"OperationGetManyEdgePropertySets","1.1633802645E8","3.975343095491316E7","3.5132477E7","2.3051082E8"
"OperationShutdownGraph","1.10024258E8","0.0","1.10024258E8","1.10024258E8"
