"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","1.783556957E9","0.0","1.783556957E9","1.783556957E9"
"OperationDoGC","1.4096497381648352E9","2.3868159711372163E7","1.400838285E9","1.627709716E9"
"OperationGetManyVertices","257800.0","0.0","257800.0","257800.0"
"OperationGetManyEdges","339917.0","0.0","339917.0","339917.0"
"OperationGetFirstNeighbor-out","123307.03","17069.482826058324","94010.0","170513.0"
"OperationGetAllNeighbors-out","119340.85","17565.187060987995","77351.0","160565.0"
"OperationGetNeighborEdgeConditional-out","234264.39","145226.03720613566","88892.0","1038207.0"
"OperationGetFirstNeighbor-in","125994.74","17583.182469405245","95678.0","197663.0"
"OperationGetAllNeighbors-in","131208.79","13819.636646666942","103993.0","193387.0"
"OperationGetNeighborEdgeConditional-in","216488.2","39322.2338752518","158592.0","309744.0"
"OperationGetFirstNeighbor-both","170987.7","26944.042854590323","115302.0","218872.0"
"OperationGetAllNeighbors-both","182921.71","30284.878476657286","131591.0","266339.0"
"OperationGetNeighborEdgeConditional-both","303152.08","116591.59355448234","167276.0","966608.0"
"OperationGetFirstNeighbor-out-withlabel","116145.45","19097.08161284075","83061.0","180220.0"
"OperationGetAllNeighbors-out-withlabel","118239.61","20946.982680040106","76402.0","169182.0"
"OperationGetNeighborEdgeConditional-out-withlabel","237845.04","118083.79897809184","81862.0","688775.0"
"OperationGetFirstNeighbor-in-withlabel","131688.99","16338.93691798521","105435.0","168368.0"
"OperationGetAllNeighbors-in-withlabel","130346.95","18494.074432301288","86256.0","182115.0"
"OperationGetNeighborEdgeConditional-in-withlabel","214331.81","36162.311130428316","152875.0","301213.0"
"OperationGetFirstNeighbor-both-withlabel","177243.91","31657.591056520705","128603.0","259038.0"
"OperationGetAllNeighbors-both-withlabel","189931.48","34178.167544349126","127616.0","309527.0"
"OperationGetNeighborEdgeConditional-both-withlabel","340167.88","139387.8323893646","184436.0","976202.0"
"OperationGetKHopNeighbors-out-1","132748.18","24449.476081249675","75590.0","203107.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","213193.8","104408.05673816556","76014.0","596914.0"
"OperationGetKHopNeighbors-out-2","276765.68","273579.21265585517","75816.0","1758259.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","275451.12","163054.64722222913","61690.0","831986.0"
"OperationGetKHopNeighbors-out-3","878560.87","1575664.7625962868","75593.0","8420272.0"
"OperationGetKHopNeighborsEdgeConditional-out-3","259490.22","146909.19235885685","61117.0","804048.0"
"OperationGetKHopNeighbors-out-4","3049130.64","1.0151843409701465E7","79927.0","8.6673077E7"
"OperationGetKHopNeighborsEdgeConditional-out-4","283048.27","184830.1468140333","63890.0","1071070.0"
"OperationGetKHopNeighbors-out-5","4897755.01","1.948113056664331E7","69266.0","1.37429992E8"
"OperationGetKHopNeighborsEdgeConditional-out-5","298202.06","196473.84255161404","61457.0","1037661.0"
"OperationGetKHopNeighbors-in-1","140672.54","26499.276026118147","87116.0","292808.0"
"OperationGetKHopNeighborsEdgeConditional-in-1","178602.95","32680.865038849563","102196.0","257289.0"
"OperationGetKHopNeighbors-in-2","387740.53","63906.29655995644","243737.0","509474.0"
"OperationGetKHopNeighborsEdgeConditional-in-2","256467.52","51960.33899398271","175050.0","370437.0"
"OperationGetKHopNeighbors-in-3","964660.38","311203.2608649781","259869.0","1600371.0"
