"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","1.796567963E9","0.0","1.796567963E9","1.796567963E9"
"OperationDoGC","1.3871586847272727E9","5619496.367156529","1.380788159E9","1.413384858E9"
"OperationGetKHopNeighbors-out-1","121941.9","19333.86234589457","66557.0","169979.0"
"OperationGetKHopNeighbors-out-2","313841.69","235069.80657063102","81220.0","1649351.0"
"OperationGetKHopNeighbors-out-3","1649205.78","1.057064909838273E7","77798.0","1.06224785E8"
"OperationGetKHopNeighbors-out-4","3217283.67","1.2672481719478978E7","63952.0","9.7023072E7"
"OperationGetKHopNeighbors-out-5","1880998.47","4131868.477951864","63002.0","2.1034836E7"
"OperationGetKHopNeighbors-in-1","115817.48","20127.784461027997","90082.0","178850.0"
"OperationGetKHopNeighbors-in-2","387176.73","82610.66026740796","265491.0","531900.0"
"OperationGetKHopNeighbors-in-3","1073251.66","698623.7536105715","444465.0","7330929.0"
"OperationGetKHopNeighbors-in-4","2638779.2","795152.8387151492","778818.0","4351107.0"
"OperationGetKHopNeighbors-in-5","7405779.15","2255295.611714143","925242.0","1.1476219E7"
"OperationGetKHopNeighbors-both-1","146024.19","28426.910167548984","82919.0","240043.0"
"OperationGetKHopNeighbors-both-2","942968.62","671970.739692403","373615.0","4730687.0"
"OperationGetKHopNeighbors-both-3","1.136431805E7","1.0827266839017209E7","2049318.0","1.03167119E8"
"OperationGetKHopNeighbors-both-4","7.332524883E7","4.7986438311573684E7","2.0773014E7","2.77021846E8"
"OperationGetKHopNeighbors-both-5","7.5761093219E8","6.660548802470276E8","1.77622221E8","3.787008484E9"
"OperationGetKHopNeighbors-out-withlabel-1","88409.35","12336.5949413726","67541.0","134737.0"
"OperationGetKHopNeighbors-out-withlabel-2","222447.9","201623.0723023285","64895.0","1317222.0"
"OperationGetKHopNeighbors-out-withlabel-3","460526.39","1693702.3669277723","65454.0","1.7040342E7"
"OperationGetKHopNeighbors-out-withlabel-4","1347135.57","7443958.0044498015","70482.0","7.399044E7"
"OperationGetKHopNeighbors-out-withlabel-5","1.60145282E7","7.874971920286979E7","66530.0","6.81147594E8"
"OperationGetKHopNeighbors-in-withlabel-1","89636.03","10901.36402516217","68135.0","126700.0"
"OperationGetKHopNeighbors-in-withlabel-2","262014.22","28801.13353136643","155310.0","320299.0"
"OperationGetKHopNeighbors-in-withlabel-3","624353.05","163973.92401112898","254521.0","837407.0"
"OperationGetKHopNeighbors-in-withlabel-4","2095544.45","668973.6694444313","422424.0","2999305.0"
"OperationGetKHopNeighbors-in-withlabel-5","7229724.77","1853633.900945911","2344393.0","1.0584103E7"
"OperationGetKHopNeighbors-both-withlabel-1","115161.14","20828.084987833136","85336.0","184314.0"
"OperationGetKHopNeighbors-both-withlabel-2","829097.56","800723.6317185264","250723.0","7194170.0"
"OperationGetKHopNeighbors-both-withlabel-3","9592210.72","6790031.637237222","1754389.0","3.4534195E7"
"OperationGetKHopNeighbors-both-withlabel-4","7.654442046E7","5.497424708596666E7","1.6183378E7","3.48429954E8"
"OperationGetKHopNeighbors-both-withlabel-5","8.1842139943E8","7.961561945562861E8","1.99253122E8","5.048882902E9"
"OperationLocalClusteringCoefficient","876242.37","762340.9322106438","270650.0","4672040.0"
"OperationShutdownGraph","2.37540297E8","0.0","2.37540297E8","2.37540297E8"
