"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","2.909659178E9","0.0","2.909659178E9","2.909659178E9"
"OperationDoGC","1.416648561E9","4.68799762139929E7","1.401367103E9","1.609681888E9"
"OperationGetManyVertices","236040.12","73071.27718950587","157727.0","511650.0"
"OperationGetManyEdges","255240.01","30320.254486892092","167728.0","369513.0"
"OperationGetFirstNeighbor-out","4548195.4","5617147.87623065","107924.0","2.2573786E7"
"OperationGetAllNeighbors-out","3758016.5","6736331.285909715","116677.0","4.3353346E7"
"OperationGetNeighborEdgeConditional-out","6843753.32","8377219.108003767","189660.0","3.6862623E7"
"OperationGetFirstNeighbor-in","4930281.84","6431104.56066284","99328.0","2.5974706E7"
"OperationGetAllNeighbors-in","5423991.55","7550461.973248023","135015.0","4.7383751E7"
"OperationGetNeighborEdgeConditional-in","1.022811725E7","9922241.70035412","166059.0","3.6193861E7"
"OperationGetFirstNeighbor-both","7260058.57","8727184.87790096","157013.0","5.1013863E7"
"OperationGetAllNeighbors-both","8304577.74","7952418.822717972","211085.0","3.29292E7"
"OperationGetNeighborEdgeConditional-both","1.218181883E7","1.0476365042486632E7","323500.0","4.2770945E7"
"OperationGetManyVertexProperties-name","2308901.03","739454.2873892945","1079126.0","4163797.0"
"OperationGetManyVertexProperties-age","2174965.46","554740.5771489484","1048591.0","4023624.0"
"OperationGetManyEdgeProperties-time","3.479495801E7","1.855900114635536E7","2321467.0","9.7979233E7"
"OperationGetManyVertexPropertySets","3425357.59","255533.08792953196","1822179.0","3904544.0"
"OperationGetManyEdgePropertySets","1.040273318E7","8981744.965535857","1107160.0","4.1092111E7"
"OperationShutdownGraph","1.57187301E8","0.0","1.57187301E8","1.57187301E8"
