"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","2.915208725E9","0.0","2.915208725E9","2.915208725E9"
"OperationDoGC","1.4317818952473118E9","1.8725362333258292E8","1.403994348E9","3.225605003E9"
"OperationGetManyVertices","147643.0","0.0","147643.0","147643.0"
"OperationGetManyEdges","328455.0","0.0","328455.0","328455.0"
"OperationGetFirstNeighbor-out","117178.21","20116.198656950575","93256.0","198729.0"
"OperationGetAllNeighbors-out","148906.6","24098.69142131996","110785.0","218202.0"
"OperationGetNeighborEdgeConditional-out","244214.47","51154.23844950778","149592.0","360359.0"
"OperationGetFirstNeighbor-in","117110.69","16667.62856899265","90276.0","169009.0"
"OperationGetAllNeighbors-in","166975.51","18245.194626254335","113819.0","220028.0"
"OperationGetNeighborEdgeConditional-in","346831.95","91576.066491128","150672.0","582463.0"
"OperationGetFirstNeighbor-both","178502.81","26564.79385566355","121796.0","234890.0"
"OperationGetAllNeighbors-both","250521.95","47463.71158861789","175699.0","341683.0"
"OperationGetNeighborEdgeConditional-both","481242.38","129870.65907253878","246856.0","1012867.0"
"OperationGetFirstNeighbor-out-withlabel","128290.29","18296.785560472086","94418.0","187512.0"
"OperationGetAllNeighbors-out-withlabel","125548.27","17708.924079601788","77232.0","170804.0"
"OperationGetNeighborEdgeConditional-out-withlabel","191585.16","37672.75830934603","106780.0","311429.0"
"OperationGetFirstNeighbor-in-withlabel","133775.26","26236.12738062537","95317.0","230980.0"
"OperationGetAllNeighbors-in-withlabel","140005.9","19399.699809790876","101090.0","207235.0"
"OperationGetNeighborEdgeConditional-in-withlabel","245106.42","60595.33419829946","102005.0","412994.0"
"OperationGetFirstNeighbor-both-withlabel","170177.99","26161.25193926888","124414.0","238436.0"
"OperationGetAllNeighbors-both-withlabel","171778.8","30235.29291936825","115970.0","254582.0"
"OperationGetNeighborEdgeConditional-both-withlabel","324113.82","85482.54249803057","184553.0","537477.0"
"OperationGetKHopNeighbors-out-1","183567.58","33289.94934696657","120279.0","249374.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","277398.44","58582.541832242125","154186.0","389406.0"
"OperationGetKHopNeighbors-out-2","774929.44","326735.5963404147","187226.0","1987619.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","415158.97","106920.4299790695","229851.0","765073.0"
"OperationGetKHopNeighbors-out-3","3334667.36","1514698.4236856622","444903.0","7638494.0"
"OperationGetKHopNeighborsEdgeConditional-out-3","556154.56","131829.6087992618","276104.0","776145.0"
"OperationGetKHopNeighbors-out-4","9244452.39","4298062.6798275225","120907.0","2.4082634E7"
"OperationGetKHopNeighborsEdgeConditional-out-4","780173.65","125512.94016565583","342403.0","1003391.0"
"OperationGetKHopNeighbors-out-5","3.104957303E7","1.3759603784372073E7","137976.0","6.9438714E7"
"OperationGetKHopNeighborsEdgeConditional-out-5","739409.84","214816.51971651163","104152.0","1124594.0"
