"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","4.324292862E9","0.0","4.324292862E9","4.324292862E9"
"OperationDoGC","1.4140738255714285E9","7817990.800973399","1.406238558E9","1.462471496E9"
"OperationGetManyVertices","281982.0","0.0","281982.0","281982.0"
"OperationGetManyEdges","357112.0","0.0","357112.0","357112.0"
"OperationGetFirstNeighbor-out","4723015.25","7399523.042172266","104136.0","3.8514688E7"
"OperationGetAllNeighbors-out","5632607.01","1.3221731495880159E7","111455.0","1.22357486E8"
"OperationGetNeighborEdgeConditional-out","1.10771778E7","1.80090312054874E7","80157.0","9.5549298E7"
"OperationGetFirstNeighbor-in","3555220.34","5036895.380653884","104750.0","2.1330773E7"
"OperationGetAllNeighbors-in","4295889.79","5780142.447607691","121603.0","1.8720936E7"
"OperationGetNeighborEdgeConditional-in","6261172.88","8252809.2350789895","178584.0","3.9309864E7"
"OperationGetFirstNeighbor-both","7660746.9","1.0570673556225572E7","148245.0","8.0938759E7"
"OperationGetAllNeighbors-both","8978597.76","1.9785079104589503E7","168790.0","1.87262458E8"
"OperationGetNeighborEdgeConditional-both","1.358355305E7","1.6675813848469082E7","265189.0","9.056721E7"
"OperationGetFirstNeighbor-out-withlabel","714722.03","3048114.776479322","74668.0","2.0892404E7"
"OperationGetAllNeighbors-out-withlabel","498689.87","2385334.7531430577","77159.0","1.7348183E7"
"OperationGetNeighborEdgeConditional-out-withlabel","790524.26","2787842.9347063135","70766.0","1.9082632E7"
"OperationGetFirstNeighbor-in-withlabel","531462.84","2746187.3622525097","82811.0","2.2153041E7"
"OperationGetAllNeighbors-in-withlabel","679757.3","2851148.1868561534","112365.0","2.1689555E7"
"OperationGetNeighborEdgeConditional-in-withlabel","381459.02","1400051.6261628496","143983.0","1.4198E7"
"OperationGetFirstNeighbor-both-withlabel","1146751.02","3708503.1420488697","117687.0","2.029318E7"
"OperationGetAllNeighbors-both-withlabel","867769.51","3165817.8577231457","140149.0","2.2934662E7"
"OperationGetNeighborEdgeConditional-both-withlabel","1254452.53","3634315.9924048306","159294.0","2.4179085E7"
"OperationGetKHopNeighbors-out-1","3966486.82","5725355.114651607","117707.0","2.3364292E7"
"OperationGetKHopNeighborsEdgeConditional-out-1","9705212.94","1.6741099444453616E7","74829.0","1.08717627E8"
"OperationGetKHopNeighbors-out-2","2.343350143E7","4.50051178266036E7","125853.0","2.95570022E8"
"OperationGetKHopNeighborsEdgeConditional-out-2","1.68981797E7","2.4045625274385486E7","86738.0","1.22625492E8"
"OperationGetKHopNeighbors-out-3","6.76205246E7","1.5690325836768344E8","93003.0","8.01367372E8"
"OperationGetKHopNeighborsEdgeConditional-out-3","1.404824729E7","1.812801709077051E7","78787.0","1.18522697E8"
"OperationGetKHopNeighbors-out-4","4.1749938258E8","3.2344172578522344E9","84747.0","3.2285689397E10"
"OperationGetKHopNeighborsEdgeConditional-out-4","1.872842304E7","2.2520360163378388E7","103722.0","1.11842698E8"
"OperationGetKHopNeighbors-out-5","2.588088573E7","1.4064382818600717E8","86793.0","1.284665594E9"
"OperationGetKHopNeighborsEdgeConditional-out-5","1.468150173E7","2.3220170159740996E7","90806.0","1.45462376E8"
"OperationGetKHopNeighbors-in-1","5863575.15","1.0424574931271225E7","157501.0","8.7764169E7"
"OperationGetKHopNeighborsEdgeConditional-in-1","6337292.18","8992570.749833949","171002.0","5.1348063E7"
"OperationGetKHopNeighbors-in-2","4.301547327E7","1.9576968651277777E7","7135918.0","8.782824E7"
"OperationGetKHopNeighborsEdgeConditional-in-2","1.467750544E7","1.1939638761246217E7","349940.0","5.5266868E7"
"OperationGetKHopNeighbors-in-3","1.556292132E8","6.613729241773989E7","4343298.0","3.41017739E8"
"OperationGetKHopNeighborsEdgeConditional-in-3","1.97154889E7","1.2787031344875935E7","425357.0","5.5034978E7"
"OperationGetKHopNeighbors-in-4","1.6022625005E8","1.3250877117469564E8","2827976.0","5.27725324E8"
"OperationGetKHopNeighborsEdgeConditional-in-4","2.45053522E7","1.5738680004396712E7","371993.0","7.5672866E7"
"OperationGetKHopNeighbors-in-5","1.3103793665E8","1.3792384663999584E8","6602993.0","6.61164148E8"
"OperationGetKHopNeighborsEdgeConditional-in-5","2.201786489E7","2.438347779016697E7","386558.0","1.94822589E8"
"OperationGetKHopNeighbors-both-1","5240217.79","6653548.7084561465","142562.0","2.7716204E7"
"OperationGetKHopNeighborsEdgeConditional-both-1","2.21377242E7","1.819356507556421E7","305557.0","1.19688124E8"
"OperationGetKHopNeighbors-both-2","5.267512769E7","3.698186031485115E7","747175.0","2.41138351E8"
"OperationGetKHopNeighborsEdgeConditional-both-2","4.296549676E7","2.2779283049907543E7","7027444.0","1.60587318E8"
"OperationGetKHopNeighbors-both-3","4.2825119631E8","4.042920826413932E8","6.0395491E7","2.811152731E9"
"OperationGetKHopNeighborsEdgeConditional-both-3","7.252009674E7","3.563237271937513E7","7061055.0","1.91675623E8"
"OperationGetKHopNeighbors-both-4","7.4432242197E8","3.287320974068282E9","1.6748512E7","3.1058830669E10"
