operation                                   dex-mean (ms)   dex-stdev (ms)  dex-min (ms)    dex-max (ms)    
OperationOpenGraph                               4331.572            0.000      4331.572        4331.572    
OperationDoGC                                    1386.448            6.065      1377.291        1422.473    
OperationGetKHopNeighbors-out-1                     2.251            4.774         0.120          20.496    
OperationGetKHopNeighbors-out-2                     8.610           16.412         0.113          90.421    
OperationGetKHopNeighbors-out-3                    68.307          262.860         0.124        1918.515    
OperationGetKHopNeighbors-out-4                   215.519         1852.276         0.101       18622.418    
OperationGetKHopNeighbors-out-5                    10.196           39.683         0.097         322.813    
OperationGetKHopNeighbors-in-1                      3.536            6.378         0.218          30.095    
OperationGetKHopNeighbors-in-2                     21.185           13.407         0.478          65.897    
OperationGetKHopNeighbors-in-3                     56.002           32.296         2.180         210.827    
OperationGetKHopNeighbors-in-4                     40.057           34.205         2.035         164.391    
OperationGetKHopNeighbors-in-5                     30.594           26.124         6.670         136.561    
OperationGetKHopNeighbors-both-1                    1.710            3.724         0.200          23.120    
OperationGetKHopNeighbors-both-2                   13.946           11.654         0.845          47.335    
OperationGetKHopNeighbors-both-3                   99.380           80.519        21.359         632.977    
OperationGetKHopNeighbors-both-4                  325.173          278.293        59.128        1354.764    
OperationGetKHopNeighbors-both-5                 4885.489         5788.600       888.311       41107.370    
OperationGetKHopNeighbors-out-withlabel-1           0.238            0.532         0.103           5.506    
OperationGetKHopNeighbors-out-withlabel-2           0.246            0.187         0.096           1.427    
OperationGetKHopNeighbors-out-withlabel-3           0.453            0.700         0.100           4.298    
OperationGetKHopNeighbors-out-withlabel-4           0.540            1.172         0.093          10.351    
OperationGetKHopNeighbors-out-withlabel-5           0.857            2.192         0.094          17.783    
OperationGetKHopNeighbors-in-withlabel-1            0.171            0.037         0.098           0.258    
OperationGetKHopNeighbors-in-withlabel-2            0.288            0.072         0.146           0.471    
OperationGetKHopNeighbors-in-withlabel-3            0.430            0.150         0.100           0.797    
OperationGetKHopNeighbors-in-withlabel-4            0.844            0.300         0.303           1.573    
OperationGetKHopNeighbors-in-withlabel-5            1.515            0.708         0.099           3.193    
OperationGetKHopNeighbors-both-withlabel-1          0.221            0.059         0.112           0.401    
OperationGetKHopNeighbors-both-withlabel-2          0.649            0.371         0.135           2.275    
OperationGetKHopNeighbors-both-withlabel-3          4.883            5.184         0.143          22.730    
OperationGetKHopNeighbors-both-withlabel-4         31.143           36.939         0.102         251.636    
OperationGetKHopNeighbors-both-withlabel-5        212.325          241.954        12.800        1388.350    
OperationShutdownGraph                            316.234            0.000       316.234         316.234    
