"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","4.239672352E9","0.0","4.239672352E9","4.239672352E9"
"OperationDoGC","1.419712889E9","3.953646183996388E7","1.404742585E9","1.582337779E9"
"OperationGetManyVertices","231425.23","30542.80586909297","141411.0","420228.0"
"OperationGetManyEdges","323293.22","38108.564324461244","298985.0","480651.0"
"OperationGetFirstNeighbor-out","1172241.9","3620933.262912693","93303.0","2.2192408E7"
"OperationGetAllNeighbors-out","5749976.14","8183439.799667844","123280.0","4.8433279E7"
"OperationGetNeighborEdgeConditional-out","1.315023302E7","1.7725721584193982E7","88979.0","1.09484905E8"
"OperationGetFirstNeighbor-in","317927.36","1889361.0331479346","95625.0","1.9115552E7"
"OperationGetAllNeighbors-in","4634185.62","6002303.708593714","131587.0","3.1207658E7"
"OperationGetNeighborEdgeConditional-in","6571109.54","7903989.60059744","214919.0","3.054403E7"
"OperationGetFirstNeighbor-both","334485.94","1316784.386249266","139289.0","1.3433165E7"
"OperationGetAllNeighbors-both","8859848.98","9759728.68471515","189147.0","7.1278004E7"
"OperationGetNeighborEdgeConditional-both","1.764345603E7","2.384431747602175E7","246409.0","1.46499014E8"
"OperationGetManyVertexProperties-name","7741029.34","1.181936530324737E7","1401838.0","9.616285E7"
"OperationGetManyVertexProperties-age","4842649.09","9167249.775197161","1030538.0","7.914736E7"
"OperationGetManyEdgeProperties-time","7.082516133E7","3.025189193929035E7","1.294939E7","1.65390048E8"
"OperationGetManyVertexPropertySets","4489509.52","4342490.109307556","1905273.0","3.3639528E7"
"OperationGetManyEdgePropertySets","2.484607701E7","1.2417149908140775E7","2404796.0","7.1699504E7"
"OperationShutdownGraph","1.12862157E8","0.0","1.12862157E8","1.12862157E8"
