"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","3.06081079E8","0.0","3.06081079E8","3.06081079E8"
"OperationDoGC","2.1420628621666667E9","2.0424866457617688E8","1.537688682E9","2.285954984E9"
"OperationGetManyVertices","170112.71","47626.720201436285","101780.0","425729.0"
"OperationGetManyEdges","363546.83","62596.21337126631","211326.0","672393.0"
"OperationGetFirstNeighbor-out","280384.5","95340.44933830551","151665.0","690786.0"
"OperationGetAllNeighbors-out","263780.46","106571.5170983711","138220.0","828201.0"
"OperationGetNeighborEdgeConditional-out","1.490065807E7","2.0871066845579457E7","108791.0","9.7219961E7"
"OperationGetFirstNeighbor-in","228953.75","59314.37709061354","126141.0","504925.0"
"OperationGetAllNeighbors-in","254758.65","62767.16552328532","145039.0","479564.0"
"OperationGetNeighborEdgeConditional-in","6602671.44","6824108.155264822","217290.0","2.797123E7"
"OperationGetFirstNeighbor-both","223222.21","54950.99772711955","137622.0","453521.0"
"OperationGetAllNeighbors-both","294552.96","83439.58680265858","146133.0","615576.0"
"OperationGetNeighborEdgeConditional-both","1.567282626E7","1.5143389324529413E7","257846.0","6.0734101E7"
"OperationGetManyVertexProperties-name","2.5821505243E8","5.504959274056587E7","1.11598849E8","4.04512933E8"
"OperationGetManyVertexProperties-age","5.745536605E7","4.902289106645929E7","661012.0","2.2189665E8"
"OperationGetManyEdgeProperties-time","2.8906398105E8","4.12131094880937E7","1.90129571E8","4.55297222E8"
"OperationGetManyVertexPropertySets","9325690.25","1.107600934474278E7","511944.0","6.026286E7"
"OperationGetManyEdgePropertySets","2.652925783E8","8.29579449946983E7","9.6029394E7","4.24752402E8"
"OperationShutdownGraph","2.388518705E9","0.0","2.388518705E9","2.388518705E9"
