"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","1.117147757E9","0.0","1.117147757E9","1.117147757E9"
"OperationDoGC","2.1566520333333335E9","2.0928720038668415E8","1.531609963E9","2.300570896E9"
"OperationGetManyVertices","4.625632559E7","2.2908672182240475E7","395631.0","1.19962998E8"
"OperationGetManyEdges","9931023.52","1.0245517477533937E7","295290.0","6.7785211E7"
"OperationGetFirstNeighbor-out","3406149.12","1.2234335199372167E7","140365.0","8.5948475E7"
"OperationGetAllNeighbors-out","2467980.42","6563062.294474452","153730.0","3.1303773E7"
"OperationGetNeighborEdgeConditional-out","4.120953938E7","1.0106486330772856E8","107279.0","9.38958486E8"
"OperationGetFirstNeighbor-in","2241735.5","7374877.895335524","146141.0","6.2232287E7"
"OperationGetAllNeighbors-in","1726527.48","7963584.853767667","135377.0","7.46731E7"
"OperationGetNeighborEdgeConditional-in","1.110125803E7","1.3720136087251924E7","1140628.0","1.23670086E8"
"OperationGetFirstNeighbor-both","1335125.38","4355211.97594628","145343.0","3.1104574E7"
"OperationGetAllNeighbors-both","2892696.29","1.0429013221159015E7","136966.0","8.5574309E7"
"OperationGetNeighborEdgeConditional-both","4.142659524E7","4.9804791396041945E7","3560478.0","3.39981133E8"
"OperationGetManyVertexProperties-name","6.5211777066E8","4.520977318065359E7","5.52770793E8","7.58671354E8"
"OperationGetManyVertexProperties-age","5.4596821547E8","5.445489340227404E7","4.27252983E8","7.07443315E8"
"OperationGetManyEdgeProperties-time","7.7481189445E8","4.326385332253376E7","6.79490559E8","9.03132041E8"
"OperationGetManyVertexPropertySets","4.0442910278E8","5.869641940679855E7","2.69525049E8","5.86783881E8"
"OperationGetManyEdgePropertySets","8.3498510688E8","4.9164667180914775E7","7.05728712E8","9.67696274E8"
"OperationShutdownGraph","2.379114976E9","0.0","2.379114976E9","2.379114976E9"
