"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","4.38363784E8","0.0","4.38363784E8","4.38363784E8"
"OperationDoGC","2.4512033692087913E9","2.3997810827685696E8","1.521085643E9","2.717097579E9"
"OperationGetManyVertices","759340.0","0.0","759340.0","759340.0"
"OperationGetManyEdges","579893.0","0.0","579893.0","579893.0"
"OperationGetFirstNeighbor-out","245120.85","99968.9322536132","103827.0","876433.0"
"OperationGetAllNeighbors-out","192163.58","67935.32493411361","87745.0","516625.0"
"OperationGetNeighborEdgeConditional-out","3.763080245E7","6.085718225557897E7","88381.0","4.67996771E8"
"OperationGetFirstNeighbor-in","202222.69","68171.66143034729","99857.0","498270.0"
"OperationGetAllNeighbors-in","203346.19","87583.90840145179","99324.0","699017.0"
"OperationGetNeighborEdgeConditional-in","1.582373366E7","5926772.61333191","3592858.0","4.2536823E7"
"OperationGetFirstNeighbor-both","201510.43","80599.64204042782","88744.0","703927.0"
"OperationGetAllNeighbors-both","217555.68","79312.02518381183","94826.0","695309.0"
"OperationGetNeighborEdgeConditional-both","6.083158354E7","6.050655216377358E7","3208370.0","2.90073773E8"
"OperationGetFirstNeighbor-out-withlabel","175445.87","55540.47110831075","90523.0","397603.0"
"OperationGetAllNeighbors-out-withlabel","177413.81","55197.10738719829","87007.0","382798.0"
"OperationGetNeighborEdgeConditional-out-withlabel","1.846856007E7","2.650466276799807E7","84242.0","1.90569801E8"
"OperationGetFirstNeighbor-in-withlabel","187027.78","64404.85849042446","89861.0","550248.0"
"OperationGetAllNeighbors-in-withlabel","189447.19","120538.45955567005","101730.0","1230944.0"
"OperationGetNeighborEdgeConditional-in-withlabel","8923429.7","5290656.182251822","140384.0","3.3566214E7"
"OperationGetFirstNeighbor-both-withlabel","193998.88","49834.005211758755","95675.0","338618.0"
"OperationGetAllNeighbors-both-withlabel","200301.25","73847.6296328291","88726.0","541252.0"
"OperationGetNeighborEdgeConditional-both-withlabel","2.350120638E7","2.225798800128871E7","2432065.0","1.67741021E8"
"OperationGetKHopNeighbors-out-1","203120.99","74099.39572513328","83507.0","471056.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","2.946028358E7","2.9131278371328067E7","96657.0","1.3287156E8"
"OperationGetKHopNeighbors-out-2","517570.72","519960.7573677284","92800.0","2866673.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","4.906527549E7","6.377014280724254E7","72156.0","3.58753894E8"
"OperationGetKHopNeighbors-out-3","3997564.12","2.178188092421294E7","87121.0","2.18132545E8"
"OperationGetKHopNeighborsEdgeConditional-out-3","4.991489295E7","5.947359619981661E7","76034.0","3.13015122E8"
"OperationGetKHopNeighbors-out-4","1.857591207E7","1.5400794466060784E8","48985.0","1.547415101E9"
"OperationGetKHopNeighborsEdgeConditional-out-4","4.5778089E7","5.612899701492901E7","48037.0","3.1144037E8"
"OperationGetKHopNeighbors-out-5","7880315.18","2.1691984422416482E7","60112.0","1.37536166E8"
"OperationGetKHopNeighborsEdgeConditional-out-5","5.516810915E7","6.5300403796024285E7","53020.0","2.60783236E8"
"OperationGetKHopNeighbors-in-1","111348.8","41332.13644296651","28840.0","316897.0"
"OperationGetKHopNeighborsEdgeConditional-in-1","1.678759315E7","5929560.744556834","3321801.0","4.1172484E7"
"OperationGetKHopNeighbors-in-2","1165066.46","5163632.140560867","216109.0","5.2356449E7"
"OperationGetKHopNeighborsEdgeConditional-in-2","3.380234773E7","1.4689026457889855E7","1.4232705E7","8.9842783E7"
"OperationGetKHopNeighbors-in-3","4944128.86","6922544.564126129","1155456.0","6.375974E7"
"OperationGetKHopNeighborsEdgeConditional-in-3","4.407871153E7","1.2626798163438385E7","1.3958943E7","9.30454E7"
"OperationGetKHopNeighbors-in-4","1.982745439E7","1.0793939183337513E7","8380130.0","7.5127537E7"
"OperationGetKHopNeighborsEdgeConditional-in-4","5.442094213E7","1.4295646148436178E7","1.7750174E7","1.03910252E8"
"OperationGetKHopNeighbors-in-5","6.232377748E7","1.9153552753189713E7","2.6748094E7","1.32325813E8"
"OperationGetKHopNeighborsEdgeConditional-in-5","6.139615238E7","2.1045373408970695E7","8930383.0","1.46198738E8"
"OperationGetKHopNeighbors-both-1","116246.51","62873.5983316519","52687.0","430833.0"
"OperationGetKHopNeighborsEdgeConditional-both-1","4.972533792E7","4.1303871554903895E7","7071313.0","2.88160186E8"
"OperationGetKHopNeighbors-both-2","643625.55","479865.79940069444","186847.0","3424749.0"
