"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","2.76052563E8","0.0","2.76052563E8","2.76052563E8"
"OperationDoGC","2.4221472123E9","2.5232663595989212E8","1.508714408E9","2.706198741E9"
"OperationGetKHopNeighbors-out-1","8456313.19","9231653.849825129","222122.0","4.9350297E7"
"OperationGetKHopNeighbors-out-2","3.751645433E7","7.219692400318627E7","208072.0","5.71165816E8"
"OperationGetKHopNeighbors-out-3","1.7735977754E8","6.556111341152302E8","152798.0","6.141723087E9"
"OperationGetKHopNeighbors-out-4","8.8450529418E8","4.72516691038459E9","140879.0","3.5539620245E10"
"OperationGetKHopNeighbors-out-5","3.0833345896E9","2.8694636901828243E10","136105.0","2.88432321168E11"
"OperationGetKHopNeighbors-in-1","2129643.21","6148973.321538025","106741.0","3.3699313E7"
"OperationGetKHopNeighbors-in-2","2.699990594E7","3.1935320774756715E7","291500.0","1.39302519E8"
"OperationGetKHopNeighbors-in-3","1.0057428848E8","8.44748097308453E7","2050345.0","5.15099115E8"
"OperationGetKHopNeighbors-in-4","1.4027586495E8","1.2326305145863885E8","1.301817E7","9.32156705E8"
"OperationGetKHopNeighbors-in-5","1.0267594831E8","4.2305590417341895E7","4.9755896E7","3.14889825E8"
"OperationGetKHopNeighbors-both-1","252069.41","75965.71250795915","137680.0","574533.0"
"OperationGetKHopNeighbors-both-2","1110941.99","1564732.580136232","337306.0","1.5459638E7"
"OperationGetKHopNeighbors-both-3","1.425621765E7","3.8490352688107155E7","2666327.0","3.85201778E8"
"OperationGetKHopNeighbors-both-4","1.9174545381E8","3.061314650172278E8","2.2993796E7","2.004574426E9"
"OperationGetKHopNeighbors-both-5","2.26459437255E10","1.00633477985E10","1.2582595927E10","3.2709291524E10"
