"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","3.6887259E7","0.0","3.6887259E7","3.6887259E7"
"OperationDoGC","1.428853797728395E9","2.3227327820275977E7","1.418981819E9","1.625832624E9"
"OperationGetManyVertices","100190.15","26739.4451608013","57410.0","157608.0"
"OperationGetManyEdges","113368.96","26188.74505619542","60395.0","185308.0"
"OperationGetFirstNeighbor-out","91562.12","16083.390296998949","67504.0","130810.0"
"OperationGetAllNeighbors-out","93983.72","15604.875423456608","69052.0","173738.0"
"OperationGetNeighborEdgeConditional-out","137630.52","55163.06655135844","70642.0","561082.0"
"OperationGetFirstNeighbor-in","92760.11","16454.604590141327","72964.0","132873.0"
"OperationGetAllNeighbors-in","95513.6","12164.57488283088","71158.0","138587.0"
"OperationGetNeighborEdgeConditional-in","123203.09","23064.824819232857","92038.0","184195.0"
"OperationGetFirstNeighbor-both","102812.9","17042.318740417923","83925.0","174400.0"
"OperationGetAllNeighbors-both","118755.27","19543.119220766675","86589.0","179885.0"
"OperationGetNeighborEdgeConditional-both","174188.77","44637.223554754164","104926.0","367279.0"
"OperationGetFirstNeighbor-out-withlabel","99660.5","11314.157563424686","73580.0","178507.0"
"OperationGetAllNeighbors-out-withlabel","102191.39","16094.57127226134","76949.0","170968.0"
"OperationGetNeighborEdgeConditional-out-withlabel","122376.57","31672.36956126112","70099.0","223479.0"
"OperationGetFirstNeighbor-in-withlabel","88217.13","13230.90471332554","72109.0","151407.0"
"OperationGetAllNeighbors-in-withlabel","97501.49","16050.53157966739","77121.0","148317.0"
"OperationGetNeighborEdgeConditional-in-withlabel","137207.56","23301.289155890066","99844.0","215563.0"
"OperationGetFirstNeighbor-both-withlabel","113827.29","17966.86947261264","91131.0","169813.0"
"OperationGetAllNeighbors-both-withlabel","126360.69","15647.166539469694","93773.0","165626.0"
"OperationGetNeighborEdgeConditional-both-withlabel","187986.51","48546.490598084434","118259.0","445329.0"
"OperationGetKHopNeighbors-out-1","87528.52","15564.45515877764","63953.0","131606.0"
