"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","8.0835023E7","0.0","8.0835023E7","8.0835023E7"
"OperationDoGC","1.3834831684814816E9","6574883.268206855","1.378340957E9","1.413727956E9"
"OperationGetKHopNeighbors-out-1","81750.06","17056.34144640638","60145.0","142663.0"
"OperationGetKHopNeighbors-out-2","146742.41","78038.58288950344","59524.0","506081.0"
"OperationGetKHopNeighbors-out-3","299576.42","407011.17622055975","59408.0","2483163.0"
"OperationGetKHopNeighbors-out-4","699174.93","1433121.0715546142","64318.0","8539028.0"
"OperationGetKHopNeighbors-in-1","84722.19","19445.053762689884","61231.0","147498.0"
"OperationGetKHopNeighbors-in-2","148508.06","33996.3029268831","74785.0","253819.0"
"OperationGetKHopNeighbors-in-3","306018.06","75039.71676729864","142801.0","450389.0"
"OperationGetKHopNeighbors-in-4","391099.07","160407.045918953","59468.0","820812.0"
"OperationGetKHopNeighbors-both-1","112474.93","20250.06916395843","77338.0","199239.0"
"OperationGetKHopNeighbors-both-2","294092.57","97999.11576358788","192847.0","758366.0"
"OperationGetKHopNeighbors-both-3","2163224.16","1191014.3267327119","725379.0","7102692.0"
"OperationGetKHopNeighbors-both-4","8457127.81","2533564.5715050595","3217803.0","1.5164892E7"
"OperationGetKHopNeighbors-out-withlabel-1","90645.55","15362.483129608316","64021.0","144933.0"
"OperationGetKHopNeighbors-out-withlabel-2","145908.24","60690.21945323975","64649.0","516051.0"
"OperationGetKHopNeighbors-out-withlabel-3","289950.18","401416.927250194","64471.0","3088928.0"
"OperationGetKHopNeighbors-out-withlabel-4","610364.19","983510.156722214","62865.0","5497212.0"
"OperationGetKHopNeighbors-in-withlabel-1","78383.76","11390.172264825496","64292.0","127144.0"
"OperationGetKHopNeighbors-in-withlabel-2","186734.7","29819.07220169668","115868.0","256715.0"
"OperationGetKHopNeighbors-in-withlabel-3","289534.75","83186.76334265867","86675.0","463905.0"
"OperationGetKHopNeighbors-in-withlabel-4","488558.0","168186.52257342145","61774.0","856589.0"
"OperationGetKHopNeighbors-both-withlabel-1","106278.39","18801.435841389877","81510.0","187550.0"
"OperationGetKHopNeighbors-both-withlabel-2","371252.09","142588.24111315035","194273.0","1004269.0"
"OperationGetKHopNeighbors-both-withlabel-3","1706270.3","1143819.2750495293","509023.0","7528057.0"
"OperationGetKHopNeighbors-both-withlabel-4","8265667.88","2227880.7788795535","2874880.0","1.4248657E7"
"OperationLocalClusteringCoefficient","398382.85","139069.58964334184","205832.0","883981.0"
"OperationShutdownGraph","1.87511124E8","0.0","1.87511124E8","1.87511124E8"
