operation                                                   dex-mean (ms)   dex-stdev (ms)  dex-min (ms)    dex-max (ms)    
OperationOpenGraph                                              20480.789            0.000     20480.789       20480.789    
OperationDoGC                                                    1414.417            9.526      1404.734        1469.237    
OperationGetManyVertices                                            0.365            0.000         0.365           0.365    
OperationGetManyEdges                                               0.466            0.000         0.466           0.466    
OperationGetFirstNeighbor-out                                      16.955           10.278         0.102          46.023    
OperationGetAllNeighbors-out                                       18.455           10.102         0.106          46.251    
OperationGetNeighborEdgeConditional-out                            75.418           83.502         0.104         403.893    
OperationGetFirstNeighbor-in                                       14.838           10.530         0.149          92.577    
OperationGetAllNeighbors-in                                        12.786            5.599         0.125          28.042    
OperationGetNeighborEdgeConditional-in                             22.022           10.499         0.226          73.325    
OperationGetFirstNeighbor-both                                     29.358           12.333         0.186          87.489    
OperationGetAllNeighbors-both                                      25.902           13.948         0.184         115.059    
OperationGetNeighborEdgeConditional-both                           81.682           96.979         0.285         608.267    
OperationGetFirstNeighbor-out-withlabel                            16.284           10.609         0.123          75.636    
OperationGetAllNeighbors-out-withlabel                             16.429           13.988         0.124         133.699    
OperationGetNeighborEdgeConditional-out-withlabel                  62.332           85.436         0.104         637.867    
OperationGetFirstNeighbor-in-withlabel                             12.762            8.177         0.153          54.151    
OperationGetAllNeighbors-in-withlabel                              10.193            6.273         0.160          40.391    
OperationGetNeighborEdgeConditional-in-withlabel                   16.600            7.722         0.252          32.177    
OperationGetFirstNeighbor-both-withlabel                           26.364           10.586         0.221          79.015    
OperationGetAllNeighbors-both-withlabel                            25.202           10.813         0.193          50.724    
OperationGetNeighborEdgeConditional-both-withlabel                 65.512           49.782         0.289         222.599    
OperationGetKHopNeighbors-out-1                                    14.048           12.854         0.115         103.916    
OperationGetKHopNeighborsEdgeConditional-out-1                     49.495           56.986         0.088         282.618    
OperationGetKHopNeighbors-out-2                                    84.912          178.844         0.106        1333.225    
OperationGetKHopNeighborsEdgeConditional-out-2                     64.396           61.968         0.089         275.302    
OperationGetKHopNeighbors-out-3                                   317.695          726.579         0.097        5166.187    
OperationGetKHopNeighborsEdgeConditional-out-3                     86.839          104.162         0.105         638.928    
OperationGetKHopNeighbors-out-4                                  1523.531         7356.604         0.095       69170.488    
OperationGetKHopNeighborsEdgeConditional-out-4                     87.631          100.315         0.092         586.581    
OperationGetKHopNeighbors-out-5                                  1408.911         5235.370         0.091       49148.648    
OperationGetKHopNeighborsEdgeConditional-out-5                    102.430           92.251         0.083         466.243    
OperationGetKHopNeighbors-in-1                                     11.826            6.301         0.112          32.092    
OperationGetKHopNeighborsEdgeConditional-in-1                      13.323            7.608         5.182          63.856    
OperationGetKHopNeighbors-in-2                                     57.199           12.203        31.136          95.422    
OperationGetKHopNeighborsEdgeConditional-in-2                      28.539            7.708        13.264          49.130    
OperationGetKHopNeighbors-in-3                                    225.345           57.378        43.855         358.059    
OperationGetKHopNeighborsEdgeConditional-in-3                      37.090           11.739        11.822          85.096    
OperationGetKHopNeighbors-in-4                                    523.617          265.559         2.256        1058.308    
OperationGetKHopNeighborsEdgeConditional-in-4                      40.725           13.663         8.626          72.881    
OperationGetKHopNeighbors-in-5                                    648.353          498.124         7.284        1838.914    
OperationGetKHopNeighborsEdgeConditional-in-5                      44.492           16.460         6.885         110.052    
OperationGetKHopNeighbors-both-1                                   18.278            9.651         0.163          57.292    
OperationGetKHopNeighborsEdgeConditional-both-1                    48.957           28.736         6.113         152.095    
OperationGetKHopNeighbors-both-2                                  179.767          142.279        66.058        1009.617    
OperationGetKHopNeighborsEdgeConditional-both-2                   109.894           64.782        23.611         452.841    
OperationGetKHopNeighbors-both-3                                 2459.269         3081.116       513.740       27471.012    
OperationGetKHopNeighborsEdgeConditional-both-3                   143.034           93.582        20.143         500.943    
OperationGetKHopNeighbors-both-4                                23313.167        22031.752      4610.145      146993.487    
OperationGetKHopNeighborsEdgeConditional-both-4                   324.307          264.214        35.401        1752.872    
OperationGetKHopNeighbors-both-5                               447870.678       439640.218     66198.482     3111517.615    
OperationGetKHopNeighborsEdgeConditional-both-5                   332.237          271.390        68.944        1739.216    
OperationGetKHopNeighbors-out-withlabel-1                           4.716            7.281         0.085          52.172    
