operation                                   dex-mean (ms)   dex-stdev (ms)  dex-min (ms)    dex-max (ms)    
OperationOpenGraph                              12553.754            0.000     12553.754       12553.754    
OperationDoGC                                    1391.176            5.252      1383.415        1422.794    
OperationGetKHopNeighbors-out-1                    13.861           10.632         0.118          70.755    
OperationGetKHopNeighbors-out-2                    61.079          106.264         0.114         643.842    
OperationGetKHopNeighbors-out-3                   172.034          453.533         0.098        2741.870    
OperationGetKHopNeighbors-out-4                   409.287         1332.602         0.123       11092.214    
OperationGetKHopNeighbors-out-5                  1492.284         5429.134         0.106       38541.249    
OperationGetKHopNeighbors-in-1                     12.338           11.555         0.292          98.422    
OperationGetKHopNeighbors-in-2                     56.863           13.043        30.488         104.758    
OperationGetKHopNeighbors-in-3                    232.301           44.703        44.635         362.471    
OperationGetKHopNeighbors-in-4                    529.084          250.253        26.501        1059.687    
OperationGetKHopNeighbors-in-5                    653.844          455.415         2.922        2021.678    
OperationGetKHopNeighbors-both-1                   15.428           10.702         0.327          71.253    
OperationGetKHopNeighbors-both-2                  144.905           88.009        45.591         551.130    
OperationGetKHopNeighbors-both-3                 2136.940         2165.955       643.455       15960.277    
OperationGetKHopNeighbors-both-4                17442.412        20619.329      2976.747      129560.364    
OperationGetKHopNeighbors-both-5               294537.684       235633.278     61434.132     1194093.770    
OperationGetKHopNeighbors-out-withlabel-1           3.804            5.006         0.104          18.023    
OperationGetKHopNeighbors-out-withlabel-2          17.695           29.218         0.110         235.795    
OperationGetKHopNeighbors-out-withlabel-3          60.446          145.963         0.135        1005.383    
OperationGetKHopNeighbors-out-withlabel-4         175.665          433.971         0.114        3144.708    
OperationGetKHopNeighbors-out-withlabel-5         609.284         3732.467         0.105       31648.902    
OperationGetKHopNeighbors-in-withlabel-1            5.714           10.870         0.185         102.633    
OperationGetKHopNeighbors-in-withlabel-2           23.213           12.751         0.492          60.775    
OperationGetKHopNeighbors-in-withlabel-3           72.276           32.474         1.371         145.939    
OperationGetKHopNeighbors-in-withlabel-4          196.715          102.800         4.211         419.602    
OperationGetKHopNeighbors-in-withlabel-5          283.044          220.961         6.256         813.073    
OperationGetKHopNeighbors-both-withlabel-1          8.027            9.089         0.305          71.339    
OperationGetKHopNeighbors-both-withlabel-2         75.976           49.735        12.426         262.762    
OperationGetKHopNeighbors-both-withlabel-3       1452.535         3143.752       196.889       29845.617    
OperationGetKHopNeighbors-both-withlabel-4      18427.304        25755.528      3096.022      205472.644    
OperationGetKHopNeighbors-both-withlabel-5     278255.409       221676.987     54511.138     1184027.052    
OperationShutdownGraph                            482.721            0.000       482.721         482.721    
