"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","1.2553754122E10","0.0","1.2553754122E10","1.2553754122E10"
"OperationDoGC","1.391175956064516E9","5251917.560535544","1.383415188E9","1.422794499E9"
"OperationGetKHopNeighbors-out-1","1.386055981E7","1.0631522759168623E7","117877.0","7.0754894E7"
"OperationGetKHopNeighbors-out-2","6.107941399E7","1.0626350818445367E8","113551.0","6.438416E8"
"OperationGetKHopNeighbors-out-3","1.7203448015E8","4.535327347431087E8","98462.0","2.741870483E9"
"OperationGetKHopNeighbors-out-4","4.0928684816E8","1.3326016698965976E9","122620.0","1.1092214415E10"
"OperationGetKHopNeighbors-out-5","1.49228437611E9","5.429134492810184E9","105709.0","3.8541249489E10"
"OperationGetKHopNeighbors-in-1","1.233818983E7","1.1554742855665797E7","292253.0","9.8422469E7"
"OperationGetKHopNeighbors-in-2","5.686279443E7","1.3043265615767475E7","3.0487941E7","1.04758223E8"
"OperationGetKHopNeighbors-in-3","2.3230088427E8","4.4702611261907324E7","4.463467E7","3.62471134E8"
"OperationGetKHopNeighbors-in-4","5.2908427713E8","2.5025260686669576E8","2.6501085E7","1.059686941E9"
"OperationGetKHopNeighbors-in-5","6.5384374202E8","4.5541537295203435E8","2921962.0","2.021677733E9"
"OperationGetKHopNeighbors-both-1","1.542756053E7","1.0702144404456146E7","327246.0","7.1252804E7"
"OperationGetKHopNeighbors-both-2","1.4490490277E8","8.800938262581061E7","4.5590655E7","5.51129657E8"
"OperationGetKHopNeighbors-both-3","2.13694042724E9","2.165954927072528E9","6.4345453E8","1.5960277417E10"
"OperationGetKHopNeighbors-both-4","1.744241153414E10","2.0619328949879185E10","2.976747035E9","1.29560363889E11"
"OperationGetKHopNeighbors-both-5","2.9453768440381E11","2.356332780646742E11","6.1434132097E10","1.194093769631E12"
"OperationGetKHopNeighbors-out-withlabel-1","3804040.92","5006483.368611512","103646.0","1.8022951E7"
"OperationGetKHopNeighbors-out-withlabel-2","1.769484899E7","2.9218446704577133E7","109757.0","2.35794693E8"
"OperationGetKHopNeighbors-out-withlabel-3","6.044636235E7","1.4596294945511624E8","135357.0","1.005383491E9"
"OperationGetKHopNeighbors-out-withlabel-4","1.7566461436E8","4.33971044207719E8","113620.0","3.144708232E9"
"OperationGetKHopNeighbors-out-withlabel-5","6.0928423396E8","3.7324670463813E9","105298.0","3.1648901849E10"
"OperationGetKHopNeighbors-in-withlabel-1","5714458.17","1.0869555352054287E7","184753.0","1.0263265E8"
"OperationGetKHopNeighbors-in-withlabel-2","2.321299795E7","1.2751336313347274E7","491655.0","6.0774748E7"
"OperationGetKHopNeighbors-in-withlabel-3","7.227622567E7","3.2474044069892373E7","1371034.0","1.45938585E8"
"OperationGetKHopNeighbors-in-withlabel-4","1.9671495631E8","1.0279979204777774E8","4210528.0","4.19601662E8"
"OperationGetKHopNeighbors-in-withlabel-5","2.8304382673E8","2.2096098880680138E8","6256155.0","8.13072954E8"
"OperationGetKHopNeighbors-both-withlabel-1","8027301.18","9088764.222653696","304968.0","7.1338853E7"
"OperationGetKHopNeighbors-both-withlabel-2","7.597558839E7","4.973533220168528E7","1.2426033E7","2.62762044E8"
"OperationGetKHopNeighbors-both-withlabel-3","1.45253505663E9","3.143752214467335E9","1.96888559E8","2.9845616696E10"
"OperationGetKHopNeighbors-both-withlabel-4","1.842730361906E10","2.5755528306692913E10","3.096021594E9","2.054726444E11"
"OperationGetKHopNeighbors-both-withlabel-5","2.7825540943661E11","2.216769866705282E11","5.4511137916E10","1.18402705183E12"
"OperationShutdownGraph","4.82721031E8","0.0","4.82721031E8","4.82721031E8"
