"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","2.465793035E9","0.0","2.465793035E9","2.465793035E9"
"OperationDoGC","1.388561217030303E9","5363511.025927798","1.381061419E9","1.409197516E9"
"OperationGetKHopNeighbors-out-1","120237.99","17706.116303410527","91577.0","162744.0"
"OperationGetKHopNeighbors-out-2","399084.23","154743.1669324274","97749.0","838410.0"
"OperationGetKHopNeighbors-out-3","2173574.38","981024.7615220908","86568.0","5514537.0"
"OperationGetKHopNeighbors-out-4","7843635.75","3250146.2503208923","1128713.0","1.5172938E7"
"OperationGetKHopNeighbors-out-5","2.418177534E7","9439223.855825681","7838490.0","4.7887836E7"
"OperationGetKHopNeighbors-in-1","126087.78","18985.475545047586","95882.0","186801.0"
"OperationGetKHopNeighbors-in-2","521386.8","174691.00707077052","225786.0","937911.0"
"OperationGetKHopNeighbors-in-3","2445689.38","1186475.8338231314","571585.0","6990764.0"
"OperationGetKHopNeighbors-in-4","8487523.76","3117194.6587868566","1876448.0","1.6046152E7"
"OperationGetKHopNeighbors-in-5","2.831902063E7","1.1745682507471966E7","1531418.0","6.3590898E7"
"OperationGetKHopNeighbors-both-1","131890.31","21593.828208400195","96788.0","189167.0"
"OperationGetKHopNeighbors-both-2","911443.52","295246.8450987234","379068.0","1508984.0"
"OperationGetKHopNeighbors-both-3","9639377.04","2501664.5571544277","4415806.0","1.9375584E7"
"OperationGetKHopNeighbors-both-4","7.745904869E7","1.9440870530744396E7","3.3522031E7","1.22224891E8"
"OperationGetKHopNeighbors-both-5","5.9818703518E8","1.5972234434340584E8","2.68531603E8","1.107606802E9"
"OperationGetKHopNeighbors-out-withlabel-1","97021.5","14443.318470836264","78870.0","146446.0"
"OperationGetKHopNeighbors-out-withlabel-2","315548.87","95676.87366857835","118544.0","582256.0"
"OperationGetKHopNeighbors-out-withlabel-3","1459512.24","720286.1145835192","102649.0","3687731.0"
"OperationGetKHopNeighbors-out-withlabel-4","6496929.14","3242919.6508057304","89523.0","1.5255569E7"
"OperationGetKHopNeighbors-out-withlabel-5","2.392945877E7","9929596.926371962","82487.0","4.8685482E7"
"OperationGetKHopNeighbors-in-withlabel-1","88781.28","10104.857258843393","73574.0","111665.0"
"OperationGetKHopNeighbors-in-withlabel-2","278076.19","74197.27623931959","148024.0","498181.0"
"OperationGetKHopNeighbors-in-withlabel-3","1154031.76","607484.6627267742","293876.0","3631685.0"
"OperationGetKHopNeighbors-in-withlabel-4","7098047.43","3220903.154614582","991736.0","1.6454461E7"
"OperationGetKHopNeighbors-in-withlabel-5","2.719907336E7","9993302.142321026","6024960.0","6.097021E7"
"OperationGetKHopNeighbors-both-withlabel-1","143166.18","23402.1925897468","94879.0","192521.0"
"OperationGetKHopNeighbors-both-withlabel-2","894914.63","312941.4131644341","364775.0","1709549.0"
"OperationGetKHopNeighbors-both-withlabel-3","9972804.13","2256810.4897409384","2839812.0","1.8228673E7"
"OperationGetKHopNeighbors-both-withlabel-4","7.166965385E7","1.913521618968264E7","1.7795803E7","1.3986023E8"
"OperationGetKHopNeighbors-both-withlabel-5","6.0025492258E8","1.686335035069599E8","1.36549489E8","1.056399878E9"
"OperationLocalClusteringCoefficient","1026757.72","261329.77181530927","421680.0","1674983.0"
"OperationShutdownGraph","1.2536276E8","0.0","1.2536276E8","1.2536276E8"
