"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","2.52710209E8","0.0","2.52710209E8","2.52710209E8"
"OperationDoGC","1.4746976447419355E9","4504067.77848654","1.467701721E9","1.502632105E9"
"OperationGetKHopNeighbors-out-1","322233.86","67525.59112470176","140757.0","487506.0"
"OperationGetKHopNeighbors-out-2","644599.54","654755.5226012138","118389.0","4627713.0"
"OperationGetKHopNeighbors-out-3","639690.63","1302644.6190073378","118872.0","1.2077272E7"
"OperationGetKHopNeighbors-out-4","423929.84","862765.6101674977","116257.0","6606678.0"
"OperationGetKHopNeighbors-out-5","362070.66","570647.8243314037","108170.0","3592641.0"
"OperationGetKHopNeighbors-in-1","179328.04","18055.311453375707","113981.0","223956.0"
"OperationGetKHopNeighbors-in-2","184143.3","51652.511155896376","131594.0","456377.0"
"OperationGetKHopNeighbors-in-3","274705.68","61649.989199330754","122841.0","378489.0"
"OperationGetKHopNeighbors-in-4","405833.39","117356.47878348216","172130.0","682808.0"
"OperationGetKHopNeighbors-in-5","464993.88","163507.06871204558","182179.0","895930.0"
"OperationGetKHopNeighbors-both-1","175946.81","29089.97443130365","112614.0","250662.0"
"OperationGetKHopNeighbors-both-2","276240.55","83882.95559413426","159166.0","551617.0"
"OperationGetKHopNeighbors-both-3","1053767.16","533136.1518432176","402371.0","3266611.0"
"OperationGetKHopNeighbors-both-4","3756681.05","987739.3096386456","1495388.0","5031539.0"
"OperationGetKHopNeighbors-both-5","4599818.08","878110.6048474266","2424492.0","5091920.0"
"OperationGetKHopNeighbors-out-withlabel-1","106188.96","17659.543841175513","84693.0","164259.0"
"OperationGetKHopNeighbors-out-withlabel-2","121760.9","26120.02117246462","80571.0","222209.0"
"OperationGetKHopNeighbors-out-withlabel-3","123803.53","45934.29543433859","81641.0","461285.0"
"OperationGetKHopNeighbors-out-withlabel-4","122607.26","48984.04041167286","81697.0","425153.0"
"OperationGetKHopNeighbors-out-withlabel-5","196885.94","250669.945126767","80985.0","1691518.0"
"OperationGetKHopNeighbors-in-withlabel-1","111972.24","18573.72731151182","84727.0","204499.0"
"OperationGetKHopNeighbors-in-withlabel-2","111839.61","18801.850780120025","82918.0","163510.0"
"OperationGetKHopNeighbors-in-withlabel-3","132897.89","24817.49181802827","83485.0","200810.0"
"OperationGetKHopNeighbors-in-withlabel-4","152264.67","33921.62833445794","86405.0","233369.0"
"OperationGetKHopNeighbors-in-withlabel-5","155154.96","43516.36379430617","85202.0","301313.0"
"OperationGetKHopNeighbors-both-withlabel-1","121753.99","18116.431011374727","89232.0","240369.0"
"OperationGetKHopNeighbors-both-withlabel-2","137774.21","39398.69853543261","92094.0","312099.0"
"OperationGetKHopNeighbors-both-withlabel-3","385693.54","217948.1033017456","123518.0","1426668.0"
"OperationGetKHopNeighbors-both-withlabel-4","973984.2","521695.22095967096","83741.0","2408513.0"
"OperationGetKHopNeighbors-both-withlabel-5","1933732.82","754990.2175386959","83192.0","3056824.0"
"OperationShutdownGraph","3.07504797E8","0.0","3.07504797E8","3.07504797E8"
