"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","2.61828566E8","0.0","2.61828566E8","2.61828566E8"
"OperationDoGC","1.5003458118241758E9","5154327.6120622605","1.490516625E9","1.528756549E9"
"OperationGetManyVertices","38389.0","0.0","38389.0","38389.0"
"OperationGetManyEdges","158251.0","0.0","158251.0","158251.0"
"OperationGetFirstNeighbor-out","477101.02","303273.00998430373","27077.0","2145803.0"
"OperationGetAllNeighbors-out","451975.56","251319.56037564285","30388.0","1398382.0"
"OperationGetNeighborEdgeConditional-out","1052614.75","1434345.6495079447","29994.0","8524134.0"
"OperationGetFirstNeighbor-in","374635.16","280528.2537190049","26118.0","1470804.0"
"OperationGetAllNeighbors-in","373584.37","279118.99059450097","34678.0","1452869.0"
"OperationGetNeighborEdgeConditional-in","775863.37","289725.92854833184","53549.0","1537253.0"
"OperationGetFirstNeighbor-both","245441.74","254311.8352734933","25245.0","1275866.0"
"OperationGetAllNeighbors-both","281736.73","280210.13560415176","31784.0","1935471.0"
"OperationGetNeighborEdgeConditional-both","1015638.46","1079798.31834737","52492.0","6869061.0"
"OperationGetFirstNeighbor-out-withlabel","188285.99","220877.86850069408","26798.0","792406.0"
"OperationGetAllNeighbors-out-withlabel","209181.05","222064.72048172695","29253.0","768086.0"
"OperationGetNeighborEdgeConditional-out-withlabel","462265.83","623411.649872619","30390.0","3897653.0"
"OperationGetFirstNeighbor-in-withlabel","161591.37","197539.8859299385","33100.0","729853.0"
"OperationGetAllNeighbors-in-withlabel","162138.83","190568.14341941074","35953.0","800209.0"
"OperationGetNeighborEdgeConditional-in-withlabel","382265.93","275933.7258934926","52407.0","1332253.0"
"OperationGetFirstNeighbor-both-withlabel","108322.49","159663.17279282","31680.0","738835.0"
"OperationGetAllNeighbors-both-withlabel","114057.82","152159.03064612235","37299.0","727099.0"
"OperationGetNeighborEdgeConditional-both-withlabel","489561.57","403233.2607941774","37504.0","2180209.0"
"OperationGetKHopNeighbors-out-1","69337.68","114440.38899225045","19604.0","645608.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","449384.1","595266.5746874","19964.0","4217576.0"
"OperationGetKHopNeighbors-out-2","219526.14","295378.43349063315","18187.0","1757587.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","437590.41","732356.3605969719","19533.0","6147143.0"
"OperationGetKHopNeighbors-out-3","328818.55","885150.7216274234","20639.0","7342958.0"
"OperationGetKHopNeighborsEdgeConditional-out-3","366594.03","403490.58354327065","20147.0","1914751.0"
"OperationGetKHopNeighbors-out-4","224647.39","591327.1514428185","17621.0","4708063.0"
"OperationGetKHopNeighborsEdgeConditional-out-4","299001.86","416904.425169559","18342.0","2163513.0"
"OperationGetKHopNeighbors-out-5","362379.22","736448.1725611053","16260.0","4113965.0"
"OperationGetKHopNeighborsEdgeConditional-out-5","295426.9","442323.12515523087","16113.0","2471396.0"
"OperationGetKHopNeighbors-in-1","26355.23","3928.1545154308783","19403.0","31084.0"
"OperationGetKHopNeighborsEdgeConditional-in-1","201742.84","132968.9141096309","19737.0","598815.0"
"OperationGetKHopNeighbors-in-2","52948.66","13170.820724024752","25095.0","104486.0"
"OperationGetKHopNeighborsEdgeConditional-in-2","276196.38","144434.7879908286","55509.0","683104.0"
"OperationGetKHopNeighbors-in-3","125929.91","36435.68769327539","25274.0","190205.0"
