"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","2.85897698E8","0.0","2.85897698E8","2.85897698E8"
"OperationDoGC","2.4501295038461537E9","2.5013177276076502E8","1.538484826E9","2.767180762E9"
"OperationGetManyVertices","105278.0","0.0","105278.0","105278.0"
"OperationGetManyEdges","382993.0","0.0","382993.0","382993.0"
"OperationGetFirstNeighbor-out","178327.29","97384.79626094566","82705.0","939844.0"
"OperationGetAllNeighbors-out","161823.71","54941.796701654195","66278.0","395444.0"
"OperationGetNeighborEdgeConditional-out","2.851609724E7","3.484793420459207E7","65862.0","2.06214811E8"
"OperationGetFirstNeighbor-in","130315.79","45753.10591867945","64352.0","334354.0"
"OperationGetAllNeighbors-in","138880.02","50297.9013929965","73865.0","436317.0"
"OperationGetNeighborEdgeConditional-in","6617365.61","3347762.626603466","629844.0","1.692276E7"
"OperationGetFirstNeighbor-both","134226.76","46602.184078457096","67148.0","459082.0"
"OperationGetAllNeighbors-both","135221.12","36084.549586015346","71217.0","294072.0"
"OperationGetNeighborEdgeConditional-both","3.087394452E7","3.3107695454172216E7","388940.0","2.42823254E8"
"OperationGetFirstNeighbor-out-withlabel","127739.95","34176.13543581983","71994.0","300824.0"
"OperationGetAllNeighbors-out-withlabel","145176.04","49718.98400368213","73694.0","434190.0"
"OperationGetNeighborEdgeConditional-out-withlabel","3.404595255E7","4.76170322743049E7","71103.0","3.3308162E8"
"OperationGetFirstNeighbor-in-withlabel","151346.08","104420.22499474706","74253.0","1080461.0"
"OperationGetAllNeighbors-in-withlabel","147385.46","58286.41162748314","74708.0","524034.0"
"OperationGetNeighborEdgeConditional-in-withlabel","7271442.78","5003588.0752609195","308317.0","3.4124124E7"
"OperationGetFirstNeighbor-both-withlabel","129049.44","41164.82741208082","72710.0","303391.0"
"OperationGetAllNeighbors-both-withlabel","132770.62","36699.70725272342","76357.0","261627.0"
"OperationGetNeighborEdgeConditional-both-withlabel","3.280347225E7","3.6479417758656606E7","178669.0","2.04716184E8"
"OperationGetKHopNeighbors-out-1","132188.05","45877.26220370501","71461.0","431147.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","2.051615617E7","2.3311923746486276E7","63233.0","9.297768E7"
"OperationGetKHopNeighbors-out-2","376618.26","643285.7164339126","78770.0","5945356.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","3.368211472E7","3.5512501692637205E7","63796.0","1.982312E8"
"OperationGetKHopNeighbors-out-3","1195293.33","2428480.502731624","75265.0","2.0585721E7"
"OperationGetKHopNeighborsEdgeConditional-out-3","4.808971104E7","6.995465805354466E7","63418.0","5.62788603E8"
"OperationGetKHopNeighbors-out-4","2098369.32","5343135.178522524","74771.0","3.7555907E7"
"OperationGetKHopNeighborsEdgeConditional-out-4","3.939726383E7","4.469489957282513E7","55652.0","2.54070023E8"
"OperationGetKHopNeighbors-out-5","1.78305748E7","1.0944575526766914E8","29932.0","9.83970151E8"
"OperationGetKHopNeighborsEdgeConditional-out-5","3.501043702E7","5.4962586290035516E7","25378.0","4.05977696E8"
"OperationGetKHopNeighbors-in-1","57918.01","33079.21421572616","27771.0","326447.0"
"OperationGetKHopNeighborsEdgeConditional-in-1","7257052.98","1.1357974143328704E7","143972.0","1.07522126E8"
"OperationGetKHopNeighbors-in-2","305981.8","144952.31246392726","120570.0","928535.0"
"OperationGetKHopNeighborsEdgeConditional-in-2","1.136857846E7","5329782.3562338855","219804.0","2.734842E7"
"OperationGetKHopNeighbors-in-3","1898499.17","729660.8049544126","605425.0","4510322.0"
"OperationGetKHopNeighborsEdgeConditional-in-3","1.596246808E7","1.1772149434930652E7","805178.0","1.03724077E8"
"OperationGetKHopNeighbors-in-4","6749600.35","3393909.9742956306","3266645.0","3.7122507E7"
"OperationGetKHopNeighborsEdgeConditional-in-4","1.828854901E7","1.1505332534136074E7","949448.0","5.8446382E7"
"OperationGetKHopNeighbors-in-5","1.629724847E7","6272836.983467938","4141541.0","4.3406902E7"
"OperationGetKHopNeighborsEdgeConditional-in-5","1.878344724E7","1.1371699293343984E7","504562.0","5.7043336E7"
"OperationGetKHopNeighbors-both-1","67973.28","96446.49857668033","31560.0","944288.0"
"OperationGetKHopNeighborsEdgeConditional-both-1","3.048279118E7","3.425982568103121E7","95519.0","1.83555902E8"
"OperationGetKHopNeighbors-both-2","388150.62","267599.3557544479","125586.0","1941497.0"
"OperationGetKHopNeighborsEdgeConditional-both-2","6.948244746E7","5.5671199598620236E7","4392431.0","2.76083966E8"
"OperationGetKHopNeighbors-both-3","4342814.8","4438892.078665589","1023633.0","3.1812768E7"
"OperationGetKHopNeighborsEdgeConditional-both-3","9.996536578E7","1.0346028984377296E8","7851900.0","7.78524466E8"
"OperationGetKHopNeighbors-both-4","6.846350425E7","1.2616785455609505E8","1.0096811E7","1.141543859E9"
"OperationGetKHopNeighborsEdgeConditional-both-4","7.7864374E7","7.20446093476251E7","3370167.0","4.14799034E8"
"OperationGetKHopNeighbors-both-5","1.17942240214E9","1.1623895374319215E9","2.06470113E8","8.745798927E9"
"OperationGetKHopNeighborsEdgeConditional-both-5","6.576052609E7","8.18009358971815E7","279194.0","6.01810798E8"
"OperationGetKHopNeighbors-out-withlabel-1","65969.33","48645.06171690091","22705.0","476028.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-1","1.280174319E7","2.33968515555236E7","15741.0","1.96508199E8"
