"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","3.02239241E8","0.0","3.02239241E8","3.02239241E8"
"OperationDoGC","2.437273529903226E9","2.3612802241869435E8","1.495299307E9","2.67301659E9"
"OperationGetKHopNeighbors-out-1","265816.43","88049.88841597189","132845.0","692555.0"
"OperationGetKHopNeighbors-out-2","548859.81","800679.0634111486","130273.0","6116927.0"
"OperationGetKHopNeighbors-out-3","2144527.3","5205135.88501256","138415.0","3.7931074E7"
"OperationGetKHopNeighbors-out-4","1684718.01","2816096.6722964873","111885.0","1.8541022E7"
"OperationGetKHopNeighbors-out-5","8978295.95","5.380482259429392E7","80204.0","5.11300265E8"
"OperationGetKHopNeighbors-in-1","145220.9","44452.16496156286","70426.0","458373.0"
"OperationGetKHopNeighbors-in-2","405768.17","173049.85243877297","180169.0","1139820.0"
"OperationGetKHopNeighbors-in-3","1877028.91","974958.2356672527","609074.0","5790193.0"
"OperationGetKHopNeighbors-in-4","6786029.59","3340796.5374238826","1674720.0","3.4562741E7"
"OperationGetKHopNeighbors-in-5","1.947670024E7","7691015.790774978","890658.0","4.0310285E7"
"OperationGetKHopNeighbors-both-1","143900.99","48734.22951755675","86528.0","464570.0"
"OperationGetKHopNeighbors-both-2","803524.9","3052090.578609073","179633.0","3.1053232E7"
"OperationGetKHopNeighbors-both-3","5618561.55","4881599.702231593","942236.0","2.7706642E7"
"OperationGetKHopNeighbors-both-4","9.223951977E7","1.4712656538768736E8","1.0508957E7","1.160722874E9"
"OperationGetKHopNeighbors-both-5","1.50872727746E9","1.0831296709247034E9","2.11536526E8","5.295339713E9"
"OperationGetKHopNeighbors-out-withlabel-1","139437.15","44704.77855294106","79485.0","447480.0"
"OperationGetKHopNeighbors-out-withlabel-2","244178.77","180543.7759040646","69622.0","1000863.0"
"OperationGetKHopNeighbors-out-withlabel-3","1015519.41","4427661.964233157","73040.0","4.4226003E7"
"OperationGetKHopNeighbors-out-withlabel-4","2504250.75","6958974.331137139","67073.0","5.7072575E7"
"OperationGetKHopNeighbors-out-withlabel-5","2723349.61","1.09161797752916E7","76710.0","9.240658E7"
"OperationGetKHopNeighbors-in-withlabel-1","139651.76","44303.616079981555","74452.0","444516.0"
"OperationGetKHopNeighbors-in-withlabel-2","337171.68","118485.96176398957","150603.0","979043.0"
"OperationGetKHopNeighbors-in-withlabel-3","1355890.71","427125.3564930393","580935.0","2385974.0"
"OperationGetKHopNeighbors-in-withlabel-4","6064738.3","4391914.911646316","2603631.0","4.8301227E7"
"OperationGetKHopNeighbors-in-withlabel-5","1.061310493E7","5244460.06540569","1459513.0","5.1864188E7"
"OperationGetKHopNeighbors-both-withlabel-1","142864.53","43622.012759719146","79943.0","436677.0"
"OperationGetKHopNeighbors-both-withlabel-2","453584.79","246215.5841035776","152826.0","2064261.0"
"OperationGetKHopNeighbors-both-withlabel-3","5633954.45","7424932.738773827","1353920.0","5.6185103E7"
"OperationGetKHopNeighbors-both-withlabel-4","9.462644892E7","1.3945922984157595E8","1.3280591E7","8.25538698E8"
"OperationGetKHopNeighbors-both-withlabel-5","1.7207893283E9","1.5278936081416771E9","3.57418707E8","9.410299474E9"
"OperationShutdownGraph","1.054828506E9","0.0","1.054828506E9","1.054828506E9"
