"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","2.85872991E8","0.0","2.85872991E8","2.85872991E8"
"OperationDoGC","2.1305579690555556E9","2.02941504012494E8","1.530955334E9","2.304216067E9"
"OperationGetManyVertices","27766.06","5126.789437493998","21608.0","53233.0"
"OperationGetManyEdges","178348.81","47836.69064696993","119691.0","360359.0"
"OperationGetFirstNeighbor-out","269945.37","121597.36721382212","131992.0","1034556.0"
"OperationGetAllNeighbors-out","221051.65","65215.171166895656","115304.0","462780.0"
"OperationGetNeighborEdgeConditional-out","346629.95","176822.00968105608","129424.0","893567.0"
"OperationGetFirstNeighbor-in","160989.62","32855.58410796557","119657.0","261288.0"
"OperationGetAllNeighbors-in","222425.38","52392.50254182939","126730.0","412172.0"
"OperationGetNeighborEdgeConditional-in","403903.01","85710.41103232383","225051.0","549373.0"
"OperationGetFirstNeighbor-both","200172.4","53374.76126728811","118725.0","485371.0"
"OperationGetAllNeighbors-both","263955.03","66371.73023335387","140168.0","461999.0"
"OperationGetNeighborEdgeConditional-both","498995.38","228307.07076062192","227468.0","1584093.0"
"OperationGetManyVertexProperties-name","2323918.08","645753.7028283878","969827.0","4009821.0"
"OperationGetManyVertexProperties-age","982151.27","295906.6320815015","482172.0","1629835.0"
"OperationGetManyEdgeProperties-time","1191035.86","272938.6706086193","556578.0","2748390.0"
"OperationGetManyVertexPropertySets","1108427.99","320799.5449600731","480512.0","1686323.0"
"OperationGetManyEdgePropertySets","1445508.05","845092.4662042896","547049.0","8219550.0"
"OperationShutdownGraph","1.408629359E9","0.0","1.408629359E9","1.408629359E9"
