"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","3.32730199E8","0.0","3.32730199E8","3.32730199E8"
"OperationDoGC","1.986920463857143E9","1.842372761611359E8","1.515641159E9","2.200111794E9"
"OperationGetManyVertices","28484.0","8084.388669528451","19029.0","69356.0"
"OperationGetManyEdges","158500.04","46072.61983107103","99646.0","501084.0"
"OperationGetFirstNeighbor-out","283932.72","95969.69916365063","125914.0","603117.0"
"OperationGetAllNeighbors-out","365358.12","119261.04411426894","159501.0","836646.0"
"OperationGetFirstNeighbor-in","232524.53","71515.7886387971","117645.0","474040.0"
"OperationGetAllNeighbors-in","274528.04","86746.34408987156","116441.0","656000.0"
"OperationGetFirstNeighbor-both","209260.07","55580.17913163918","105658.0","420140.0"
"OperationGetAllNeighbors-both","267014.23","92304.64174556498","126332.0","616669.0"
"OperationGetManyVertexProperties-title","3463453.74","945431.031733628","1486422.0","6119737.0"
"OperationGetManyVertexProperties-salesrank","1101903.42","401215.36866299575","522801.0","2348991.0"
"OperationGetManyVertexProperties-group","998965.4","577924.3983980602","478242.0","6078912.0"
"OperationGetManyVertexPropertySets","2139724.98","499399.83491509035","1032051.0","3738131.0"
"OperationShutdownGraph","8.56585599E8","0.0","8.56585599E8","8.56585599E8"
