"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","3.89379249E8","0.0","3.89379249E8","3.89379249E8"
"OperationDoGC","2.3958025579462366E9","2.332680679781183E8","1.534923376E9","2.635274404E9"
"OperationGetManyVertices","382420.0","0.0","382420.0","382420.0"
"OperationGetManyEdges","456378.0","0.0","456378.0","456378.0"
"OperationGetFirstNeighbor-out","292902.44","55820.63952523654","152419.0","432599.0"
"OperationGetAllNeighbors-out","296940.43","69853.10365892913","144348.0","643174.0"
"OperationGetNeighborEdgeConditional-out","1.216519968E7","6611567.882503136","2480552.0","3.5577342E7"
"OperationGetFirstNeighbor-in","230091.92","67305.91054516385","104141.0","593863.0"
"OperationGetAllNeighbors-in","212843.55","59958.66421850558","113003.0","350109.0"
"OperationGetNeighborEdgeConditional-in","4.697732662E7","2.3361671780223712E7","143642.0","1.16026167E8"
"OperationGetFirstNeighbor-both","234544.88","47411.8613417107","136528.0","371092.0"
"OperationGetAllNeighbors-both","239644.87","63520.63771242461","132723.0","550718.0"
"OperationGetNeighborEdgeConditional-both","6.081468957E7","2.6490858454618506E7","8221569.0","1.49398507E8"
"OperationGetFirstNeighbor-out-withlabel","220875.51","45124.678203726835","118444.0","396120.0"
"OperationGetAllNeighbors-out-withlabel","227377.14","62534.03210780831","118676.0","522471.0"
"OperationGetNeighborEdgeConditional-out-withlabel","1.207340409E7","9135719.42150686","351916.0","6.8168836E7"
"OperationGetFirstNeighbor-in-withlabel","220845.75","58996.68319717219","122678.0","565151.0"
"OperationGetAllNeighbors-in-withlabel","218032.37","46102.47795805666","118606.0","369830.0"
"OperationGetNeighborEdgeConditional-in-withlabel","4.880772358E7","2.0488025671591368E7","4332014.0","1.15323455E8"
"OperationGetFirstNeighbor-both-withlabel","207472.52","47220.000824964","100602.0","334036.0"
"OperationGetAllNeighbors-both-withlabel","233984.79","56429.57844061836","133641.0","484283.0"
"OperationGetNeighborEdgeConditional-both-withlabel","5.554975616E7","2.3109889113175694E7","1.6206085E7","1.26807157E8"
"OperationGetKHopNeighbors-out-1","208617.38","45380.29801836476","117065.0","342048.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","1.125874883E7","7129151.206992959","196710.0","4.6142794E7"
"OperationGetKHopNeighbors-out-2","854726.74","389277.62612152845","147290.0","2181458.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","2.125856877E7","8444793.259121722","6653457.0","4.5178664E7"
"OperationGetKHopNeighbors-out-3","5180303.36","7841555.78692876","193769.0","7.4979925E7"
"OperationGetKHopNeighborsEdgeConditional-out-3","3.041795945E7","1.781430152385957E7","118961.0","1.54688631E8"
"OperationGetKHopNeighbors-out-4","1.497340573E7","1.121134572974521E7","106787.0","8.0205453E7"
"OperationGetKHopNeighborsEdgeConditional-out-4","4.144204953E7","1.7753114880203348E7","140478.0","1.05012259E8"
"OperationGetKHopNeighbors-out-5","7.369322196E7","3.332562360838792E7","1.2361768E7","1.54283609E8"
"OperationGetKHopNeighborsEdgeConditional-out-5","4.657129029E7","2.034558976694891E7","76443.0","1.46471264E8"
"OperationGetKHopNeighbors-in-1","97099.2","50691.80115876728","16489.0","459472.0"
"OperationGetKHopNeighborsEdgeConditional-in-1","5.03894784E7","2.2087805453276925E7","1.3363875E7","1.18817818E8"
"OperationGetKHopNeighbors-in-2","459929.57","168132.2425618748","138169.0","813384.0"
"OperationGetKHopNeighborsEdgeConditional-in-2","8.616054466E7","2.319545831930105E7","3.1850744E7","1.40425589E8"
"OperationGetKHopNeighbors-in-3","2967567.0","4132632.680112497","273068.0","4.0702633E7"
"OperationGetKHopNeighborsEdgeConditional-in-3","1.2701318009E8","3.595119768318291E7","3.1585397E7","2.371213E8"
"OperationGetKHopNeighbors-in-4","1.301354379E7","6803937.858626008","2962589.0","5.81968E7"
"OperationGetKHopNeighborsEdgeConditional-in-4","1.6666864129E8","4.004609808405742E7","9.4882948E7","2.70384983E8"
"OperationGetKHopNeighbors-in-5","6.601919324E7","2.9134928440188084E7","1.3146592E7","1.8835892E8"
"OperationGetKHopNeighborsEdgeConditional-in-5","2.0231516891E8","3.767811041729259E7","5.7719408E7","2.96679406E8"
"OperationGetKHopNeighbors-both-1","115679.94","49689.969678159396","51454.0","476570.0"
"OperationGetKHopNeighborsEdgeConditional-both-1","5.192818021E7","2.45407169033645E7","5409341.0","1.26634739E8"
"OperationGetKHopNeighbors-both-2","805946.73","337408.84863144474","302601.0","3311010.0"
"OperationGetKHopNeighborsEdgeConditional-both-2","9.68315076E7","3.677099836246568E7","2.9187377E7","3.36618195E8"
"OperationGetKHopNeighbors-both-3","9377031.42","5308516.412790405","2473608.0","5.5267389E7"
"OperationGetKHopNeighborsEdgeConditional-both-3","1.0774963732E8","3.5758518869608454E7","3.4234836E7","1.90820342E8"
"OperationGetKHopNeighbors-both-4","9.959655183E7","3.2574911506837934E7","4.5631864E7","2.8756742E8"
"OperationGetKHopNeighborsEdgeConditional-both-4","1.1230286032E8","4.504614814606781E7","3.345571E7","2.69735094E8"
"OperationGetKHopNeighbors-both-5","1.87377805377E9","5.2519299667262065E8","6.88304215E8","3.506934102E9"
"OperationGetKHopNeighborsEdgeConditional-both-5","1.1516594688E8","5.037252583052326E7","3.3593871E7","2.51054205E8"
"OperationGetKHopNeighbors-out-withlabel-1","120416.07","38847.44010337231","28902.0","252142.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-1","8556888.09","6973591.879134653","160418.0","2.7542766E7"
"OperationGetKHopNeighbors-out-withlabel-2","442135.79","214171.44496829147","140748.0","1335261.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-2","1.489273352E7","9641132.945388937","303508.0","5.3005256E7"
"OperationGetKHopNeighbors-out-withlabel-3","2925582.48","3492306.6764009474","428050.0","3.4893886E7"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-3","2.148082746E7","1.1498846879974829E7","271574.0","6.5093181E7"
"OperationGetKHopNeighbors-out-withlabel-4","1.287398829E7","6842067.848068335","1557306.0","5.2091919E7"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-4","3.221891445E7","1.5664725640541071E7","371791.0","8.6132963E7"
"OperationGetKHopNeighbors-out-withlabel-5","5.842396401E7","2.7115591337547842E7","73705.0","1.18252348E8"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-5","3.500013368E7","1.7310969358757585E7","12267.0","9.41739E7"
"OperationGetKHopNeighbors-in-withlabel-1","112283.95","47882.87415650297","47880.0","486564.0"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-1","3.723294603E7","2.3099417193810854E7","53734.0","1.21273908E8"
"OperationGetKHopNeighbors-in-withlabel-2","448330.3","152277.8925665508","164559.0","1098896.0"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-2","5.83516497E7","2.7700586183680303E7","1.6606989E7","2.29245347E8"
"OperationGetKHopNeighbors-in-withlabel-3","2916954.93","4506040.636618958","371919.0","4.6771853E7"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-3","7.324757363E7","3.646161715347262E7","984767.0","2.58930316E8"
"OperationGetKHopNeighbors-in-withlabel-4","1.274775022E7","6542791.468785474","3104710.0","5.3302119E7"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-4","8.17462749E7","2.897396991202414E7","1.6840616E7","2.01390795E8"
"OperationGetKHopNeighbors-in-withlabel-5","6.730036397E7","2.8194739353730265E7","70360.0","1.24227056E8"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-5","7.93139457E7","2.9785713902583327E7","2.5048304E7","1.81006043E8"
"OperationGetKHopNeighbors-both-withlabel-1","119095.51","65354.1644629468","57934.0","581055.0"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-1","1.916526812E7","1.442463433094984E7","344029.0","7.8465471E7"
"OperationGetKHopNeighbors-both-withlabel-2","763892.97","244386.23024710108","322393.0","1398403.0"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-2","3.267719478E7","1.848024731053436E7","679297.0","1.02936528E8"
"OperationGetKHopNeighbors-both-withlabel-3","9237495.43","5030958.745493813","3034554.0","5.2409573E7"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-3","3.269272198E7","2.1117514874428004E7","794027.0","1.26642804E8"
"OperationGetKHopNeighbors-both-withlabel-4","9.295965086E7","2.8698389950229473E7","3.1227839E7","1.66341352E8"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-4","3.289172146E7","2.3091640483373046E7","628845.0","1.18155648E8"
"OperationGetKHopNeighbors-both-withlabel-5","1.81419695497E9","6.076045066299998E8","5.81068948E8","4.361102559E9"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-5","3.187716585E7","2.146139864709476E7","618935.0","1.00623706E8"
"OperationGetManyVertexProperties-name","5.88232755E8","0.0","5.88232755E8","5.88232755E8"
"OperationGetManyVertexProperties-age","6.66684694E8","0.0","6.66684694E8","6.66684694E8"
"OperationGetManyEdgeProperties-time","8.5785692E7","0.0","8.5785692E7","8.5785692E7"
"OperationGetManyVertexPropertySets","5.79390419E8","0.0","5.79390419E8","5.79390419E8"
