"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","7.237934463E9","0.0","7.237934463E9","7.237934463E9"
"OperationDoGC","1.4223985869444444E9","4.907923718485798E7","1.404824548E9","1.624184579E9"
"OperationGetManyVertices","195237.15","45924.95684077993","143722.0","303330.0"
"OperationGetManyEdges","307066.75","52488.16238855672","212775.0","381345.0"
"OperationGetFirstNeighbor-out","8618359.38","8338920.603739197","106146.0","5.1860908E7"
"OperationGetAllNeighbors-out","1.170626957E7","1.2649377239697607E7","132152.0","1.11278083E8"
"OperationGetNeighborEdgeConditional-out","2.031528909E7","1.3920488069296122E7","208245.0","6.673341E7"
"OperationGetFirstNeighbor-in","1.038580098E7","8452479.462295674","101342.0","4.1168611E7"
"OperationGetAllNeighbors-in","1.521817422E7","1.2646057163036905E7","177122.0","1.12139797E8"
"OperationGetNeighborEdgeConditional-in","3.996960914E7","2.401826128914799E7","225515.0","1.54591014E8"
"OperationGetFirstNeighbor-both","1.165183005E7","6779770.448482469","184294.0","2.7933262E7"
"OperationGetAllNeighbors-both","2.311026099E7","1.0076103805014879E7","3545629.0","5.5707834E7"
"OperationGetNeighborEdgeConditional-both","4.528682186E7","1.8781309581278816E7","8369117.0","1.01998126E8"
"OperationGetManyVertexProperties-name","7765975.98","1.3957808790756093E7","1695569.0","1.01289448E8"
"OperationGetManyVertexProperties-age","3737077.57","5201019.38043247","925987.0","4.2279762E7"
"OperationGetManyEdgeProperties-time","1.7457955021E8","4.921025419287782E7","8.9431853E7","3.61595802E8"
"OperationGetManyVertexPropertySets","4589461.71","3333824.681651029","1920463.0","2.2582302E7"
"OperationGetManyEdgePropertySets","9.180319009E7","3.008650094111407E7","3.1911535E7","1.60674796E8"
"OperationShutdownGraph","2.74277129E8","0.0","2.74277129E8","2.74277129E8"
