"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","1.04336253E8","0.0","1.04336253E8","1.04336253E8"
"OperationDoGC","1.4152789467777777E9","3.1573085246962857E7","1.402070026E9","1.544809812E9"
"OperationGetManyVertices","112960.36","17814.95219949804","56424.0","162271.0"
"OperationGetManyEdges","116295.01","30569.50514990224","57726.0","216457.0"
"OperationGetFirstNeighbor-out","92263.58","20116.609833259685","66807.0","167344.0"
"OperationGetAllNeighbors-out","101688.88","16406.84038520519","72074.0","135298.0"
"OperationGetNeighborEdgeConditional-out","130663.09","34016.79041152913","74312.0","258945.0"
"OperationGetFirstNeighbor-in","95526.72","20557.72462607669","65928.0","162705.0"
"OperationGetAllNeighbors-in","108285.97","16966.182088764108","84019.0","185916.0"
"OperationGetNeighborEdgeConditional-in","145201.88","34687.77327511236","73898.0","355043.0"
"OperationGetFirstNeighbor-both","116472.92","17422.542050274984","87328.0","167387.0"
"OperationGetAllNeighbors-both","137539.1","24353.06683007296","105733.0","223708.0"
"OperationGetNeighborEdgeConditional-both","190230.54","39391.142734228975","115078.0","285982.0"
"OperationGetManyVertexProperties-name","1719325.77","265707.08802393114","799498.0","2861847.0"
"OperationGetManyVertexProperties-age","1320036.03","165700.4282715319","664811.0","1581452.0"
"OperationGetManyEdgeProperties-time","1288348.79","382821.21633042477","652775.0","1747049.0"
"OperationGetManyVertexPropertySets","2593701.04","514567.2599442744","1354794.0","3923540.0"
"OperationGetManyEdgePropertySets","1176544.45","244623.44156075377","646719.0","1561979.0"
"OperationShutdownGraph","2.16799192E8","0.0","2.16799192E8","2.16799192E8"
