"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","9.1918089E7","0.0","9.1918089E7","9.1918089E7"
"OperationDoGC","1.5410289881182795E9","6641518.092597699","1.528310247E9","1.573784512E9"
"OperationGetManyVertices","22106.89","2995.707241687679","11693.0","33914.0"
"OperationGetManyEdges","25075.9","4955.124893481496","14459.0","53132.0"
"OperationGetFirstNeighbor-out","144070.8","36092.72651851062","20939.0","243385.0"
"OperationGetAllNeighbors-out","148019.39","52672.04180699567","25961.0","278340.0"
"OperationGetNeighborEdgeConditional-out","267839.92","330291.11930788227","20561.0","3213590.0"
"OperationGetFirstNeighbor-in","112560.06","60238.87522934338","20027.0","245857.0"
"OperationGetAllNeighbors-in","110932.71","62779.88089910572","25163.0","236379.0"
"OperationGetNeighborEdgeConditional-in","238661.44","66427.01244137359","84595.0","402005.0"
"OperationGetFirstNeighbor-both","91728.32","66544.50892761626","20404.0","333161.0"
"OperationGetAllNeighbors-both","80988.14","58437.99718419858","26293.0","217223.0"
"OperationGetNeighborEdgeConditional-both","247865.39","143530.13882247137","56255.0","962528.0"
"OperationGetFirstNeighbor-out-withlabel","91674.81","66568.578290466","26776.0","237436.0"
"OperationGetAllNeighbors-out-withlabel","87355.33","65434.82711370986","28433.0","246361.0"
"OperationGetNeighborEdgeConditional-out-withlabel","153897.89","109622.99465868417","29056.0","573947.0"
"OperationGetFirstNeighbor-in-withlabel","80589.66","66281.83894811911","26577.0","266887.0"
"OperationGetAllNeighbors-in-withlabel","75796.97","57233.17220938482","30046.0","218645.0"
"OperationGetNeighborEdgeConditional-in-withlabel","203061.51","80296.74963801398","59463.0","432153.0"
"OperationGetFirstNeighbor-both-withlabel","69710.49","57326.8108096892","27495.0","210168.0"
"OperationGetAllNeighbors-both-withlabel","84483.99","65060.12710723752","35677.0","342118.0"
"OperationGetNeighborEdgeConditional-both-withlabel","225891.53","100334.96928603257","64256.0","478426.0"
"OperationGetKHopNeighbors-out-1","45120.49","46570.42860152675","18067.0","252912.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","106736.83","118114.23053096142","16717.0","652970.0"
"OperationGetKHopNeighbors-out-2","107853.82","123167.64605986266","17381.0","674061.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","112623.69","98050.37124414113","15857.0","557020.0"
"OperationGetKHopNeighbors-out-3","192126.29","554585.6315832082","17508.0","5114103.0"
"OperationGetKHopNeighborsEdgeConditional-out-3","95756.03","79377.83180327552","16869.0","433260.0"
"OperationGetKHopNeighbors-out-4","180780.79","459095.574601679","17214.0","3177156.0"
"OperationGetKHopNeighborsEdgeConditional-out-4","84900.51","83051.81397254307","17231.0","613730.0"
"OperationGetKHopNeighbors-out-5","256958.94","555981.9335266897","15637.0","2527643.0"
"OperationGetKHopNeighborsEdgeConditional-out-5","73863.41","64584.06190401699","12623.0","383778.0"
"OperationGetKHopNeighbors-in-1","25097.97","3896.2610037188215","18643.0","45958.0"
"OperationGetKHopNeighborsEdgeConditional-in-1","73959.01","32276.163115059077","31090.0","144035.0"
"OperationGetKHopNeighbors-in-2","45606.09","8623.597342287032","28436.0","66208.0"
"OperationGetKHopNeighborsEdgeConditional-in-2","114725.86","39210.983784143944","36364.0","227660.0"
"OperationGetKHopNeighbors-in-3","116208.96","29069.472869978228","39577.0","199949.0"
"OperationGetKHopNeighborsEdgeConditional-in-3","112491.25","42587.613880886776","35672.0","208412.0"
"OperationGetKHopNeighbors-in-4","246723.31","70255.99091688836","42722.0","407587.0"
"OperationGetKHopNeighborsEdgeConditional-in-4","126897.37","48332.61446076655","53034.0","240280.0"
"OperationGetKHopNeighbors-in-5","316067.54","137042.14739870507","43557.0","713594.0"
"OperationGetKHopNeighborsEdgeConditional-in-5","91520.54","32656.797011470677","55733.0","205446.0"
"OperationGetKHopNeighbors-both-1","27067.27","6437.801251755135","16701.0","48731.0"
"OperationGetKHopNeighborsEdgeConditional-both-1","70940.58","33340.49875067258","31223.0","260673.0"
"OperationGetKHopNeighbors-both-2","102685.93","46697.74286756373","39424.0","263681.0"
"OperationGetKHopNeighborsEdgeConditional-both-2","133518.75","75188.87091137558","43970.0","471042.0"
"OperationGetKHopNeighbors-both-3","757764.61","330985.7512168733","272541.0","1832351.0"
"OperationGetKHopNeighborsEdgeConditional-both-3","154467.99","72933.59324405936","55521.0","451198.0"
"OperationGetKHopNeighbors-both-4","3002467.74","635974.8334040996","1327653.0","4012703.0"
"OperationGetKHopNeighborsEdgeConditional-both-4","180141.94","82814.40951994043","62532.0","428667.0"
"OperationGetKHopNeighbors-both-5","3952189.5","281847.05661721923","2125934.0","4068811.0"
"OperationGetKHopNeighborsEdgeConditional-both-5","190935.51","90631.97111830846","67095.0","492717.0"
"OperationGetKHopNeighbors-out-withlabel-1","26352.71","7034.969020962354","16953.0","64573.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-1","29817.72","12587.970977945575","14193.0","104148.0"
"OperationGetKHopNeighbors-out-withlabel-2","39207.7","32920.01898495805","15243.0","281849.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-2","35647.01","15963.934375018582","14791.0","98549.0"
"OperationGetKHopNeighbors-out-withlabel-3","111538.46","218745.75139514913","15571.0","1308915.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-3","45586.07","31556.831861660314","14586.0","159429.0"
"OperationGetKHopNeighbors-out-withlabel-4","114619.38","223936.22106384573","16811.0","1650174.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-4","42474.69","32777.788958285455","14664.0","218045.0"
