"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","4.5224202E8","0.0","4.5224202E8","4.5224202E8"
"OperationDoGC","1.411295653E9","4.459750207520219E7","1.394612615E9","1.571768256E9"
"OperationGetManyVertices","159343.48","43681.63662009014","100690.0","259172.0"
"OperationGetManyEdges","227728.16","23053.970676098288","136600.0","321761.0"
"OperationGetFirstNeighbor-out","130473.5","16321.804849648215","90143.0","176415.0"
"OperationGetAllNeighbors-out","122569.17","17062.530983447326","93262.0","166103.0"
"OperationGetFirstNeighbor-in","125744.93","21098.745499794535","92531.0","182523.0"
"OperationGetAllNeighbors-in","130070.68","17955.97048609738","98159.0","182409.0"
"OperationGetFirstNeighbor-both","151423.26","25979.642038958118","121359.0","268595.0"
"OperationGetAllNeighbors-both","165533.96","29426.44178623029","115625.0","265476.0"
"OperationGetManyVertexProperties-title","2495708.61","268486.47058039607","1513400.0","3491001.0"
"OperationGetManyVertexProperties-salesrank","1921100.37","206662.3935330593","1043033.0","2617669.0"
"OperationGetManyVertexProperties-group","1786664.65","366630.5918554635","915772.0","2716678.0"
"OperationGetManyVertexPropertySets","4905466.06","624511.0958152437","2457443.0","5601333.0"
"OperationShutdownGraph","1.63573706E8","0.0","1.63573706E8","1.63573706E8"
