"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","4.60436239E8","0.0","4.60436239E8","4.60436239E8"
"OperationDoGC","1.3902409386666667E9","4558243.5483058235","1.386454208E9","1.404603851E9"
"OperationGetKHopNeighbors-out-1","125076.34","17539.366513201097","90223.0","182510.0"
"OperationGetKHopNeighbors-out-2","257449.44","55777.689377800525","71351.0","358671.0"
"OperationGetKHopNeighbors-out-3","412730.48","135037.14130182704","108464.0","760261.0"
"OperationGetKHopNeighbors-out-4","778322.29","344314.6314697154","87444.0","1781600.0"
"OperationGetKHopNeighbors-out-5","1625900.49","817377.6177429805","298583.0","4111010.0"
"OperationGetKHopNeighbors-in-1","120802.95","17131.179298796098","86196.0","169515.0"
"OperationGetKHopNeighbors-in-2","285668.02","104422.70273661565","146531.0","683310.0"
"OperationGetKHopNeighbors-in-3","491911.5","600205.1006752525","161675.0","4561399.0"
"OperationGetKHopNeighbors-in-4","694688.67","460498.0918785018","216819.0","2830897.0"
"OperationGetKHopNeighbors-in-5","1367954.89","1347585.543459768","265016.0","9132607.0"
"OperationGetKHopNeighbors-both-1","131170.91","20294.518586601163","98598.0","180948.0"
"OperationGetKHopNeighbors-both-2","463634.33","237498.0039995728","172763.0","1486475.0"
"OperationGetKHopNeighbors-both-3","1712894.26","2372631.24603545","277327.0","1.6025746E7"
"OperationGetKHopNeighbors-both-4","6261991.41","5437811.315701237","319708.0","2.8906334E7"
"OperationGetKHopNeighbors-both-5","2.546243884E7","2.943793841609735E7","750584.0","1.50705772E8"
"OperationLocalClusteringCoefficient","483964.94","180016.73160041653","213346.0","1116155.0"
"OperationShutdownGraph","8.839802E7","0.0","8.839802E7","8.839802E7"
