"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","3.1993912E8","0.0","3.1993912E8","3.1993912E8"
"OperationDoGC","2.0028281096285715E9","1.762799019536143E8","1.519234823E9","2.376913492E9"
"OperationGetManyVertices","99277.0","0.0","99277.0","99277.0"
"OperationGetManyEdges","152239.0","0.0","152239.0","152239.0"
"OperationGetFirstNeighbor-out","63460.55","20736.973518995004","31793.0","146743.0"
"OperationGetAllNeighbors-out","73512.34","19157.67567228342","36536.0","136829.0"
"OperationGetFirstNeighbor-in","67077.73","18553.68258101609","28020.0","126946.0"
"OperationGetAllNeighbors-in","71299.02","25066.585772290568","33833.0","163941.0"
"OperationGetFirstNeighbor-both","60587.25","19247.7543143999","29227.0","135668.0"
"OperationGetAllNeighbors-both","70871.71","21645.835052173436","35404.0","169702.0"
"OperationGetKHopNeighbors-out-1","57751.01","22922.928169627452","26629.0","157127.0"
"OperationGetKHopNeighbors-out-2","229101.51","185161.14032644624","40195.0","1391655.0"
"OperationGetKHopNeighbors-out-3","492541.45","287477.6494685587","38621.0","1817855.0"
"OperationGetKHopNeighbors-out-4","749367.49","514156.2042348706","37089.0","2168552.0"
"OperationGetKHopNeighbors-out-5","1399249.33","958111.7220275832","37855.0","4353501.0"
"OperationGetKHopNeighbors-in-1","47734.45","15277.652316619206","27389.0","103377.0"
"OperationGetKHopNeighbors-in-2","123860.84","77909.52783167409","38367.0","468101.0"
"OperationGetKHopNeighbors-in-3","239192.05","144691.20038373963","48711.0","982264.0"
"OperationGetKHopNeighbors-in-4","551976.42","879818.3400104726","81478.0","7617976.0"
"OperationGetKHopNeighbors-in-5","812910.09","1426501.8681556156","84382.0","8585975.0"
"OperationGetKHopNeighbors-both-1","45723.33","17314.6609467555","19533.0","102104.0"
"OperationGetKHopNeighbors-both-2","157494.11","105704.78420354445","35340.0","856062.0"
"OperationGetKHopNeighbors-both-3","930105.47","902455.7841405246","73149.0","5063944.0"
"OperationGetKHopNeighbors-both-4","3855561.65","5079296.506967403","168559.0","2.9228878E7"
"OperationGetKHopNeighbors-both-5","1.23318032E7","1.5578622436779324E7","205742.0","1.22120266E8"
"OperationGetManyVertexProperties-title","3.7843586E7","0.0","3.7843586E7","3.7843586E7"
"OperationGetManyVertexProperties-salesrank","3.0731187E7","0.0","3.0731187E7","3.0731187E7"
"OperationGetManyVertexProperties-group","1.7226761E7","0.0","1.7226761E7","1.7226761E7"
"OperationGetManyVertexPropertySets","1.5001231E7","0.0","1.5001231E7","1.5001231E7"
"OperationGetVerticesUsingKeyIndex-_original_id","1036075.29","4596963.521336773","306917.0","4.6730164E7"
"OperationGetVerticesUsingKeyIndex-title","760119.89","180528.40606989778","363891.0","1211887.0"
"OperationGetVerticesUsingKeyIndex-salesrank","547012.7010309278","123497.1289413899","363821.0","771044.0"
"OperationGetVerticesUsingKeyIndex-group","2.26486521E8","2.555552505542586E8","3.8495786E7","6.61089791E8"
"OperationGetShortestPath","1.45020294987E9","8.220868312734241E8","1.4806401E7","2.684749482E9"
"OperationLocalClusteringCoefficient","122796.14","97390.04643935847","37972.0","815677.0"
"OperationShutdownGraph","5.47159285E8","0.0","5.47159285E8","5.47159285E8"
