operation                                                   neo-mean (ms)   neo-stdev (ms)  neo-min (ms)    neo-max (ms)    
OperationOpenGraph                                                337.277            0.000       337.277         337.277    
OperationDoGC                                                    2417.562          238.578      1538.467        2652.280    
OperationGetManyVertices                                            0.264            0.000         0.264           0.264    
OperationGetManyEdges                                               0.378            0.000         0.378           0.378    
OperationGetFirstNeighbor-out                                       0.189            0.054         0.100           0.359    
OperationGetAllNeighbors-out                                        0.169            0.047         0.115           0.455    
OperationGetNeighborEdgeConditional-out                             9.387            5.457         0.806          29.247    
OperationGetFirstNeighbor-in                                        0.196            0.062         0.100           0.677    
OperationGetAllNeighbors-in                                         0.175            0.038         0.097           0.440    
OperationGetNeighborEdgeConditional-in                             39.034           17.035         5.273          91.618    
OperationGetFirstNeighbor-both                                      0.165            0.033         0.080           0.261    
OperationGetAllNeighbors-both                                       0.174            0.047         0.083           0.522    
OperationGetNeighborEdgeConditional-both                           46.746           20.932        12.163         116.108    
OperationGetFirstNeighbor-out-withlabel                             0.172            0.094         0.099           1.006    
OperationGetAllNeighbors-out-withlabel                              0.164            0.036         0.083           0.264    
OperationGetNeighborEdgeConditional-out-withlabel                   9.695            6.511         0.375          29.668    
OperationGetFirstNeighbor-in-withlabel                              0.148            0.025         0.086           0.225    
OperationGetAllNeighbors-in-withlabel                               0.166            0.050         0.098           0.461    
OperationGetNeighborEdgeConditional-in-withlabel                   40.119           24.434         0.132         179.369    
OperationGetFirstNeighbor-both-withlabel                            0.162            0.044         0.096           0.465    
OperationGetAllNeighbors-both-withlabel                             0.374            2.121         0.103          21.480    
OperationGetNeighborEdgeConditional-both-withlabel                 50.073           20.309        13.779         109.764    
OperationGetKHopNeighbors-out-1                                     0.503            2.047         0.042          14.588    
OperationGetKHopNeighborsEdgeConditional-out-1                      9.467            6.066         0.288          33.217    
OperationGetKHopNeighbors-out-2                                     1.921            4.278         0.150          22.237    
OperationGetKHopNeighborsEdgeConditional-out-2                     17.464           11.048         0.728          77.058    
OperationGetKHopNeighbors-out-3                                     8.015            8.710         0.100          42.368    
OperationGetKHopNeighborsEdgeConditional-out-3                     51.936           57.599         0.102         430.488    
OperationGetKHopNeighbors-out-4                                    56.256           45.265         0.065         275.395    
OperationGetKHopNeighborsEdgeConditional-out-4                     35.528           15.841         0.082          91.539    
OperationGetKHopNeighbors-out-5                                    35.779           24.568         5.422         163.801    
OperationGetKHopNeighborsEdgeConditional-out-5                     40.398           14.701         0.018          86.752    
OperationGetKHopNeighbors-in-1                                      0.063            0.018         0.017           0.120    
OperationGetKHopNeighborsEdgeConditional-in-1                      38.317           21.996         2.717         114.987    
OperationGetKHopNeighbors-in-2                                      0.225            0.091         0.037           0.527    
OperationGetKHopNeighborsEdgeConditional-in-2                      73.521           23.975        22.854         145.677    
OperationGetKHopNeighbors-in-3                                      1.557            4.155         0.022          42.605    
OperationGetKHopNeighborsEdgeConditional-in-3                     104.170           33.155         0.055         191.358    
OperationGetKHopNeighbors-in-4                                      7.117            4.899         0.734          47.061    
OperationGetKHopNeighborsEdgeConditional-in-4                     120.732           37.959        30.028         233.511    
OperationGetKHopNeighbors-in-5                                     27.280           13.014         4.289          85.098    
OperationGetKHopNeighborsEdgeConditional-in-5                     141.391           37.496        71.444         253.325    
OperationGetKHopNeighbors-both-1                                    0.518            4.388         0.026          44.161    
OperationGetKHopNeighborsEdgeConditional-both-1                    37.898           21.110         2.694         145.633    
OperationGetKHopNeighbors-both-2                                    0.485            0.150         0.171           0.834    
OperationGetKHopNeighborsEdgeConditional-both-2                    63.113           20.251        21.283         126.612    
OperationGetKHopNeighbors-both-3                                    4.917            4.235         1.623          44.577    
OperationGetKHopNeighborsEdgeConditional-both-3                    70.345           25.989        19.905         141.061    
OperationGetKHopNeighbors-both-4                                   47.479           14.957        16.216          99.865    
OperationGetKHopNeighborsEdgeConditional-both-4                    72.423           36.386         8.518         211.908    
OperationGetKHopNeighbors-both-5                                  735.563          236.008       253.815        1441.852    
OperationGetKHopNeighborsEdgeConditional-both-5                    62.219           29.294        12.802         180.974    
OperationGetKHopNeighbors-out-withlabel-1                           0.084            0.030         0.024           0.291    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-1            4.659            6.602         0.084          30.956    
OperationGetKHopNeighbors-out-withlabel-2                           0.280            0.136         0.045           0.645    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-2            9.432            7.701         0.051          37.914    
OperationGetKHopNeighbors-out-withlabel-3                           1.703            3.531         0.079          36.250    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-3           13.616           11.280         0.172          66.631    
OperationGetKHopNeighbors-out-withlabel-4                           7.430            4.343         1.104          36.124    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-4           16.987           16.942         0.035         124.963    
OperationGetKHopNeighbors-out-withlabel-5                          29.226           14.964         0.053          66.164    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-5           20.127           13.640         0.036          74.968    
OperationGetKHopNeighbors-in-withlabel-1                            0.066            0.053         0.024           0.430    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-1            18.763           19.364         0.084          90.910    
OperationGetKHopNeighbors-in-withlabel-2                            0.271            0.091         0.099           0.544    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-2            31.471           19.469         0.292         101.466    
OperationGetKHopNeighbors-in-withlabel-3                            1.062            0.528         0.135           3.069    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-3            32.773           18.585         0.824          86.037    
OperationGetKHopNeighbors-in-withlabel-4                            7.072            4.872         1.459          46.659    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-4            23.785           16.472         0.374          80.788    
OperationGetKHopNeighbors-in-withlabel-5                           28.678           11.945         0.049          78.514    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-5            20.031           16.116         0.615          83.913    
OperationGetKHopNeighbors-both-withlabel-1                          0.071            0.050         0.031           0.457    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-1           5.242            8.130         0.184          32.146    
OperationGetKHopNeighbors-both-withlabel-2                          0.413            0.144         0.197           0.877    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-2           7.553           10.930         0.250          66.168    
OperationGetKHopNeighbors-both-withlabel-3                          5.364            4.229         1.701          43.902    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-3           5.943            9.386         0.352          52.266    
OperationGetKHopNeighbors-both-withlabel-4                         46.655           12.787         8.533          81.317    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-4           5.907            8.705         0.365          51.129    
OperationGetKHopNeighbors-both-withlabel-5                        744.301          287.443       109.755        1443.225    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-5           4.788            7.217         0.390          43.130    
OperationGetManyVertexProperties-name                             595.682            0.000       595.682         595.682    
OperationGetManyVertexProperties-age                              502.213            0.000       502.213         502.213    
OperationGetManyEdgeProperties-time                                25.324            0.000        25.324          25.324    
OperationGetManyVertexPropertySets                                489.636            0.000       489.636         489.636    
