"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","2.249087348E9","0.0","2.249087348E9","2.249087348E9"
"OperationDoGC","1.4123513244444444E9","3.9450018643679984E7","1.398151851E9","1.574370553E9"
"OperationGetManyVertices","186847.19","51355.8347420612","122158.0","372929.0"
"OperationGetManyEdges","243535.04","40113.06703704417","156279.0","300035.0"
"OperationGetFirstNeighbor-out","131613.52","24883.1955240801","85661.0","214253.0"
"OperationGetAllNeighbors-out","145759.22","28926.791962670177","79557.0","221362.0"
"OperationGetNeighborEdgeConditional-out","236336.75","122587.7868860006","100792.0","637387.0"
"OperationGetFirstNeighbor-in","117276.02","21072.144583302386","93921.0","210346.0"
"OperationGetAllNeighbors-in","168483.22","22874.783996173603","116887.0","229602.0"
"OperationGetNeighborEdgeConditional-in","224612.07","42577.639072699894","162885.0","342041.0"
"OperationGetFirstNeighbor-both","159528.42","29755.01788041136","120113.0","248623.0"
"OperationGetAllNeighbors-both","232792.17","37599.984229000685","159462.0","338122.0"
"OperationGetNeighborEdgeConditional-both","375588.41","115636.79388465377","197504.0","707380.0"
"OperationGetManyVertexProperties-name","2282611.03","559065.5141235141","1192638.0","4328211.0"
"OperationGetManyVertexProperties-age","1992059.83","457718.913204142","967759.0","3652299.0"
"OperationGetManyEdgeProperties-time","2140993.07","680469.7792642998","1137604.0","3525292.0"
"OperationGetManyVertexPropertySets","3538191.57","63802.25328187948","3332261.0","3886763.0"
"OperationGetManyEdgePropertySets","1983082.27","442170.30357856135","1075695.0","2840449.0"
"OperationShutdownGraph","1.64246783E8","0.0","1.64246783E8","1.64246783E8"
