"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","2.4388584916E10","0.0","2.4388584916E10","2.4388584916E10"
"OperationDoGC","1.4105154126666667E9","3.8961450646562524E7","1.396553183E9","1.570530271E9"
"OperationGetManyVertices","324547.45","37263.55038220996","212784.0","385787.0"
"OperationGetManyEdges","442274.86","69932.12555171193","290618.0","562430.0"
"OperationGetFirstNeighbor-out","2.206163972E7","1.4113188071560992E7","148903.0","1.23062431E8"
"OperationGetAllNeighbors-out","3.131330412E7","1.8013837763847683E7","129210.0","1.05615137E8"
"OperationGetNeighborEdgeConditional-out","9.198173994E7","8.027227595721212E7","92468.0","4.17077418E8"
"OperationGetFirstNeighbor-in","1.504122398E7","1.6392196897528805E7","138831.0","1.63593981E8"
"OperationGetAllNeighbors-in","2.954202366E7","1.1547753801279219E7","199550.0","9.4208631E7"
"OperationGetNeighborEdgeConditional-in","4.35480473E7","1.790302952301368E7","321140.0","1.63098752E8"
"OperationGetFirstNeighbor-both","2.620908651E7","1.4331857727937562E7","187413.0","1.11482038E8"
"OperationGetAllNeighbors-both","5.727090086E7","1.7927575236378763E7","5471406.0","9.2919549E7"
"OperationGetNeighborEdgeConditional-both","1.0444677865E8","7.834747373306473E7","8848465.0","5.77171802E8"
"OperationGetManyVertexProperties-name","5.4803695901E8","1.8394506007992846E8","3.56927529E8","1.483883798E9"
"OperationGetManyVertexProperties-age","4.0051754597E8","1.7816389614517075E8","1.5622684E8","1.005534335E9"
"OperationGetManyEdgeProperties-time","7.748792569E8","1.2982807479883285E8","5.57609203E8","1.120714223E9"
"OperationGetManyVertexPropertySets","3.2681430603E8","7.644849435738555E7","1.87179402E8","5.18793231E8"
"OperationGetManyEdgePropertySets","5.5438777873E8","5.767771643735394E7","4.2616765E8","7.22235346E8"
"OperationShutdownGraph","2.31158675E8","0.0","2.31158675E8","2.31158675E8"
