"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","2.4363361178E10","0.0","2.4363361178E10","2.4363361178E10"
"OperationDoGC","1.4096766162857144E9","9348551.505396884","1.400174461E9","1.480204463E9"
"OperationGetManyVertices","364315.0","0.0","364315.0","364315.0"
"OperationGetManyEdges","489597.0","0.0","489597.0","489597.0"
"OperationGetFirstNeighbor-out","1.791458879E7","1.072996875201097E7","105560.0","4.8756499E7"
"OperationGetAllNeighbors-out","3.01644852E7","1.8348746684854757E7","123049.0","8.9825649E7"
"OperationGetNeighborEdgeConditional-out","8.587618564E7","9.884890385963543E7","147544.0","7.48336724E8"
"OperationGetFirstNeighbor-in","1.214878075E7","6317269.537660999","150220.0","2.9711493E7"
"OperationGetAllNeighbors-in","2.561434092E7","1.0879950274856213E7","222659.0","7.4088663E7"
"OperationGetNeighborEdgeConditional-in","3.862397913E7","1.5205952296179123E7","334304.0","7.9085912E7"
"OperationGetFirstNeighbor-both","2.080946555E7","1.26633341302059E7","178675.0","6.4312513E7"
"OperationGetAllNeighbors-both","4.825741039E7","2.1119082152319804E7","312003.0","8.5699595E7"
"OperationGetNeighborEdgeConditional-both","1.0896835174E8","8.096339468402095E7","6096117.0","4.31012296E8"
"OperationGetFirstNeighbor-out-withlabel","1.514026716E7","1.0518129133610237E7","99733.0","5.9858867E7"
"OperationGetAllNeighbors-out-withlabel","1.289535395E7","9693205.0631988","83208.0","6.604802E7"
"OperationGetNeighborEdgeConditional-out-withlabel","3.699694719E7","4.857330209342148E7","103203.0","2.45920509E8"
"OperationGetFirstNeighbor-in-withlabel","1.318794936E7","9513157.13349391","144478.0","8.3055735E7"
"OperationGetAllNeighbors-in-withlabel","1.197323643E7","8184895.288572744","119422.0","7.2642716E7"
"OperationGetNeighborEdgeConditional-in-withlabel","1.87220432E7","1.000216165387733E7","255477.0","7.7311247E7"
"OperationGetFirstNeighbor-both-withlabel","2.498769572E7","1.1243636044322135E7","6105792.0","7.6929717E7"
"OperationGetAllNeighbors-both-withlabel","2.389661892E7","1.2395309055790517E7","186768.0","8.8403864E7"
"OperationGetNeighborEdgeConditional-both-withlabel","4.561883059E7","3.417445933293701E7","262381.0","1.6915418E8"
"OperationGetKHopNeighbors-out-1","2.548767961E7","1.4405983394879451E7","124267.0","6.9451179E7"
"OperationGetKHopNeighborsEdgeConditional-out-1","5.327061542E7","6.1112872387958065E7","100128.0","3.13493508E8"
"OperationGetKHopNeighbors-out-2","1.3009619795E8","1.9481439770584515E8","171303.0","1.052897296E9"
"OperationGetKHopNeighborsEdgeConditional-out-2","1.036546299E8","9.344156668980174E7","139872.0","3.96630727E8"
"OperationGetKHopNeighbors-out-3","4.7835891543E8","1.3144507684349048E9","122991.0","1.0408875988E10"
"OperationGetKHopNeighborsEdgeConditional-out-3","8.467979669E7","9.206540274645704E7","99079.0","4.02614192E8"
