"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","2.24822978E8","0.0","2.24822978E8","2.24822978E8"
"OperationDoGC","1.3982373385428572E9","4.78473545041331E7","1.383163447E9","1.674606487E9"
"OperationGetManyVertices","375104.0","0.0","375104.0","375104.0"
"OperationGetManyEdges","444801.0","0.0","444801.0","444801.0"
"OperationGetFirstNeighbor-out","123721.21","18382.09403484543","96814.0","179739.0"
"OperationGetAllNeighbors-out","132475.75","19363.964237921427","79841.0","208349.0"
"OperationGetFirstNeighbor-in","123024.76","16563.626622282933","97016.0","181770.0"
"OperationGetAllNeighbors-in","128899.7","20066.18460370581","97635.0","187375.0"
"OperationGetFirstNeighbor-both","159925.52","23458.4745004785","112126.0","218314.0"
"OperationGetAllNeighbors-both","165229.69","24260.410371094298","118818.0","225430.0"
"OperationGetKHopNeighbors-out-1","123934.03","20851.45614601292","91129.0","186254.0"
"OperationGetKHopNeighbors-out-2","285696.01","91175.47865632457","106421.0","487547.0"
"OperationGetKHopNeighbors-out-3","724951.86","350256.6162046342","99239.0","1740314.0"
"OperationGetKHopNeighbors-out-4","1683968.82","1205928.8360055445","96103.0","5985138.0"
"OperationGetKHopNeighbors-out-5","4292271.31","3748251.3788021333","93139.0","1.7511848E7"
"OperationGetKHopNeighbors-in-1","130733.95","30004.34556439283","72232.0","224708.0"
"OperationGetKHopNeighbors-in-2","364978.43","382739.3726215075","112465.0","2245091.0"
"OperationGetKHopNeighbors-in-3","915245.96","1592346.1603132086","182681.0","1.3880658E7"
"OperationGetKHopNeighbors-in-4","1848350.0","2306517.816521576","191583.0","1.361355E7"
"OperationGetKHopNeighbors-in-5","3626087.81","4835264.616752889","187090.0","2.8751192E7"
"OperationGetKHopNeighbors-both-1","151176.65","22436.927639663583","106809.0","194182.0"
"OperationGetKHopNeighbors-both-2","718002.72","723383.2708177882","130832.0","6096392.0"
"OperationGetKHopNeighbors-both-3","7913964.37","1.1226078210782278E7","326473.0","6.8117222E7"
"OperationGetKHopNeighbors-both-4","4.741996968E7","6.917766359851371E7","794397.0","4.47781875E8"
"OperationGetKHopNeighbors-both-5","3.2795566428E8","4.6324392106019527E8","1261661.0","3.444519886E9"
"OperationGetManyVertexProperties-title","5035328.0","0.0","5035328.0","5035328.0"
"OperationGetManyVertexProperties-salesrank","4231588.0","0.0","4231588.0","4231588.0"
"OperationGetManyVertexProperties-group","4765320.0","0.0","4765320.0","4765320.0"
"OperationGetManyVertexPropertySets","9866741.0","0.0","9866741.0","9866741.0"
"OperationGetVerticesUsingKeyIndex-_original_id","155107.18","27997.73578680248","110314.0","321460.0"
"OperationGetVerticesUsingKeyIndex-title","251717.74747474748","46263.29553724566","168595.0","350887.0"
"OperationGetVerticesUsingKeyIndex-salesrank","167840.68","28245.498520252742","112018.0","247818.0"
"OperationGetVerticesUsingKeyIndex-group","8235600.5","7850103.15128768","1111692.0","2.0486496E7"
"OperationGetShortestPath","4.58114189647E9","2.4757346705762806E9","6.6041777E7","8.36403201E9"
"OperationLocalClusteringCoefficient","758382.39","549894.8644019127","178674.0","3699796.0"
"OperationShutdownGraph","8.4412233E7","0.0","8.4412233E7","8.4412233E7"
