"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","3.29590136E8","0.0","3.29590136E8","3.29590136E8"
"OperationDoGC","2.0930163672222223E9","1.8599133615040952E8","1.529047449E9","2.203830913E9"
"OperationGetManyVertices","87680.76","34322.57340064116","49441.0","324757.0"
"OperationGetManyEdges","207212.32","35199.91128025183","135973.0","301211.0"
"OperationGetFirstNeighbor-out","338632.56","84745.68867102565","168813.0","727864.0"
"OperationGetAllNeighbors-out","376490.49","73221.7220609424","181969.0","710717.0"
"OperationGetNeighborEdgeConditional-out","5444958.01","7116482.854481266","176821.0","3.079821E7"
"OperationGetFirstNeighbor-in","191760.81","42965.56083299623","128835.0","368927.0"
"OperationGetAllNeighbors-in","224022.64","54387.378012829424","143235.0","423937.0"
"OperationGetNeighborEdgeConditional-in","1.837710257E7","1.4777873132764354E7","210104.0","8.451751E7"
"OperationGetFirstNeighbor-both","210433.08","51469.357165925445","136634.0","360091.0"
"OperationGetAllNeighbors-both","274944.06","50615.52673297393","158053.0","544328.0"
"OperationGetNeighborEdgeConditional-both","2.052183127E7","1.4729580813535228E7","226505.0","8.62112E7"
"OperationGetManyVertexProperties-name","3.86304036E7","4.022691079946293E7","752954.0","1.87213353E8"
"OperationGetManyVertexProperties-age","2548443.05","6065148.77593344","505114.0","3.8924272E7"
"OperationGetManyEdgeProperties-time","1.9321046223E8","3.995221790741728E7","1.13008236E8","3.19758927E8"
"OperationGetManyVertexPropertySets","2388702.82","3761016.5119076106","615452.0","2.6511707E7"
"OperationGetManyEdgePropertySets","6.870781696E7","6.048998748917476E7","603120.0","2.84989397E8"
"OperationShutdownGraph","2.327196223E9","0.0","2.327196223E9","2.327196223E9"
