"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","3.9452882E8","0.0","3.9452882E8","3.9452882E8"
"OperationDoGC","2.4055601500537634E9","2.249799691167761E8","1.542108198E9","2.682636815E9"
"OperationGetManyVertices","225461.0","0.0","225461.0","225461.0"
"OperationGetManyEdges","189924.0","0.0","189924.0","189924.0"
"OperationGetFirstNeighbor-out","545859.76","2269294.488996415","124868.0","1.8221066E7"
"OperationGetAllNeighbors-out","236222.1","64733.8497139634","110019.0","610133.0"
"OperationGetNeighborEdgeConditional-out","1.618627446E7","1.1443670126395568E7","197129.0","1.0140465E8"
"OperationGetFirstNeighbor-in","213142.15","49704.552107503194","121086.0","508626.0"
"OperationGetAllNeighbors-in","176231.19","40401.83577430486","100330.0","429049.0"
"OperationGetNeighborEdgeConditional-in","4.114237444E7","2.331043153744976E7","2293728.0","1.45016637E8"
"OperationGetFirstNeighbor-both","503898.48","2389911.52928123","100062.0","2.0896155E7"
"OperationGetAllNeighbors-both","482297.15","2259925.3247522824","104562.0","2.1120085E7"
"OperationGetNeighborEdgeConditional-both","6.007798425E7","3.139841075534399E7","9944252.0","2.30393443E8"
"OperationGetFirstNeighbor-out-withlabel","158813.47","46243.68998305714","98671.0","476638.0"
"OperationGetAllNeighbors-out-withlabel","373059.41","2111530.1059862683","96956.0","2.1379594E7"
"OperationGetNeighborEdgeConditional-out-withlabel","8248651.24","6100461.194072663","93930.0","2.2976419E7"
"OperationGetFirstNeighbor-in-withlabel","315818.97","1614711.1990302876","32537.0","1.6379047E7"
"OperationGetAllNeighbors-in-withlabel","168980.7","81418.37543779655","98296.0","914115.0"
"OperationGetNeighborEdgeConditional-in-withlabel","1.932655639E7","1.4752902594314657E7","102143.0","7.624659E7"
"OperationGetFirstNeighbor-both-withlabel","347489.32","1741374.7287702884","101740.0","1.7670388E7"
"OperationGetAllNeighbors-both-withlabel","184241.2","47291.712045558255","112512.0","549715.0"
"OperationGetNeighborEdgeConditional-both-withlabel","2.709702875E7","1.4662976243254647E7","198924.0","7.6621153E7"
"OperationGetKHopNeighbors-out-1","156980.52","50585.073993714774","93773.0","519653.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","1.647785334E7","1.0520819826753687E7","142004.0","6.088446E7"
"OperationGetKHopNeighbors-out-2","773519.48","1702467.5932607786","166956.0","1.747984E7"
"OperationGetKHopNeighborsEdgeConditional-out-2","3.07754794E7","1.3882781311198832E7","1.1198627E7","9.1415795E7"
"OperationGetKHopNeighbors-out-3","3595921.19","4038434.217472027","500151.0","2.6929629E7"
"OperationGetKHopNeighborsEdgeConditional-out-3","4.082393061E7","1.814519197791993E7","90824.0","1.11054961E8"
"OperationGetKHopNeighbors-out-4","9122019.5","5853064.1642520195","20605.0","3.4957279E7"
"OperationGetKHopNeighborsEdgeConditional-out-4","5.555412971E7","2.077724777034886E7","1.0429371E7","1.58889203E8"
"OperationGetKHopNeighbors-out-5","3.267427129E7","1.658170521608253E7","40740.0","9.4857824E7"
"OperationGetKHopNeighborsEdgeConditional-out-5","6.671333285E7","2.106308182891508E7","55992.0","1.24193994E8"
"OperationGetKHopNeighbors-in-1","66395.84","16500.7372494201","26252.0","104342.0"
"OperationGetKHopNeighborsEdgeConditional-in-1","4.160796042E7","2.322334426269228E7","42095.0","1.13007011E8"
"OperationGetKHopNeighbors-in-2","316390.19","135203.25750674022","86404.0","633589.0"
"OperationGetKHopNeighborsEdgeConditional-in-2","6.576034642E7","2.4832471191029936E7","1.2963744E7","1.41577798E8"
"OperationGetKHopNeighbors-in-3","1713130.87","3718076.151859405","260681.0","3.8322473E7"
"OperationGetKHopNeighborsEdgeConditional-in-3","9.391108337E7","3.0690462995674983E7","2.8357316E7","1.69646542E8"
"OperationGetKHopNeighbors-in-4","7823328.74","5250828.205548804","53700.0","4.5723583E7"
"OperationGetKHopNeighborsEdgeConditional-in-4","1.1956186782E8","3.758417769497679E7","2.3304747E7","2.39015635E8"
"OperationGetKHopNeighbors-in-5","3.34389006E7","1.5062932822974848E7","58350.0","9.5448844E7"
"OperationGetKHopNeighborsEdgeConditional-in-5","1.329415743E8","3.8025336632122785E7","5.1633281E7","2.76153558E8"
"OperationGetKHopNeighbors-both-1","77959.98","36955.297527683375","39285.0","372610.0"
"OperationGetKHopNeighborsEdgeConditional-both-1","3.984345259E7","1.8641002718633518E7","3596962.0","1.01116484E8"
"OperationGetKHopNeighbors-both-2","505367.63","169526.96277068468","160318.0","937325.0"
"OperationGetKHopNeighborsEdgeConditional-both-2","6.430300449E7","2.1082439660051946E7","2.2101813E7","1.19060257E8"
"OperationGetKHopNeighbors-both-3","5816266.04","3879775.246401162","2233687.0","4.0594036E7"
"OperationGetKHopNeighborsEdgeConditional-both-3","7.318518877E7","3.263398086342937E7","2.3253935E7","1.53449481E8"
"OperationGetKHopNeighbors-both-4","5.173000324E7","1.7278419177283645E7","2.3265221E7","9.5449729E7"
