"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","8.962242E7","0.0","8.962242E7","8.962242E7"
"OperationDoGC","1.3883694084848485E9","4385800.93139986","1.382499715E9","1.406969581E9"
"OperationGetKHopNeighbors-out-1","83964.42","13370.177502322098","61449.0","135893.0"
"OperationGetKHopNeighbors-out-2","138850.26","34345.424044731204","65908.0","217217.0"
"OperationGetKHopNeighbors-out-3","201101.96","67832.34512265076","76936.0","347605.0"
"OperationGetKHopNeighbors-out-4","286081.82","133817.71259555887","65008.0","714760.0"
"OperationGetKHopNeighbors-out-5","544427.17","294630.99818101473","61534.0","1265005.0"
"OperationGetKHopNeighbors-in-1","76783.73","14364.261233947955","60371.0","120683.0"
"OperationGetKHopNeighbors-in-2","133017.82","31170.35503563602","61666.0","203779.0"
"OperationGetKHopNeighbors-in-3","169146.96","64101.3568517734","61839.0","435024.0"
"OperationGetKHopNeighbors-in-4","266124.73","139352.0853214515","60974.0","682160.0"
"OperationGetKHopNeighbors-in-5","523063.89","300355.5330708557","60559.0","1318690.0"
"OperationGetKHopNeighbors-both-1","94631.76","13896.951247752151","71422.0","126148.0"
"OperationGetKHopNeighbors-both-2","254684.46","69228.77204622657","139350.0","487144.0"
"OperationGetKHopNeighbors-both-3","600886.03","250599.076777727","153993.0","1186556.0"
"OperationGetKHopNeighbors-both-4","2154286.61","760207.3712013967","448400.0","4020156.0"
"OperationGetKHopNeighbors-both-5","6247385.87","1928864.0441899148","1405688.0","1.0216842E7"
"OperationGetKHopNeighbors-out-withlabel-1","80558.8","13799.460201761518","60605.0","138044.0"
"OperationGetKHopNeighbors-out-withlabel-2","137438.74","37073.745934183666","62481.0","223128.0"
"OperationGetKHopNeighbors-out-withlabel-3","193715.83","64564.13583299244","63774.0","334549.0"
"OperationGetKHopNeighbors-out-withlabel-4","329066.03","121416.14245539636","62117.0","595778.0"
"OperationGetKHopNeighbors-out-withlabel-5","593004.87","280237.4950340391","78886.0","1175266.0"
"OperationGetKHopNeighbors-in-withlabel-1","85720.5","13165.778133859008","61345.0","136634.0"
"OperationGetKHopNeighbors-in-withlabel-2","144580.85","37254.74946832283","63135.0","248334.0"
"OperationGetKHopNeighbors-in-withlabel-3","202457.42","57907.84744871458","67498.0","383705.0"
"OperationGetKHopNeighbors-in-withlabel-4","303230.33","130944.1930378782","62851.0","630742.0"
"OperationGetKHopNeighbors-in-withlabel-5","576862.08","315353.52192356065","64391.0","1360015.0"
"OperationGetKHopNeighbors-both-withlabel-1","102529.08","13640.737633779194","76319.0","141414.0"
"OperationGetKHopNeighbors-both-withlabel-2","262223.86","70536.28569367967","122085.0","428635.0"
"OperationGetKHopNeighbors-both-withlabel-3","610079.22","217081.91496163743","209656.0","1231936.0"
"OperationGetKHopNeighbors-both-withlabel-4","2140327.52","644542.7462134142","845387.0","3866470.0"
"OperationGetKHopNeighbors-both-withlabel-5","5772184.01","1970701.1031993283","1670229.0","1.0048814E7"
"OperationLocalClusteringCoefficient","332230.6","71806.67068622523","178097.0","514789.0"
"OperationShutdownGraph","2.15939559E8","0.0","2.15939559E8","2.15939559E8"
