"operation","dex-mean","dex-stdev","dex-min","dex-max"
"OperationOpenGraph","1.05467323E8","0.0","1.05467323E8","1.05467323E8"
"OperationDoGC","1.4136254848064516E9","6587382.721542334","1.406255111E9","1.466748889E9"
"OperationGetManyVertices","180299.0","0.0","180299.0","180299.0"
"OperationGetManyEdges","184213.0","0.0","184213.0","184213.0"
"OperationGetFirstNeighbor-out","89053.1","14383.817402553466","71155.0","132588.0"
"OperationGetAllNeighbors-out","97118.4","12237.15242529895","71963.0","142343.0"
"OperationGetNeighborEdgeConditional-out","127122.68","26344.337805638617","71366.0","230133.0"
"OperationGetFirstNeighbor-in","90571.44","16604.08547937525","68985.0","144172.0"
"OperationGetAllNeighbors-in","94194.71","13909.20380848235","73059.0","147590.0"
"OperationGetNeighborEdgeConditional-in","116770.3","25035.305431530087","67530.0","210853.0"
"OperationGetFirstNeighbor-both","115375.24","18640.555403807044","83129.0","168338.0"
"OperationGetAllNeighbors-both","123698.17","17587.463926931025","85163.0","192674.0"
"OperationGetNeighborEdgeConditional-both","150657.69","28162.50446877728","102695.0","203593.0"
"OperationGetFirstNeighbor-out-withlabel","87525.68","14303.77154451231","69462.0","153849.0"
"OperationGetAllNeighbors-out-withlabel","91956.83","15551.372804389326","70678.0","145456.0"
"OperationGetNeighborEdgeConditional-out-withlabel","123327.52","23454.111354080338","76012.0","177312.0"
"OperationGetFirstNeighbor-in-withlabel","104577.37","13568.713346264636","74554.0","140699.0"
"OperationGetAllNeighbors-in-withlabel","94957.09","18871.93398096496","76272.0","167948.0"
"OperationGetNeighborEdgeConditional-in-withlabel","119774.94","20490.282254678677","74151.0","164605.0"
"OperationGetFirstNeighbor-both-withlabel","118466.46","17820.028832423366","91739.0","193917.0"
"OperationGetAllNeighbors-both-withlabel","123720.0","17988.57919625672","91135.0","173826.0"
"OperationGetNeighborEdgeConditional-both-withlabel","160278.12","29170.93147236818","114088.0","238387.0"
"OperationGetKHopNeighbors-out-1","95271.42","17819.69882191054","69292.0","176974.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","98241.99","18084.336962407553","57941.0","170576.0"
"OperationGetKHopNeighbors-out-2","124758.67","30997.547947557076","72318.0","230886.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","115331.09","24224.3073412203","57273.0","160619.0"
"OperationGetKHopNeighbors-out-3","170492.53","62909.074946855646","77271.0","417878.0"
"OperationGetKHopNeighborsEdgeConditional-out-3","139225.1","35825.2874521615","56615.0","210209.0"
