operation                                                   neo-mean (ms)   neo-stdev (ms)  neo-min (ms)    neo-max (ms)    
OperationOpenGraph                                                289.507            0.000       289.507         289.507    
OperationDoGC                                                    2455.148          237.374      1536.414        2758.055    
OperationGetManyVertices                                            0.302            0.000         0.302           0.302    
OperationGetManyEdges                                               0.354            0.000         0.354           0.354    
OperationGetFirstNeighbor-out                                       0.205            0.075         0.096           0.474    
OperationGetAllNeighbors-out                                        0.158            0.076         0.074           0.706    
OperationGetNeighborEdgeConditional-out                             0.343            0.255         0.079           1.561    
OperationGetFirstNeighbor-in                                        0.203            0.584         0.078           5.942    
OperationGetAllNeighbors-in                                         0.156            0.070         0.068           0.494    
OperationGetNeighborEdgeConditional-in                              0.372            0.103         0.182           0.787    
OperationGetFirstNeighbor-both                                      0.148            0.069         0.065           0.646    
OperationGetAllNeighbors-both                                       0.161            0.066         0.066           0.482    
OperationGetNeighborEdgeConditional-both                            0.524            0.292         0.196           1.944    
OperationGetFirstNeighbor-out-withlabel                             0.154            0.051         0.083           0.424    
OperationGetAllNeighbors-out-withlabel                              0.177            0.085         0.078           0.745    
OperationGetNeighborEdgeConditional-out-withlabel                   0.303            0.207         0.080           1.375    
OperationGetFirstNeighbor-in-withlabel                              0.147            0.064         0.073           0.562    
OperationGetAllNeighbors-in-withlabel                               0.147            0.048         0.080           0.388    
OperationGetNeighborEdgeConditional-in-withlabel                    0.362            0.083         0.216           0.782    
OperationGetFirstNeighbor-both-withlabel                            0.142            0.047         0.088           0.349    
OperationGetAllNeighbors-both-withlabel                             0.131            0.060         0.075           0.476    
OperationGetNeighborEdgeConditional-both-withlabel                  0.341            0.168         0.181           1.171    
OperationGetKHopNeighbors-out-1                                     0.125            0.054         0.064           0.433    
OperationGetKHopNeighborsEdgeConditional-out-1                      0.307            0.279         0.021           2.123    
OperationGetKHopNeighbors-out-2                                     0.362            0.508         0.088           4.382    
OperationGetKHopNeighborsEdgeConditional-out-2                      0.427            0.352         0.063           2.320    
OperationGetKHopNeighbors-out-3                                     1.180            2.874         0.063          23.698    
OperationGetKHopNeighborsEdgeConditional-out-3                      0.506            0.588         0.066           3.768    
OperationGetKHopNeighbors-out-4                                     3.570           19.633         0.028         165.968    
OperationGetKHopNeighborsEdgeConditional-out-4                      0.536            1.274         0.034          12.520    
OperationGetKHopNeighbors-out-5                                    31.062          278.889         0.021        2803.633    
OperationGetKHopNeighborsEdgeConditional-out-5                      0.407            0.356         0.023           2.177    
OperationGetKHopNeighbors-in-1                                      0.054            0.026         0.017           0.203    
OperationGetKHopNeighborsEdgeConditional-in-1                       0.290            0.096         0.148           0.628    
OperationGetKHopNeighbors-in-2                                      0.372            0.165         0.129           0.929    
OperationGetKHopNeighborsEdgeConditional-in-2                       0.476            0.165         0.240           1.347    
OperationGetKHopNeighbors-in-3                                      3.263            4.398         0.564          42.091    
OperationGetKHopNeighborsEdgeConditional-in-3                       0.762            0.351         0.322           3.019    
OperationGetKHopNeighbors-in-4                                      9.121            4.540         3.844          42.320    
OperationGetKHopNeighborsEdgeConditional-in-4                       0.610            0.163         0.259           1.170    
OperationGetKHopNeighbors-in-5                                     30.936            9.549        12.800          66.333    
OperationGetKHopNeighborsEdgeConditional-in-5                       0.777            0.165         0.322           1.303    
OperationGetKHopNeighbors-both-1                                    0.076            0.054         0.029           0.453    
OperationGetKHopNeighborsEdgeConditional-both-1                     0.260            0.106         0.092           0.555    
OperationGetKHopNeighbors-both-2                                    0.488            0.310         0.132           1.991    
OperationGetKHopNeighborsEdgeConditional-both-2                     0.475            0.308         0.135           1.726    
OperationGetKHopNeighbors-both-3                                    6.270            6.547         0.891          47.544    
OperationGetKHopNeighborsEdgeConditional-both-3                     0.639            0.613         0.137           4.684    
OperationGetKHopNeighbors-both-4                                  143.395          548.250        18.199        5521.409    
OperationGetKHopNeighborsEdgeConditional-both-4                     0.779            0.606         0.147           4.121    
OperationGetKHopNeighbors-both-5                                 1872.987         1669.774       296.152        8884.301    
OperationGetKHopNeighborsEdgeConditional-both-5                     0.715            0.427         0.164           3.388    
OperationGetKHopNeighbors-out-withlabel-1                           0.079            0.059         0.026           0.600    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-1            0.209            0.166         0.039           0.863    
OperationGetKHopNeighbors-out-withlabel-2                           0.205            0.209         0.040           1.429    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-2            0.247            0.222         0.039           1.742    
OperationGetKHopNeighbors-out-withlabel-3                           1.180            3.943         0.029          29.382    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-3            0.262            0.208         0.019           1.074    
OperationGetKHopNeighbors-out-withlabel-4                           2.136            6.585         0.027          45.189    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-4            0.216            0.161         0.027           1.106    
OperationGetKHopNeighbors-out-withlabel-5                          17.365          112.841         0.021        1100.983    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-5            0.259            0.222         0.019           1.038    
OperationGetKHopNeighbors-in-withlabel-1                            0.069            0.057         0.024           0.584    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-1             0.340            1.496         0.089          15.216    
OperationGetKHopNeighbors-in-withlabel-2                            0.233            0.095         0.078           0.723    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-2             0.323            0.076         0.130           0.597    
OperationGetKHopNeighbors-in-withlabel-3                            1.097            0.192         0.538           1.509    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-3             0.409            0.101         0.168           0.618    
OperationGetKHopNeighbors-in-withlabel-4                            7.884            4.729         3.524          48.440    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-4             0.511            0.184         0.197           1.184    
OperationGetKHopNeighbors-in-withlabel-5                           17.466            7.842         1.869          68.981    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-5             0.560            0.158         0.214           1.160    
OperationGetKHopNeighbors-both-withlabel-1                          0.065            0.026         0.029           0.171    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-1           0.252            0.125         0.085           0.909    
OperationGetKHopNeighbors-both-withlabel-2                          0.454            0.307         0.128           2.267    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-2           0.452            0.234         0.183           1.985    
OperationGetKHopNeighbors-both-withlabel-3                          6.558            6.932         1.177          55.352    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-3           0.568            0.231         0.137           1.231    
OperationGetKHopNeighbors-both-withlabel-4                         63.955           68.408        13.639         465.331    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-4           0.837            1.676         0.169          17.240    
OperationGetKHopNeighbors-both-withlabel-5                       1755.084         1775.059       219.126        9144.785    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-5           0.541            0.329         0.171           2.002    
OperationGetManyVertexProperties-name                             619.707            0.000       619.707         619.707    
OperationGetManyVertexProperties-age                              554.457            0.000       554.457         554.457    
OperationGetManyEdgeProperties-time                                74.633            0.000        74.633          74.633    
OperationGetManyVertexPropertySets                                517.744            0.000       517.744         517.744    
OperationGetManyEdgePropertySets                                   86.212            0.000        86.212          86.212    
OperationGetVerticesUsingKeyIndex-_original_id                     12.999           35.884         0.489         352.846    
OperationGetVerticesUsingKeyIndex-name                             22.486           23.918         0.847         118.541    
OperationGetVerticesUsingKeyIndex-age                             173.293           50.111       156.194         472.415    
OperationGetEdgesUsingKeyIndex-time                               124.503          332.115         5.582        2521.869    
OperationShutdownGraph                                           2459.332            0.000      2459.332        2459.332    
