"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationOpenGraph","2.89507176E8","0.0","2.89507176E8","2.89507176E8"
"OperationDoGC","2.455147679021978E9","2.3737373878509662E8","1.536413745E9","2.75805477E9"
"OperationGetManyVertices","302061.0","0.0","302061.0","302061.0"
"OperationGetManyEdges","354224.0","0.0","354224.0","354224.0"
"OperationGetFirstNeighbor-out","204653.24","75288.98181528556","96241.0","473930.0"
"OperationGetAllNeighbors-out","157820.86","75831.38934584016","73894.0","705748.0"
"OperationGetNeighborEdgeConditional-out","343443.4","254513.68642786186","78740.0","1560525.0"
"OperationGetFirstNeighbor-in","202925.43","583624.666098157","78008.0","5941554.0"
"OperationGetAllNeighbors-in","155642.59","69619.85494528052","68075.0","494459.0"
"OperationGetNeighborEdgeConditional-in","371713.48","102940.9986111928","182390.0","787414.0"
"OperationGetFirstNeighbor-both","148109.95","68605.6611634018","64783.0","646046.0"
"OperationGetAllNeighbors-both","160651.11","65610.80783268789","65919.0","482122.0"
"OperationGetNeighborEdgeConditional-both","524300.4","291880.5314284596","196466.0","1943623.0"
"OperationGetFirstNeighbor-out-withlabel","153773.43","51083.64143094245","83481.0","423559.0"
"OperationGetAllNeighbors-out-withlabel","177054.53","84720.33076888393","78470.0","744519.0"
"OperationGetNeighborEdgeConditional-out-withlabel","302944.41","206990.0806367346","79813.0","1375299.0"
"OperationGetFirstNeighbor-in-withlabel","147170.04","64442.88666531317","72661.0","561914.0"
"OperationGetAllNeighbors-in-withlabel","146772.18","48230.21248374922","80339.0","388034.0"
"OperationGetNeighborEdgeConditional-in-withlabel","361835.62","82603.964760268","215611.0","782226.0"
"OperationGetFirstNeighbor-both-withlabel","141826.36","46679.73737105212","88437.0","348537.0"
"OperationGetAllNeighbors-both-withlabel","131113.74","59932.342561361635","74894.0","476399.0"
"OperationGetNeighborEdgeConditional-both-withlabel","341028.96","167871.75529706717","181281.0","1171140.0"
"OperationGetKHopNeighbors-out-1","125454.89","53962.960938016535","64221.0","432541.0"
"OperationGetKHopNeighborsEdgeConditional-out-1","307325.07","278652.79399608594","20771.0","2123027.0"
"OperationGetKHopNeighbors-out-2","362204.52","507919.7817578182","87984.0","4382384.0"
"OperationGetKHopNeighborsEdgeConditional-out-2","426509.21","352275.6174854937","63226.0","2320388.0"
"OperationGetKHopNeighbors-out-3","1180434.75","2874146.973357034","63222.0","2.3697978E7"
"OperationGetKHopNeighborsEdgeConditional-out-3","506088.78","587803.0461407558","65598.0","3767925.0"
"OperationGetKHopNeighbors-out-4","3569575.53","1.963268805372648E7","27836.0","1.65967501E8"
"OperationGetKHopNeighborsEdgeConditional-out-4","535553.82","1274298.1137137995","34382.0","1.2519596E7"
"OperationGetKHopNeighbors-out-5","3.106240509E7","2.7888863609258413E8","21021.0","2.803633403E9"
"OperationGetKHopNeighborsEdgeConditional-out-5","406783.31","356484.20748441835","22789.0","2177205.0"
"OperationGetKHopNeighbors-in-1","54026.03","25684.0935115316","16838.0","203051.0"
"OperationGetKHopNeighborsEdgeConditional-in-1","289728.54","96337.89642559359","147891.0","627650.0"
"OperationGetKHopNeighbors-in-2","372288.35","164900.7883351911","129141.0","929379.0"
"OperationGetKHopNeighborsEdgeConditional-in-2","476258.0","164652.02296752992","239710.0","1347111.0"
"OperationGetKHopNeighbors-in-3","3263078.69","4398273.205778403","564123.0","4.2090932E7"
"OperationGetKHopNeighborsEdgeConditional-in-3","762035.37","351486.6025755649","322210.0","3018729.0"
"OperationGetKHopNeighbors-in-4","9121361.5","4539609.308324827","3844385.0","4.2320227E7"
"OperationGetKHopNeighborsEdgeConditional-in-4","610235.43","162719.09447955116","258597.0","1170201.0"
"OperationGetKHopNeighbors-in-5","3.093578052E7","9548644.587551586","1.2799612E7","6.6332756E7"
"OperationGetKHopNeighborsEdgeConditional-in-5","777174.92","164807.7192395842","321944.0","1303491.0"
"OperationGetKHopNeighbors-both-1","76098.25","54068.45262301761","29142.0","453134.0"
"OperationGetKHopNeighborsEdgeConditional-both-1","259890.3","105977.02763887084","91760.0","555307.0"
"OperationGetKHopNeighbors-both-2","487866.43","310253.1862545898","131660.0","1991286.0"
"OperationGetKHopNeighborsEdgeConditional-both-2","474913.43","308276.04896083823","135110.0","1725941.0"
"OperationGetKHopNeighbors-both-3","6269945.25","6546616.539606039","891296.0","4.7544087E7"
